BattSchedule_MW,SOC_percent,EnergyPriceDA_$perMWh,EnergyProfit_$,ecrsCapacity,ecrsPrice_$perMW,ecrsRev_$,rrsCapacity,rrsPrice_$perMW,rrsRev_$,non_spinCapacity,non_spinPrice_$perMW,non_spinRev_$,reg_upCapacity,reg_upPrice_$perMW,reg_upRev_$,reg_downCapacity,reg_downPrice_$perMW,reg_downRev_$,CapacityObligation
-0.95,0.10,10.47,-9.92,0.00,2.11,0.00,0.00,1.67,0.00,0.00,0.95,0.00,0.05,2.00,0.09,0.05,1.98,0.10,0.00
0.00,0.98,10.26,0.00,0.19,1.75,0.30,0.50,1.50,0.69,0.00,0.92,0.00,0.05,1.75,0.08,0.05,2.00,0.10,0.00
-0.04,0.97,9.31,-0.41,0.18,1.49,0.25,0.50,1.49,0.68,0.00,0.96,0.00,0.05,1.75,0.08,0.05,2.00,0.10,0.00
-0.01,1.00,8.97,-0.09,0.20,1.30,0.24,0.50,1.30,0.60,0.00,0.96,0.00,0.05,1.55,0.07,0.05,2.00,0.10,0.00
-0.01,1.00,8.81,-0.09,0.20,1.30,0.24,0.50,1.30,0.60,0.00,1.20,0.00,0.05,1.55,0.07,0.05,2.00,0.10,0.00
-0.01,1.00,9.26,-0.09,0.20,1.58,0.29,0.50,1.50,0.69,0.00,1.23,0.00,0.05,1.83,0.08,0.05,2.00,0.10,0.00
-0.01,1.00,11.53,-0.11,0.20,1.50,0.28,0.50,1.50,0.69,0.00,1.50,0.00,0.05,2.00,0.09,0.05,1.98,0.10,0.00
-0.01,1.00,27.00,-0.27,0.45,5.00,2.07,0.00,2.00,0.00,0.00,7.25,0.00,0.05,10.00,0.46,0.05,3.16,0.16,0.00
0.25,1.00,56.70,13.06,0.20,32.74,6.01,0.50,25.00,11.49,0.00,2.72,0.00,0.05,23.56,1.08,0.05,6.19,0.31,0.00
0.63,0.74,50.48,29.42,0.29,14.72,3.87,0.08,9.98,0.74,0.00,2.72,0.00,0.00,3.15,0.00,0.05,2.89,0.14,0.00
0.00,0.10,40.42,0.00,0.00,7.77,0.00,0.00,3.90,0.00,0.00,2.72,0.00,0.05,3.90,0.18,0.05,2.57,0.13,0.00
0.00,0.10,31.83,0.00,0.00,5.00,0.00,0.00,3.00,0.00,0.00,2.65,0.00,0.05,3.00,0.14,0.05,1.33,0.07,0.00
-0.00,0.10,22.59,-0.00,0.00,3.09,0.00,0.00,2.09,0.00,0.00,2.10,0.00,0.05,2.42,0.11,0.05,1.25,0.06,0.00
-0.00,0.10,21.07,-0.00,0.00,0.96,0.00,0.00,1.01,0.00,0.00,1.00,0.00,0.05,1.34,0.06,0.05,1.19,0.06,0.00
0.00,0.10,20.84,0.00,0.00,0.99,0.00,0.00,1.00,0.00,0.00,0.77,0.00,0.05,1.33,0.06,0.05,0.80,0.04,0.00
-0.00,0.10,18.89,-0.00,0.00,0.85,0.00,0.00,1.00,0.00,0.00,0.77,0.00,0.05,1.33,0.06,0.05,0.71,0.04,0.00
-0.54,0.10,17.61,-9.52,0.00,1.01,0.00,0.00,1.01,0.00,0.00,0.99,0.00,0.05,1.30,0.06,0.05,0.49,0.02,0.00
-0.44,0.60,17.02,-7.44,0.00,0.99,0.00,0.50,1.00,0.46,0.00,0.99,0.00,0.05,1.30,0.06,0.05,0.49,0.02,0.00
-0.01,1.00,17.57,-0.17,0.20,1.15,0.21,0.50,1.15,0.53,0.00,0.99,0.00,0.05,1.80,0.08,0.05,0.85,0.04,0.00
-0.01,1.00,22.21,-0.22,0.20,2.00,0.37,0.50,2.00,0.92,0.00,2.20,0.00,0.05,3.00,0.14,0.05,1.60,0.08,0.00
0.25,1.00,34.27,7.89,0.20,4.98,0.91,0.50,3.98,1.83,0.00,2.15,0.00,0.05,3.98,0.18,0.05,2.00,0.10,0.00
0.00,0.74,26.33,0.00,0.07,8.71,0.56,0.50,7.71,3.54,0.00,2.46,0.00,0.05,6.71,0.31,0.05,4.73,0.24,0.00
0.00,0.73,16.91,0.00,0.07,10.91,0.67,0.50,6.63,3.05,0.00,2.09,0.00,0.05,3.98,0.18,0.05,5.97,0.30,0.00
0.00,0.73,12.47,0.00,0.06,6.22,0.36,0.50,3.98,1.83,0.00,1.00,0.00,0.05,3.98,0.18,0.05,2.00,0.10,0.00
0.00,0.72,12.31,0.00,0.06,2.71,0.15,0.50,1.71,0.79,0.00,0.96,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,0.71,10.92,0.00,0.06,2.00,0.10,0.50,1.50,0.69,0.00,0.92,0.00,0.05,2.01,0.09,0.05,2.00,0.10,0.00
0.00,0.71,8.91,0.00,0.05,2.00,0.10,0.50,1.50,0.69,0.00,1.04,0.00,0.05,1.98,0.09,0.05,2.00,0.10,0.00
0.00,0.70,7.36,0.00,0.05,1.75,0.08,0.50,1.50,0.69,0.00,1.04,0.00,0.05,2.51,0.12,0.05,1.98,0.10,0.00
-0.34,0.70,5.46,-1.83,0.05,1.89,0.08,0.50,1.50,0.69,0.00,1.48,0.00,0.05,2.14,0.10,0.05,1.98,0.10,0.00
-0.01,1.00,5.27,-0.05,0.20,1.75,0.32,0.50,1.50,0.69,0.00,1.50,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.01,1.00,9.87,-0.10,0.20,1.35,0.25,0.50,1.35,0.62,0.00,1.50,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,1.00,19.96,0.00,0.20,3.00,0.55,0.50,2.00,0.92,0.00,2.72,0.00,0.05,6.85,0.31,0.05,2.74,0.14,0.00
0.51,0.99,24.35,11.31,0.44,5.00,2.05,0.00,4.00,0.00,0.00,1.15,0.00,0.05,4.83,0.22,0.05,1.47,0.07,0.00
0.00,0.48,16.66,0.00,0.00,2.00,0.00,0.38,1.50,0.52,0.00,1.00,0.00,0.05,1.83,0.08,0.05,1.48,0.07,0.00
0.00,0.47,14.95,0.00,0.00,1.15,0.00,0.37,1.15,0.39,0.00,0.97,0.00,0.05,1.49,0.07,0.05,1.25,0.06,0.00
0.00,0.47,11.57,0.00,0.00,1.00,0.00,0.37,1.00,0.34,0.00,0.88,0.00,0.05,1.50,0.07,0.05,1.25,0.06,0.00
0.00,0.47,8.59,0.00,0.00,1.00,0.00,0.36,1.00,0.34,0.00,0.95,0.00,0.05,1.33,0.06,0.05,1.98,0.10,0.00
0.00,0.46,8.06,0.00,0.00,0.83,0.00,0.36,1.00,0.33,0.00,0.95,0.00,0.05,1.33,0.06,0.05,2.00,0.10,0.00
0.00,0.46,5.57,0.00,0.00,0.85,0.00,0.36,1.00,0.33,0.00,0.75,0.00,0.05,1.25,0.06,0.05,2.00,0.10,0.00
-0.60,0.45,4.06,-2.42,0.00,0.85,0.00,0.35,1.00,0.32,0.00,0.75,0.00,0.05,1.32,0.06,0.05,1.49,0.07,0.00
-0.01,1.00,4.20,-0.04,0.20,1.00,0.18,0.50,1.00,0.46,0.00,0.96,0.00,0.05,1.25,0.06,0.05,1.47,0.07,0.00
-0.01,1.00,5.38,-0.05,0.20,0.85,0.16,0.50,1.00,0.46,0.00,0.96,0.00,0.05,1.25,0.06,0.05,1.48,0.07,0.00
-0.01,1.00,7.75,-0.08,0.20,1.15,0.21,0.50,1.01,0.46,0.00,0.96,0.00,0.05,1.48,0.07,0.05,1.99,0.10,0.00
0.00,1.00,12.59,0.00,0.20,1.15,0.21,0.50,1.15,0.53,0.00,1.01,0.00,0.05,2.00,0.09,0.05,1.68,0.08,0.00
0.07,0.99,19.86,1.19,0.19,2.00,0.36,0.50,2.00,0.92,0.00,1.00,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.29,0.92,19.26,5.17,0.16,3.00,0.44,0.50,2.00,0.92,0.00,1.04,0.00,0.05,2.00,0.09,0.05,5.41,0.27,0.00
0.00,0.62,11.86,0.00,0.01,5.00,0.04,0.50,2.75,1.26,0.00,1.01,0.00,0.05,2.00,0.09,0.05,8.68,0.43,0.00
0.00,0.61,7.15,0.00,0.01,4.75,0.02,0.50,2.50,1.15,0.00,0.99,0.00,0.05,2.50,0.11,0.05,2.00,0.10,0.00
0.00,0.61,3.88,0.00,0.00,2.65,0.01,0.50,1.65,0.76,0.00,0.95,0.00,0.05,1.98,0.09,0.05,2.00,0.10,0.00
-0.01,0.60,2.52,-0.01,0.00,1.98,0.00,0.50,1.50,0.69,0.00,0.91,0.00,0.05,1.98,0.09,0.05,1.98,0.10,0.00
-0.44,0.60,1.92,-0.84,0.00,1.34,0.00,0.50,1.01,0.46,0.00,0.99,0.00,0.05,1.34,0.06,0.05,1.98,0.10,0.00
-0.01,1.00,1.78,-0.02,0.20,1.30,0.24,0.50,1.01,0.46,0.00,0.99,0.00,0.05,1.34,0.06,0.05,1.99,0.10,0.00
-0.01,1.00,1.96,-0.02,0.20,1.30,0.24,0.50,1.01,0.46,0.00,1.25,0.00,0.05,1.34,0.06,0.05,1.54,0.08,0.00
-0.01,1.00,2.90,-0.03,0.20,2.00,0.37,0.50,1.50,0.69,0.00,1.23,0.00,0.05,2.00,0.09,0.05,1.98,0.10,0.00
-0.01,1.00,8.58,-0.08,0.20,1.67,0.31,0.50,1.50,0.69,0.00,1.35,0.00,0.05,2.00,0.09,0.05,1.98,0.10,0.00
0.00,1.00,16.05,0.00,0.20,2.00,0.37,0.50,2.00,0.92,0.00,2.04,0.00,0.05,5.00,0.23,0.05,3.00,0.15,0.00
0.26,0.99,21.58,5.06,0.19,2.98,0.53,0.50,2.00,0.92,0.00,0.99,0.00,0.05,2.98,0.14,0.05,1.33,0.07,0.00
0.00,0.73,15.54,0.00,0.06,1.49,0.09,0.50,1.49,0.68,0.00,0.94,0.00,0.05,1.49,0.07,0.05,1.48,0.07,0.00
0.00,0.72,13.83,0.00,0.06,1.01,0.06,0.50,1.01,0.46,0.00,0.85,0.00,0.05,1.34,0.06,0.05,1.25,0.06,0.00
0.00,0.71,10.17,0.00,0.06,1.00,0.05,0.50,1.00,0.46,0.00,0.83,0.00,0.05,1.15,0.05,0.05,1.25,0.06,0.00
-0.32,0.71,9.37,-3.02,0.05,1.00,0.05,0.50,1.00,0.46,0.00,0.85,0.00,0.05,1.00,0.05,0.05,1.25,0.06,0.00
0.00,1.00,11.68,0.00,0.20,0.83,0.15,0.50,1.00,0.46,0.00,0.93,0.00,0.05,1.00,0.05,0.05,2.98,0.15,0.00
-0.02,0.99,11.10,-0.22,0.19,1.00,0.18,0.50,1.00,0.46,0.00,0.76,0.00,0.05,1.45,0.07,0.05,2.00,0.10,0.00
-0.01,1.00,11.02,-0.11,0.20,1.00,0.18,0.50,1.00,0.46,0.00,0.76,0.00,0.05,1.47,0.07,0.05,1.49,0.07,0.00
-0.01,1.00,12.03,-0.12,0.20,1.15,0.21,0.50,1.01,0.46,0.00,0.96,0.00,0.05,1.34,0.06,0.05,1.47,0.07,0.00
-0.01,1.00,13.60,-0.13,0.20,1.00,0.18,0.50,1.00,0.46,0.00,0.96,0.00,0.05,1.46,0.07,0.05,1.48,0.07,0.00
-0.01,1.00,15.19,-0.15,0.20,1.15,0.21,0.50,1.15,0.53,0.00,0.97,0.00,0.05,1.87,0.09,0.05,1.49,0.07,0.00
-0.01,1.00,15.21,-0.15,0.20,1.38,0.25,0.50,1.43,0.66,0.00,1.11,0.00,0.05,2.00,0.09,0.05,1.68,0.08,0.00
0.00,1.00,27.49,0.00,0.20,2.01,0.37,0.50,2.00,0.92,0.00,1.12,0.00,0.05,2.33,0.11,0.05,2.00,0.10,0.00
0.00,0.99,31.04,0.00,0.19,3.00,0.54,0.50,2.00,0.92,0.00,1.48,0.00,0.05,2.00,0.09,0.05,2.26,0.11,0.00
0.00,0.98,19.40,0.00,0.44,9.21,3.73,0.00,4.50,0.00,0.00,1.48,0.00,0.05,3.00,0.14,0.05,4.01,0.20,0.00
-0.04,0.97,14.04,-0.54,0.44,7.25,2.91,0.00,2.65,0.00,0.00,1.48,0.00,0.05,3.51,0.16,0.05,2.00,0.10,0.00
0.00,1.00,14.22,0.00,0.45,5.64,2.33,0.00,1.65,0.00,0.00,1.12,0.00,0.05,2.00,0.09,0.05,1.23,0.06,0.00
0.00,0.99,12.95,0.00,0.44,2.99,1.22,0.00,1.48,0.00,0.00,1.20,0.00,0.05,1.99,0.09,0.05,1.23,0.06,0.00
-0.03,0.98,11.92,-0.35,0.44,2.00,0.81,0.00,1.00,0.00,0.00,1.48,0.00,0.05,1.86,0.09,0.05,1.25,0.06,0.00
-0.01,1.00,11.12,-0.11,0.45,2.00,0.83,0.00,1.00,0.00,0.00,1.48,0.00,0.05,1.98,0.09,0.05,1.23,0.06,0.00
-0.01,1.00,11.04,-0.11,0.45,2.00,0.83,0.00,1.00,0.00,0.00,2.00,0.00,0.05,1.97,0.09,0.05,1.23,0.06,0.00
-0.01,1.00,14.08,-0.14,0.20,2.07,0.38,0.50,1.07,0.49,0.00,2.07,0.00,0.05,2.00,0.09,0.05,1.25,0.06,0.00
0.00,1.00,16.82,0.00,0.20,2.00,0.37,0.50,1.01,0.46,0.00,1.95,0.00,0.05,2.29,0.11,0.05,1.23,0.06,0.00
0.40,0.99,24.80,9.19,0.34,2.97,0.94,0.20,2.00,0.37,0.00,4.25,0.00,0.05,4.99,0.23,0.05,2.00,0.10,0.00
0.47,0.58,24.11,10.47,0.00,5.17,0.00,0.48,4.17,1.83,0.00,1.20,0.00,0.05,4.50,0.21,0.05,1.47,0.07,0.00
0.00,0.10,14.34,0.00,0.00,2.00,0.00,0.00,1.59,0.00,0.00,1.01,0.00,0.05,1.92,0.09,0.05,1.11,0.06,0.00
0.00,0.10,10.72,0.00,0.00,1.60,0.00,0.00,1.50,0.00,0.00,1.00,0.00,0.05,1.83,0.08,0.05,0.99,0.05,0.00
0.00,0.10,10.82,0.00,0.00,1.50,0.00,0.00,1.50,0.00,0.00,1.00,0.00,0.05,1.83,0.08,0.05,1.05,0.05,0.00
0.00,0.10,9.75,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.94,0.00,0.05,1.33,0.06,0.05,2.00,0.10,0.00
0.00,0.10,7.76,0.00,0.00,0.83,0.00,0.00,1.00,0.00,0.00,0.92,0.00,0.05,1.33,0.06,0.05,2.00,0.10,0.00
-0.54,0.10,4.45,-2.41,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.75,0.00,0.05,1.33,0.06,0.05,2.00,0.10,0.00
-0.44,0.60,3.74,-1.63,0.00,1.00,0.00,0.50,1.00,0.46,0.00,0.75,0.00,0.05,1.33,0.06,0.05,1.99,0.10,0.00
-0.01,1.00,3.90,-0.04,0.20,1.00,0.18,0.50,1.00,0.46,0.00,0.95,0.00,0.05,1.33,0.06,0.05,1.49,0.07,0.00
-0.01,1.00,5.16,-0.05,0.20,1.00,0.18,0.50,1.00,0.46,0.00,0.95,0.00,0.05,1.33,0.06,0.05,1.48,0.07,0.00
-0.01,1.00,7.35,-0.07,0.20,1.15,0.21,0.50,1.01,0.46,0.00,0.96,0.00,0.05,1.80,0.08,0.05,1.82,0.09,0.00
-0.01,1.00,9.39,-0.09,0.20,1.00,0.18,0.50,1.00,0.46,0.00,1.04,0.00,0.05,2.00,0.09,0.05,1.68,0.08,0.00
0.00,1.00,15.78,0.00,0.20,2.00,0.37,0.50,1.97,0.91,0.00,0.99,0.00,0.05,2.15,0.10,0.05,2.00,0.10,0.00
0.00,0.99,15.84,0.00,0.19,2.01,0.36,0.50,2.00,0.92,0.00,1.00,0.00,0.05,2.00,0.09,0.05,3.33,0.17,0.00
0.00,0.98,13.05,0.00,0.44,4.25,1.72,0.00,2.00,0.00,0.00,0.99,0.00,0.05,2.00,0.09,0.05,4.30,0.21,0.00
0.00,0.97,11.28,0.00,0.19,3.98,0.68,0.50,2.00,0.92,0.00,0.99,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.05,0.96,8.75,-0.42,0.18,2.50,0.42,0.50,1.50,0.69,0.00,0.99,0.00,0.05,1.96,0.09,0.05,1.98,0.10,0.00
0.00,1.00,8.75,0.00,0.20,2.00,0.37,0.50,1.00,0.46,0.00,0.97,0.00,0.05,1.50,0.07,0.05,1.98,0.10,0.00
-0.02,0.99,7.83,-0.15,0.44,2.00,0.82,0.00,0.99,0.00,0.00,1.00,0.00,0.05,1.50,0.07,0.05,1.98,0.10,0.00
-0.01,1.00,7.35,-0.07,0.45,2.00,0.83,0.00,1.00,0.00,0.00,1.00,0.00,0.05,1.78,0.08,0.05,1.98,0.10,0.00
-0.01,1.00,7.20,-0.07,0.45,2.00,0.83,0.00,1.00,0.00,0.00,1.50,0.00,0.05,1.52,0.07,0.05,1.54,0.08,0.00
-0.01,1.00,7.22,-0.07,0.45,2.00,0.83,0.00,1.00,0.00,0.00,1.60,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.01,1.00,8.21,-0.08,0.20,1.49,0.27,0.50,1.15,0.53,0.00,1.48,0.00,0.05,2.00,0.09,0.05,2.44,0.12,0.00
0.00,1.00,16.52,0.00,0.20,2.00,0.37,0.50,1.98,0.91,0.00,3.00,0.00,0.05,2.65,0.12,0.05,2.00,0.10,0.00
0.00,0.99,18.08,0.00,0.19,2.86,0.51,0.50,1.97,0.91,0.00,0.96,0.00,0.05,2.30,0.11,0.05,1.47,0.07,0.00
0.00,0.98,14.48,0.00,0.19,1.15,0.20,0.50,1.20,0.55,0.00,0.96,0.00,0.05,1.50,0.07,0.05,1.54,0.08,0.00
0.00,0.97,13.11,0.00,0.19,1.01,0.17,0.50,1.01,0.46,0.00,0.94,0.00,0.05,1.34,0.06,0.05,1.29,0.06,0.00
0.00,0.96,12.05,0.00,0.18,1.00,0.17,0.50,1.01,0.46,0.00,0.85,0.00,0.05,1.43,0.07,0.05,1.57,0.08,0.00
0.00,0.96,9.94,0.00,0.18,0.99,0.16,0.50,1.00,0.46,0.00,0.92,0.00,0.05,1.33,0.06,0.05,2.00,0.10,0.00
-0.07,0.95,8.79,-0.59,0.17,0.82,0.13,0.50,1.00,0.46,0.00,0.85,0.00,0.05,1.33,0.06,0.05,2.00,0.10,0.00
0.00,1.00,11.87,0.00,0.20,1.00,0.18,0.50,1.00,0.46,0.00,0.74,0.00,0.05,1.33,0.06,0.05,1.99,0.10,0.00
-0.02,0.99,9.60,-0.19,0.19,0.99,0.18,0.50,1.00,0.46,0.00,0.74,0.00,0.05,1.43,0.07,0.05,1.49,0.07,0.00
-0.01,1.00,9.32,-0.09,0.20,1.01,0.19,0.50,1.01,0.46,0.00,0.96,0.00,0.05,1.34,0.06,0.05,1.47,0.07,0.00
-0.01,1.00,9.98,-0.10,0.20,1.00,0.18,0.50,1.00,0.46,0.00,0.96,0.00,0.05,1.33,0.06,0.05,1.48,0.07,0.00
-0.01,1.00,10.49,-0.10,0.20,1.50,0.28,0.50,1.50,0.69,0.00,0.96,0.00,0.05,2.15,0.10,0.05,2.00,0.10,0.00
-0.01,1.00,10.83,-0.11,0.20,1.15,0.21,0.50,1.20,0.55,0.00,1.50,0.00,0.05,2.00,0.09,0.05,1.68,0.08,0.00
-0.01,1.00,14.12,-0.14,0.20,2.01,0.37,0.50,1.97,0.91,0.00,1.01,0.00,0.05,2.30,0.11,0.05,1.48,0.07,0.00
0.00,1.00,17.33,0.00,0.20,3.00,0.55,0.50,2.00,0.92,0.00,1.01,0.00,0.05,2.00,0.09,0.05,2.22,0.11,0.00
0.00,0.99,14.27,0.00,0.19,5.95,1.07,0.50,3.71,1.71,0.00,1.01,0.00,0.05,2.96,0.14,0.05,3.97,0.20,0.00
0.00,0.98,12.25,0.00,0.44,5.47,2.22,0.00,2.00,0.00,0.00,1.01,0.00,0.05,2.97,0.14,0.05,2.71,0.14,0.00
-0.04,0.97,10.65,-0.41,0.19,2.82,0.48,0.50,1.50,0.69,0.00,1.00,0.00,0.05,2.00,0.09,0.05,1.80,0.09,0.00
-0.01,1.00,10.09,-0.10,0.20,1.50,0.28,0.50,1.00,0.46,0.00,0.96,0.00,0.05,1.50,0.07,0.05,1.98,0.10,0.00
0.00,1.00,11.23,0.00,0.20,1.49,0.27,0.50,1.00,0.46,0.00,1.01,0.00,0.05,1.49,0.07,0.05,1.98,0.10,0.00
-0.02,0.99,9.29,-0.18,0.19,1.15,0.21,0.50,1.00,0.46,0.00,1.01,0.00,0.05,1.99,0.09,0.05,1.98,0.10,0.00
-0.01,1.00,9.08,-0.09,0.20,1.15,0.21,0.50,1.00,0.46,0.00,1.50,0.00,0.05,1.70,0.08,0.05,1.72,0.09,0.00
-0.01,1.00,10.54,-0.10,0.20,1.56,0.29,0.50,1.00,0.46,0.00,1.50,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.01,1.00,10.49,-0.10,0.20,1.49,0.27,0.50,1.01,0.46,0.00,1.75,0.00,0.05,2.56,0.12,0.05,2.58,0.13,0.00
-0.01,1.00,23.35,-0.18,0.00,3.00,0.00,0.50,2.00,0.92,0.10,6.00,0.55,0.05,6.59,0.30,0.05,2.22,0.11,0.00
0.00,1.00,51.22,0.00,0.20,25.60,4.70,0.50,22.22,10.21,0.00,2.72,0.00,0.05,22.55,1.04,0.05,6.22,0.31,0.00
0.00,0.99,41.74,0.00,0.44,15.71,6.43,0.00,3.48,0.00,0.00,2.72,0.00,0.05,3.00,0.14,0.05,2.50,0.12,0.00
0.51,0.98,45.96,21.53,0.44,8.34,3.38,0.00,3.55,0.00,0.00,3.00,0.00,0.05,3.43,0.16,0.05,3.81,0.19,0.00
0.33,0.46,42.66,13.14,0.00,5.00,0.00,0.36,2.53,0.84,0.00,2.72,0.00,0.05,2.86,0.13,0.05,2.03,0.10,0.00
0.00,0.12,29.44,0.00,0.00,6.00,0.00,0.02,3.51,0.08,0.00,3.14,0.00,0.05,3.84,0.18,0.05,2.00,0.10,0.00
-0.95,0.12,23.69,-22.45,0.00,3.49,0.00,0.02,2.49,0.05,0.00,2.72,0.00,0.05,2.82,0.13,0.05,1.73,0.09,0.00
0.00,1.00,26.62,0.00,0.20,0.95,0.17,0.50,1.00,0.46,0.00,0.83,0.00,0.05,1.49,0.07,0.05,0.94,0.05,0.00
0.00,0.99,24.52,0.00,0.19,0.94,0.17,0.50,1.00,0.46,0.00,0.83,0.00,0.05,1.47,0.07,0.05,0.86,0.04,0.00
-0.03,0.98,23.98,-0.70,0.19,1.00,0.18,0.50,1.00,0.46,0.00,1.17,0.00,0.05,1.33,0.06,0.05,0.57,0.03,0.00
-0.01,1.00,25.29,-0.25,0.20,0.94,0.17,0.50,1.00,0.46,0.00,1.17,0.00,0.05,1.33,0.06,0.05,0.49,0.02,0.00
-0.01,1.00,26.83,-0.21,0.00,1.50,0.00,0.50,1.50,0.69,0.10,3.14,0.29,0.05,2.56,0.12,0.05,0.68,0.03,0.00
0.00,1.00,29.26,0.00,0.00,1.99,0.00,0.00,1.99,0.00,0.22,8.60,1.78,0.05,2.68,0.12,0.05,1.37,0.07,0.00
0.00,1.00,37.98,0.00,0.20,3.76,0.68,0.50,2.76,1.27,0.00,3.14,0.00,0.05,2.99,0.14,0.05,2.00,0.10,0.00
0.26,0.99,36.77,8.70,0.19,10.00,1.77,0.50,8.00,3.68,0.00,8.38,0.00,0.05,7.48,0.34,0.05,4.36,0.22,0.00
0.00,0.72,19.61,0.00,0.31,16.23,4.62,0.00,2.00,0.00,0.00,3.14,0.00,0.05,2.48,0.11,0.05,2.48,0.12,0.00
0.00,0.71,15.49,0.00,0.31,8.51,2.40,0.00,2.00,0.00,0.00,1.23,0.00,0.05,2.29,0.11,0.05,2.00,0.10,0.00
0.00,0.71,13.71,0.00,0.30,3.75,1.05,0.00,1.50,0.00,0.00,1.00,0.00,0.05,2.00,0.09,0.05,1.99,0.10,0.00
0.00,0.70,13.80,0.00,0.05,1.38,0.06,0.50,1.00,0.46,0.00,0.96,0.00,0.05,1.99,0.09,0.05,2.00,0.10,0.00
0.00,0.70,12.26,0.00,0.05,1.01,0.04,0.50,1.00,0.46,0.00,1.01,0.00,0.05,2.29,0.11,0.05,2.00,0.10,0.00
0.00,0.69,9.85,0.00,0.04,1.00,0.04,0.50,1.00,0.46,0.00,1.01,0.00,0.05,2.00,0.09,0.05,1.98,0.10,0.00
-0.35,0.68,8.94,-3.12,0.04,1.00,0.04,0.50,1.00,0.46,0.00,1.68,0.00,0.05,1.80,0.08,0.05,1.25,0.06,0.00
-0.01,1.00,8.65,-0.09,0.20,1.35,0.25,0.50,1.00,0.46,0.00,1.68,0.00,0.05,2.00,0.09,0.05,1.52,0.08,0.00
-0.01,1.00,8.98,-0.09,0.20,1.01,0.19,0.50,1.01,0.46,0.00,1.75,0.00,0.05,2.00,0.09,0.05,2.02,0.10,0.00
0.00,1.00,19.74,0.00,0.20,2.80,0.51,0.50,1.80,0.83,0.00,3.45,0.00,0.05,4.01,0.18,0.05,2.70,0.13,0.00
0.89,0.99,36.84,30.10,0.11,9.11,0.93,0.00,7.89,0.00,0.00,1.94,0.00,0.00,8.41,0.00,0.05,2.22,0.11,0.00
0.00,0.10,18.82,0.00,0.00,1.65,0.00,0.00,1.65,0.00,0.00,1.23,0.00,0.05,1.98,0.09,0.05,1.48,0.07,0.00
0.00,0.10,14.77,0.00,0.00,1.45,0.00,0.00,1.50,0.00,0.00,1.20,0.00,0.05,1.50,0.07,0.05,1.25,0.06,0.00
-0.00,0.10,12.25,-0.00,0.00,0.99,0.00,0.00,1.29,0.00,0.00,0.94,0.00,0.05,1.62,0.07,0.05,1.25,0.06,0.00
-0.54,0.10,9.77,-5.28,0.00,0.99,0.00,0.00,1.00,0.00,0.00,0.97,0.00,0.05,1.33,0.06,0.05,1.49,0.07,0.00
-0.01,0.60,9.55,-0.05,0.00,0.19,0.00,0.50,1.00,0.46,0.00,0.96,0.00,0.05,1.33,0.06,0.05,1.80,0.09,0.00
-0.44,0.60,9.15,-4.00,0.00,0.85,0.00,0.50,1.00,0.46,0.00,0.76,0.00,0.05,1.33,0.06,0.05,1.99,0.10,0.00
-0.01,1.00,9.58,-0.09,0.20,0.82,0.15,0.50,1.00,0.46,0.00,0.76,0.00,0.05,1.33,0.06,0.05,1.49,0.07,0.00
-0.01,1.00,10.69,-0.11,0.20,1.00,0.18,0.50,1.00,0.46,0.00,0.99,0.00,0.05,1.33,0.06,0.05,1.47,0.07,0.00
-0.01,1.00,10.80,-0.11,0.20,0.99,0.18,0.50,1.00,0.46,0.00,0.99,0.00,0.05,1.33,0.06,0.05,1.48,0.07,0.00
-0.01,1.00,11.32,-0.11,0.20,1.00,0.18,0.50,1.00,0.46,0.00,0.99,0.00,0.05,1.79,0.08,0.05,1.31,0.07,0.00
0.00,1.00,15.12,0.00,0.20,1.31,0.24,0.50,1.31,0.60,0.00,1.01,0.00,0.05,2.00,0.09,0.05,1.68,0.08,0.00
0.00,0.99,23.41,0.00,0.19,2.00,0.36,0.50,1.97,0.91,0.00,0.99,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,0.98,21.87,0.00,0.19,2.50,0.44,0.50,1.97,0.91,0.00,1.04,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,0.97,12.30,0.00,0.19,3.10,0.53,0.50,2.00,0.92,0.00,1.20,0.00,0.05,2.00,0.09,0.05,2.48,0.12,0.00
-0.05,0.96,9.67,-0.47,0.18,2.67,0.45,0.50,1.67,0.77,0.00,1.17,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,1.00,10.31,0.00,0.20,2.00,0.37,0.50,1.00,0.46,0.00,1.10,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,0.99,9.69,0.00,0.19,1.00,0.18,0.50,0.99,0.46,0.00,1.00,0.00,0.05,1.98,0.09,0.05,2.00,0.10,0.00
