BattSchedule_MW,SOC_percent,EnergyPriceDA_$perMWh,EnergyProfit_$,ecrsCapacity,ecrsPrice_$perMW,ecrsRev_$,rrsCapacity,rrsPrice_$perMW,rrsRev_$,non_spinCapacity,non_spinPrice_$perMW,non_spinRev_$,reg_upCapacity,reg_upPrice_$perMW,reg_upRev_$,reg_downCapacity,reg_downPrice_$perMW,reg_downRev_$,CapacityObligation
0.00,0.69,24.46,0.00,0.00,0.88,0.00,0.50,1.00,0.46,0.45,1.01,0.42,0.05,1.45,0.07,0.05,0.21,0.01,0.00
-0.76,0.69,24.32,-18.48,0.00,0.94,0.00,0.50,1.00,0.46,0.45,1.01,0.42,0.05,1.33,0.06,0.05,0.36,0.02,0.00
0.00,0.86,26.19,0.00,0.00,0.94,0.00,0.45,1.00,0.41,0.50,1.04,0.48,0.05,2.69,0.12,0.05,0.70,0.03,0.00
0.00,0.86,29.02,0.00,0.00,0.87,0.00,0.45,1.00,0.41,0.50,1.12,0.51,0.05,3.54,0.16,0.05,1.50,0.07,0.00
1.00,0.85,44.31,40.74,0.00,4.99,0.00,0.00,2.00,0.00,-0.00,9.15,-0.00,0.00,3.78,0.00,0.05,1.80,0.09,0.00
1.00,0.60,47.61,43.77,0.00,6.21,0.00,0.00,2.00,0.00,-0.00,13.65,-0.00,0.00,2.98,0.00,0.05,2.63,0.13,0.00
0.49,0.35,35.30,15.99,0.50,15.62,7.18,0.00,2.00,0.00,0.01,9.20,0.06,0.00,2.00,0.00,0.05,4.98,0.25,0.00
0.00,0.23,24.90,0.00,0.26,9.00,2.13,0.00,2.00,0.00,0.00,2.72,0.00,0.05,2.89,0.13,0.05,2.00,0.10,0.00
0.00,0.23,20.32,0.00,0.01,2.50,0.01,0.50,1.50,0.69,0.00,1.45,0.00,0.05,2.00,0.09,0.05,1.25,0.06,0.00
0.00,0.23,19.18,0.00,0.00,1.70,0.00,0.50,1.50,0.69,0.00,1.50,0.00,0.05,2.10,0.10,0.05,1.25,0.06,0.00
-0.95,0.23,17.02,-16.12,0.00,1.40,0.00,0.50,1.40,0.64,0.00,1.48,0.00,0.05,1.98,0.09,0.05,0.13,0.01,0.00
-0.56,0.44,16.65,-9.35,0.44,1.28,0.51,0.50,1.28,0.59,0.00,1.48,0.00,0.05,1.97,0.09,0.05,1.25,0.06,0.00
-0.95,0.57,15.58,-14.76,0.21,1.15,0.22,0.50,1.15,0.53,0.24,1.50,0.33,0.05,1.62,0.07,0.05,1.25,0.06,0.00
-0.95,0.78,15.38,-14.57,0.00,1.20,0.00,0.45,1.20,0.50,0.50,1.50,0.69,0.05,1.72,0.08,0.05,1.25,0.06,0.00
-0.00,1.00,19.65,-0.07,0.00,1.70,0.00,0.45,1.70,0.70,0.50,2.04,0.94,0.05,4.99,0.23,0.05,0.22,0.01,0.00
1.00,1.00,45.00,41.37,0.00,7.99,0.00,0.00,5.00,0.00,0.00,5.09,0.00,-0.00,15.00,-0.00,0.05,2.24,0.11,0.00
1.00,0.75,36.03,33.12,0.00,3.00,0.00,0.00,2.00,0.00,-0.00,3.00,-0.00,0.00,2.50,0.00,0.05,1.13,0.06,0.00
1.00,0.50,30.58,28.11,0.00,2.00,0.00,0.00,1.50,0.00,-0.00,2.72,-0.00,0.00,2.00,0.00,0.05,0.73,0.04,0.00
0.08,0.25,26.30,1.93,0.05,2.00,0.08,0.50,1.50,0.69,0.00,2.72,0.00,0.05,1.83,0.08,0.05,0.09,0.00,0.00
0.00,0.23,22.41,0.00,0.00,1.49,0.00,0.50,1.49,0.68,0.00,2.00,0.00,0.05,2.00,0.09,0.05,0.32,0.02,0.00
-0.02,0.23,18.79,-0.46,0.00,0.95,0.00,0.50,1.01,0.46,0.00,0.99,0.00,0.05,1.34,0.06,0.05,1.49,0.07,0.00
-0.95,0.23,17.17,-16.26,0.01,0.94,0.01,0.50,1.00,0.46,0.00,0.99,0.00,0.05,1.33,0.06,0.05,1.53,0.08,0.00
-0.95,0.45,17.95,-17.01,0.44,0.81,0.33,0.50,1.00,0.46,0.00,0.82,0.00,0.05,1.33,0.06,0.05,1.51,0.08,0.00
-0.95,0.66,17.75,-16.81,0.45,0.88,0.36,0.50,1.00,0.46,0.00,0.82,0.00,0.05,1.33,0.06,0.05,1.49,0.07,0.00
0.00,0.88,18.14,0.00,0.00,0.88,0.00,0.50,1.00,0.46,0.45,0.99,0.41,0.05,1.45,0.07,0.05,1.25,0.06,0.00
0.00,0.87,19.30,0.00,0.00,0.94,0.00,0.50,1.00,0.46,0.45,0.99,0.41,0.05,1.46,0.07,0.05,1.25,0.06,0.00
0.00,0.87,20.04,0.00,0.00,0.94,0.00,0.50,1.00,0.46,0.45,0.99,0.41,0.05,2.39,0.11,0.05,1.25,0.06,0.00
0.00,0.87,22.14,0.00,0.00,0.87,0.00,0.45,1.00,0.41,0.50,1.17,0.54,0.05,4.99,0.23,0.05,1.62,0.08,0.00
1.00,0.86,30.04,27.62,0.00,2.04,0.00,0.00,2.00,0.00,0.00,2.04,0.00,0.00,3.98,0.00,0.05,2.00,0.10,0.00
1.00,0.61,28.23,25.96,0.00,3.00,0.00,0.00,2.00,0.00,0.00,2.14,0.00,0.00,2.33,0.00,0.05,2.25,0.11,0.00
0.00,0.36,21.23,0.00,0.50,5.49,2.52,0.06,2.00,0.11,0.00,2.15,0.00,0.05,3.19,0.15,0.05,11.34,0.57,0.00
0.00,0.36,18.37,0.00,0.27,3.88,0.97,0.50,2.00,0.92,0.00,2.00,0.00,0.05,2.33,0.11,0.05,2.69,0.13,0.00
0.00,0.36,16.64,0.00,0.27,2.68,0.66,0.50,1.50,0.69,0.00,1.45,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,0.36,14.95,0.00,0.26,2.00,0.48,0.50,1.50,0.69,0.00,1.48,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.95,0.35,11.74,-11.12,0.26,1.95,0.46,0.50,1.50,0.69,0.00,1.48,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.95,0.57,10.22,-9.68,0.50,1.55,0.71,0.45,1.47,0.61,0.00,1.48,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.95,0.79,10.13,-9.60,0.50,1.96,0.90,0.02,1.40,0.02,0.43,1.50,0.59,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.02,1.00,12.94,-0.20,0.00,1.40,0.00,0.45,1.40,0.58,0.50,1.45,0.67,0.05,2.25,0.10,0.05,2.00,0.10,0.00
0.00,1.00,16.68,0.00,0.50,2.00,0.92,0.00,1.50,0.00,0.45,1.70,0.70,0.05,3.58,0.16,0.05,2.00,0.10,0.00
0.95,1.00,29.00,25.33,0.00,6.00,0.00,0.00,5.00,0.00,0.00,2.00,0.00,0.05,7.90,0.36,0.05,4.16,0.21,0.00
1.00,0.76,24.38,22.34,0.00,2.00,0.00,0.00,1.67,0.00,0.00,1.17,0.00,0.00,2.00,0.01,0.05,1.59,0.08,0.00
0.00,0.51,20.67,0.00,0.50,1.95,0.90,0.45,1.50,0.62,0.00,1.17,0.00,0.05,2.00,0.09,0.05,1.54,0.08,0.00
0.00,0.51,21.07,0.00,0.50,1.95,0.90,0.45,1.50,0.62,0.00,1.15,0.00,0.05,1.83,0.08,0.05,1.56,0.08,0.00
0.00,0.50,19.62,0.00,0.50,1.28,0.59,0.45,1.28,0.53,0.00,0.99,0.00,0.05,1.80,0.08,0.05,2.00,0.10,0.00
0.00,0.50,18.56,0.00,0.45,0.95,0.39,0.50,1.00,0.46,0.00,0.94,0.00,0.05,1.15,0.05,0.05,2.00,0.10,0.00
0.00,0.49,18.07,0.00,0.36,0.94,0.31,0.50,1.00,0.46,0.09,0.94,0.08,0.05,1.33,0.06,0.05,2.00,0.10,0.00
0.00,0.49,16.50,0.00,0.45,0.88,0.36,0.50,1.00,0.46,0.00,0.81,0.00,0.05,1.49,0.07,0.05,4.98,0.25,0.00
-0.95,0.49,16.04,-15.20,0.45,0.94,0.39,0.50,1.00,0.46,0.00,0.81,0.00,0.05,1.47,0.07,0.05,2.00,0.10,0.00
-0.95,0.70,15.83,-14.99,0.00,0.94,0.00,0.50,1.00,0.46,0.45,0.98,0.41,0.05,1.60,0.07,0.05,4.98,0.25,0.00
0.00,0.92,16.45,0.00,0.00,0.95,0.00,0.50,1.00,0.46,0.45,0.98,0.41,0.05,1.55,0.07,0.05,4.98,0.25,0.00
0.00,0.91,18.37,0.00,0.45,1.00,0.41,0.50,1.00,0.46,0.00,0.98,0.00,0.05,2.39,0.11,0.05,2.00,0.10,0.00
0.00,0.91,22.11,0.00,0.00,0.90,0.00,0.45,1.01,0.42,0.50,1.12,0.51,0.05,2.52,0.12,0.05,1.56,0.08,0.00
1.00,0.91,28.35,26.07,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.15,0.00,-0.00,2.99,-0.00,0.05,1.25,0.06,0.00
1.00,0.66,28.24,25.96,-0.00,2.49,-0.00,0.00,1.97,0.00,0.00,2.25,0.00,0.00,2.00,0.00,0.05,2.00,0.10,0.00
0.22,0.41,20.91,4.21,0.50,4.88,2.24,0.23,2.00,0.43,0.00,2.72,0.00,0.05,2.00,0.09,0.05,3.50,0.17,0.00
0.00,0.35,18.03,0.00,0.50,3.92,1.80,0.00,1.67,0.00,0.00,2.25,0.00,0.05,2.00,0.09,0.05,3.14,0.16,0.00
0.00,0.35,16.81,0.00,0.24,2.47,0.56,0.50,1.47,0.68,0.00,1.17,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,0.35,15.00,0.00,0.24,1.96,0.43,0.50,1.40,0.64,0.00,1.17,0.00,0.05,1.98,0.09,0.05,2.00,0.10,0.00
-0.01,0.34,10.83,-0.06,0.24,1.75,0.38,0.50,1.40,0.64,0.00,1.15,0.00,0.05,2.00,0.09,0.05,1.98,0.10,0.00
-0.95,0.34,8.24,-7.81,0.23,1.38,0.29,0.50,1.38,0.63,0.00,1.15,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-1.00,0.56,6.95,-6.93,0.50,1.53,0.70,0.45,1.40,0.58,0.00,1.23,0.00,0.05,1.98,0.09,-0.00,2.00,-0.00,0.00
-0.95,0.78,10.04,-9.51,0.45,1.25,0.52,0.50,1.25,0.57,0.00,1.23,0.00,0.05,2.10,0.10,0.05,2.00,0.10,0.00
-0.02,1.00,18.30,-0.29,0.00,1.65,0.00,0.45,1.65,0.68,0.50,2.00,0.92,0.05,3.65,0.17,0.05,4.49,0.22,0.00
0.95,1.00,40.12,35.04,0.00,4.18,0.00,0.00,3.18,0.00,0.00,4.18,0.00,0.05,6.72,0.31,0.05,2.87,0.14,0.00
0.00,0.76,36.46,0.00,0.50,2.00,0.92,0.05,1.97,0.09,0.40,2.00,0.73,0.05,2.30,0.11,0.05,1.55,0.08,0.00
0.00,0.76,33.81,0.00,0.50,1.96,0.90,0.06,1.50,0.08,0.39,2.72,0.98,0.05,1.83,0.08,0.05,1.43,0.07,0.00
0.00,0.75,34.16,0.00,0.50,1.94,0.89,0.06,1.25,0.07,0.39,2.72,0.97,0.05,1.25,0.06,0.05,1.25,0.06,0.00
0.00,0.75,32.30,0.00,0.50,2.00,0.92,0.45,1.49,0.62,0.00,1.48,0.00,0.05,1.82,0.08,0.05,1.25,0.06,0.00
0.00,0.74,32.08,0.00,0.50,1.00,0.46,0.45,1.00,0.41,0.00,0.97,0.00,0.05,1.47,0.07,0.05,2.00,0.10,0.00
0.00,0.74,30.71,0.00,0.45,1.00,0.41,0.50,1.00,0.46,0.00,0.93,0.00,0.05,1.80,0.08,0.05,1.25,0.06,0.00
0.00,0.74,30.03,0.00,0.45,0.94,0.39,0.50,1.00,0.46,0.00,0.40,0.00,0.05,1.80,0.08,0.05,1.25,0.06,0.00
0.00,0.73,27.45,0.00,0.45,0.94,0.39,0.50,1.00,0.46,0.00,0.40,0.00,0.05,1.76,0.08,0.05,1.25,0.06,0.00
-0.22,0.73,27.10,-5.83,0.00,0.95,0.00,0.50,1.00,0.46,0.45,0.96,0.40,0.05,1.80,0.08,0.05,0.50,0.02,0.00
0.00,0.78,28.57,0.00,0.00,0.95,0.00,0.50,1.00,0.46,0.45,0.96,0.40,0.05,1.80,0.08,0.05,0.61,0.03,0.00
0.00,0.77,30.08,0.00,0.45,1.00,0.41,0.50,1.00,0.46,0.00,0.97,0.00,0.05,2.15,0.10,0.05,1.25,0.06,0.00
0.00,0.77,35.11,0.00,0.00,0.87,0.00,0.45,1.01,0.42,0.50,1.50,0.69,0.05,2.69,0.12,0.05,1.41,0.07,0.00
1.00,0.77,47.49,43.67,0.00,3.09,0.00,0.00,2.00,0.00,-0.00,7.49,-0.00,0.00,2.45,0.00,0.05,1.95,0.10,0.00
1.00,0.52,50.29,46.24,0.00,5.00,0.00,0.00,2.00,0.00,-0.00,10.30,-0.00,0.00,2.00,0.00,0.05,2.00,0.10,0.00
0.66,0.27,33.47,20.33,0.34,12.42,3.88,0.00,4.00,0.00,0.00,6.56,0.00,0.00,2.00,0.00,0.05,4.65,0.23,0.00
-0.00,0.10,19.96,-0.00,0.00,3.03,0.00,0.00,1.50,0.00,0.00,2.60,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.15,0.10,18.60,-2.78,0.00,2.00,0.00,0.00,1.30,0.00,0.00,1.00,0.00,0.05,1.98,0.09,0.05,1.98,0.10,0.00
0.00,0.13,18.17,0.00,0.00,1.94,0.00,0.14,1.30,0.16,0.00,1.11,0.00,0.05,1.98,0.09,0.05,1.98,0.10,0.00
-0.95,0.13,15.39,-14.58,0.00,1.38,0.00,0.14,1.30,0.16,0.00,1.00,0.00,0.05,1.88,0.09,0.05,1.78,0.09,0.00
-0.95,0.35,14.75,-13.97,0.26,1.05,0.25,0.50,1.05,0.48,0.00,1.00,0.00,0.05,1.98,0.09,0.05,1.57,0.08,0.00
-0.95,0.57,14.07,-13.33,0.50,1.19,0.55,0.45,1.12,0.46,0.00,1.12,0.00,0.05,1.70,0.08,0.05,2.00,0.10,0.00
-0.95,0.78,14.47,-13.71,0.00,1.01,0.00,0.45,1.01,0.42,0.50,1.11,0.51,0.05,2.25,0.10,0.05,2.29,0.11,0.00
-0.02,1.00,19.49,-0.30,0.45,1.50,0.62,0.50,1.50,0.69,0.00,1.23,0.00,0.05,3.85,0.18,0.05,2.00,0.10,0.00
0.00,1.00,36.81,0.00,0.50,8.81,4.05,0.45,5.00,2.07,0.00,4.60,0.00,0.05,9.30,0.43,0.05,2.79,0.14,0.00
0.00,1.00,34.79,0.00,0.50,3.09,1.42,0.00,2.00,0.00,0.50,3.09,1.42,-0.00,2.33,-0.00,0.05,1.92,0.10,0.00
1.00,0.99,37.13,34.14,0.00,2.00,0.00,0.00,1.50,0.00,-0.00,3.02,-0.00,0.00,1.83,0.00,0.05,1.39,0.07,0.00
1.00,0.74,36.83,33.86,0.00,1.96,0.00,0.00,1.01,0.00,-0.00,3.60,-0.00,0.00,1.25,0.00,0.05,1.54,0.08,0.00
0.00,0.49,30.84,0.00,0.50,2.00,0.92,0.41,1.01,0.38,0.04,2.60,0.09,0.05,1.34,0.06,0.05,1.57,0.08,0.00
0.00,0.49,29.88,0.00,0.50,1.00,0.46,0.45,1.00,0.41,0.00,0.96,0.00,0.05,1.47,0.07,0.05,2.00,0.10,0.00
0.00,0.48,27.43,0.00,0.45,1.00,0.41,0.50,1.00,0.46,0.00,0.92,0.00,0.05,1.51,0.07,0.05,1.53,0.08,0.00
0.73,0.48,33.24,22.28,0.22,1.00,0.20,0.00,1.00,0.00,0.00,0.92,0.00,0.05,1.49,0.07,0.05,1.25,0.06,0.00
0.30,0.30,32.53,9.12,0.15,1.00,0.13,0.50,1.00,0.46,0.00,0.92,0.00,0.05,1.47,0.07,0.05,1.25,0.06,0.00
0.47,0.22,31.90,13.85,0.00,1.00,0.00,0.48,1.00,0.44,0.00,1.23,0.00,0.05,1.50,0.07,0.05,1.25,0.06,0.00
0.00,0.10,26.55,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.11,0.00,0.05,1.50,0.07,0.05,1.48,0.07,0.00
0.00,0.10,27.18,0.00,0.00,1.01,0.00,0.00,1.01,0.00,0.00,1.15,0.00,0.05,2.00,0.09,0.05,1.48,0.07,0.00
0.00,0.10,25.11,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.25,0.00,0.05,2.89,0.13,0.05,2.00,0.10,0.00
0.00,0.10,22.45,0.00,0.00,2.86,0.00,0.00,1.86,0.00,0.00,2.72,0.00,0.05,2.99,0.14,0.05,2.64,0.13,0.00
0.00,0.10,21.71,0.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,2.72,0.00,0.05,2.33,0.11,0.05,2.49,0.12,0.00
0.00,0.10,18.60,0.00,0.00,7.46,0.00,0.00,2.00,0.00,0.00,2.25,0.00,0.05,2.33,0.11,0.05,5.41,0.27,0.00
0.00,0.10,14.51,0.00,0.00,6.80,0.00,0.00,2.00,0.00,0.00,2.25,0.00,0.05,3.80,0.17,0.05,2.50,0.12,0.00
-0.00,0.10,10.14,-0.00,0.00,2.60,0.00,0.00,1.60,0.00,0.00,1.23,0.00,0.05,2.45,0.11,0.05,2.36,0.12,0.00
-0.00,0.10,4.87,-0.00,0.00,2.00,0.00,0.00,1.50,0.00,0.00,1.17,0.00,0.05,2.00,0.09,0.05,1.98,0.10,0.00
-0.95,0.10,1.98,-1.88,0.00,1.96,0.00,0.00,1.50,0.00,0.00,1.17,0.00,0.05,2.51,0.12,0.05,1.98,0.10,0.00
-1.00,0.32,-0.07,0.07,0.18,1.50,0.25,0.50,1.50,0.69,0.00,1.17,0.00,0.05,2.89,0.13,0.00,1.57,0.00,0.00
-1.00,0.55,-0.63,0.63,0.50,1.95,0.90,0.45,1.50,0.62,0.00,1.23,0.00,0.05,2.01,0.09,-0.00,1.57,-0.00,0.00
-1.00,0.77,0.10,-0.10,0.45,1.30,0.54,0.50,1.30,0.60,0.00,1.23,0.00,0.05,2.98,0.14,0.00,1.98,0.00,0.00
-0.02,1.00,2.39,-0.04,0.50,1.96,0.90,0.45,1.50,0.62,0.00,1.50,0.00,0.05,9.22,0.42,0.05,2.00,0.10,0.00
0.00,1.00,9.19,0.00,0.50,2.01,0.92,0.00,1.71,0.00,0.45,2.00,0.83,0.05,7.98,0.37,0.05,1.25,0.06,0.00
1.00,1.00,13.55,12.46,0.00,2.00,0.00,0.00,1.50,0.00,0.00,1.23,0.00,-0.00,1.98,-0.00,0.05,1.25,0.06,0.00
1.00,0.75,12.69,11.67,0.00,1.94,0.00,0.00,1.20,0.00,0.00,1.17,0.00,0.00,1.20,0.00,0.05,1.25,0.06,0.00
0.50,0.50,11.80,5.42,0.50,1.50,0.69,0.00,1.01,0.00,0.00,1.15,0.00,0.00,1.00,0.00,0.05,1.56,0.08,0.00
1.00,0.37,12.75,11.72,0.00,1.15,0.00,0.00,1.01,0.00,0.00,1.12,0.00,-0.00,1.55,-0.00,0.05,5.41,0.27,0.00
0.00,0.12,6.70,0.00,0.00,1.00,0.00,0.07,1.00,0.07,0.00,0.95,0.00,0.05,1.47,0.07,0.05,4.98,0.25,0.00
-0.46,0.12,4.77,-2.21,0.00,1.00,0.00,0.07,1.00,0.07,0.00,0.91,0.00,0.05,1.51,0.07,0.05,4.98,0.25,0.00
