BattSchedule_MW,SOC_percent,EnergyPriceDA_$perMWh,EnergyProfit_$,ecrsCapacity,ecrsPrice_$perMW,ecrsRev_$,rrsCapacity,rrsPrice_$perMW,rrsRev_$,non_spinCapacity,non_spinPrice_$perMW,non_spinRev_$,reg_upCapacity,reg_upPrice_$perMW,reg_upRev_$,reg_downCapacity,reg_downPrice_$perMW,reg_downRev_$,CapacityObligation
1.00,0.62,48.08,44.21,0.00,10.91,0.00,0.00,9.41,0.00,-0.00,10.91,-0.00,0.00,9.41,0.00,0.05,4.98,0.25,0.00
0.15,0.37,30.67,4.34,0.30,4.70,1.28,0.50,3.70,1.70,0.00,3.70,0.00,0.05,3.70,0.17,0.05,3.39,0.17,0.00
0.34,0.33,29.36,9.26,0.00,0.06,0.00,0.50,1.00,0.46,0.11,1.00,0.10,0.05,1.49,0.07,0.05,0.88,0.04,0.00
0.00,0.24,26.98,0.00,0.00,0.06,0.00,0.50,1.00,0.46,0.02,1.00,0.02,0.05,1.47,0.07,0.05,0.50,0.02,0.00
-0.09,0.24,21.64,-1.91,0.04,0.82,0.03,0.50,1.00,0.46,0.00,1.00,0.00,0.05,1.25,0.06,0.05,0.49,0.02,0.00
-0.95,0.26,21.15,-20.04,0.07,0.82,0.06,0.50,1.00,0.46,0.00,1.00,0.00,0.05,1.60,0.07,0.05,0.49,0.02,0.00
0.00,0.48,21.53,0.00,0.50,2.72,1.25,0.43,1.30,0.51,0.02,2.72,0.06,0.05,2.30,0.11,0.05,0.49,0.02,0.00
0.00,0.48,21.10,0.00,0.50,5.15,2.37,0.43,3.15,1.25,0.02,5.15,0.08,0.05,3.70,0.17,0.05,1.78,0.09,0.00
0.00,0.47,28.07,0.00,0.50,28.50,13.10,0.50,27.50,12.64,0.00,28.50,0.00,-0.00,25.00,-0.00,0.05,4.98,0.25,0.00
1.00,0.47,47.03,43.12,0.00,21.23,0.05,0.00,19.96,0.00,0.00,20.19,0.00,0.00,16.46,0.00,0.05,3.96,0.20,0.00
0.47,0.22,29.79,12.94,0.00,10.97,0.00,0.48,9.46,4.15,0.00,9.97,0.00,0.05,8.97,0.41,0.05,7.21,0.36,0.00
-0.00,0.10,12.35,-0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.05,2.50,0.11,0.05,1.44,0.07,0.00
-0.00,0.10,7.87,-0.00,0.00,1.50,0.00,0.00,1.50,0.00,0.00,2.00,0.00,0.05,2.29,0.11,0.05,1.49,0.07,0.00
-0.95,0.10,5.40,-5.11,0.00,1.65,0.00,0.00,1.65,0.00,0.00,1.96,0.00,0.05,2.29,0.11,0.05,1.73,0.09,0.00
-0.58,0.32,5.39,-3.11,0.19,1.29,0.22,0.50,1.29,0.59,0.00,1.75,0.00,0.05,2.29,0.11,0.05,1.98,0.10,0.00
-0.95,0.45,5.13,-4.86,0.45,1.50,0.62,0.50,1.50,0.69,0.00,1.75,0.00,0.05,2.50,0.11,0.05,1.98,0.10,0.00
-0.95,0.67,5.12,-4.85,0.02,1.50,0.03,0.50,1.50,0.69,0.43,1.50,0.59,0.05,2.50,0.11,0.05,1.98,0.10,0.00
0.00,0.88,5.40,0.00,0.00,1.50,0.00,0.50,1.50,0.69,0.45,1.50,0.62,0.05,2.71,0.12,0.05,2.73,0.14,0.00
-0.49,0.88,5.20,-2.56,0.00,1.75,0.00,0.50,1.75,0.80,0.45,1.75,0.72,0.05,2.98,0.14,0.05,3.71,0.18,0.00
0.00,0.99,5.43,0.00,0.50,2.00,0.92,0.00,1.97,0.00,0.45,1.98,0.82,0.05,2.75,0.13,0.05,4.08,0.20,0.00
0.00,0.98,5.41,0.00,0.45,1.01,0.42,0.50,1.01,0.46,0.00,1.00,0.00,0.05,3.23,0.15,0.05,2.46,0.12,0.00
0.00,0.98,10.86,0.00,0.50,4.99,2.29,0.45,4.99,2.06,0.00,1.06,0.00,0.05,4.99,0.23,0.05,3.69,0.18,0.00
1.00,0.98,23.36,21.48,0.00,2.40,0.00,0.00,2.40,0.00,0.00,1.07,0.00,-0.00,2.40,-0.00,0.05,4.71,0.23,0.00
1.00,0.73,28.09,25.83,0.00,1.29,0.00,0.00,1.29,0.00,0.00,1.07,0.00,-0.00,1.79,-0.00,0.05,1.98,0.10,0.00
1.00,0.48,12.63,11.61,0.00,0.85,0.00,0.00,1.00,0.00,0.00,0.99,0.00,-0.00,1.47,-0.00,0.05,2.00,0.10,0.00
0.00,0.23,8.08,0.00,0.00,0.82,0.00,0.50,1.00,0.46,0.00,0.99,0.00,0.05,1.50,0.07,0.05,1.98,0.10,0.00
0.00,0.23,6.40,0.00,0.00,0.06,0.00,0.50,1.00,0.46,0.00,0.92,0.00,0.05,1.25,0.06,0.05,2.33,0.12,0.00
0.00,0.22,4.65,0.00,0.00,0.05,0.00,0.49,1.00,0.46,0.00,0.92,0.00,0.05,1.47,0.07,0.05,2.00,0.10,0.00
-0.47,0.22,2.28,-1.07,0.00,0.06,0.00,0.49,0.99,0.45,0.00,0.97,0.00,0.05,1.24,0.06,0.05,1.47,0.07,0.00
-1.00,0.33,-0.80,0.80,0.20,0.70,0.13,0.50,0.99,0.46,0.00,0.97,0.00,0.05,1.60,0.07,-0.00,1.48,-0.00,0.00
-1.00,0.56,-1.87,1.87,0.00,0.06,0.00,0.50,0.99,0.46,0.33,0.97,0.29,0.05,1.79,0.08,-0.00,1.00,-0.00,0.00
-0.95,0.78,0.34,-0.32,0.00,0.82,0.00,0.50,0.99,0.46,0.45,0.99,0.41,0.05,1.80,0.08,0.05,1.56,0.08,0.00
0.00,1.00,6.01,0.00,0.00,1.00,0.00,0.45,1.50,0.62,0.50,1.75,0.80,0.05,1.50,0.07,0.05,1.87,0.09,0.00
1.00,1.00,9.27,8.52,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,1.64,0.00,0.05,3.96,0.20,0.00
1.00,0.75,9.26,8.52,0.00,2.00,0.00,0.00,2.00,0.00,-0.00,2.00,-0.00,0.00,1.69,0.00,0.05,1.98,0.10,0.00
-0.33,0.50,3.21,-1.06,0.50,1.75,0.80,0.40,1.74,0.65,0.05,1.75,0.07,0.05,1.75,0.08,0.05,2.00,0.10,0.00
-0.95,0.57,2.30,-2.18,0.21,1.01,0.20,0.50,1.01,0.46,0.24,1.94,0.42,0.05,1.50,0.07,0.05,1.98,0.10,0.00
-0.95,0.78,2.65,-2.51,0.00,1.50,0.00,0.45,1.50,0.62,0.50,1.75,0.80,0.05,1.95,0.09,0.05,2.03,0.10,0.00
-0.02,1.00,4.02,-0.06,0.00,1.15,0.00,0.45,1.15,0.48,0.50,1.75,0.80,0.05,1.50,0.07,0.05,2.22,0.11,0.00
-0.02,1.00,5.09,-0.08,0.00,1.30,0.00,0.45,1.30,0.54,0.50,1.75,0.80,0.05,1.80,0.08,0.05,2.00,0.10,0.00
-0.02,1.00,7.07,-0.11,0.00,1.25,0.00,0.50,1.25,0.57,0.45,1.25,0.52,0.05,2.29,0.11,0.05,2.46,0.12,0.00
-0.02,1.00,8.63,-0.13,0.00,1.50,0.00,0.50,1.50,0.69,0.45,1.50,0.62,0.05,2.98,0.14,0.05,2.22,0.11,0.00
-0.02,1.00,11.75,-0.19,0.50,2.00,0.92,0.45,1.90,0.79,0.00,1.90,0.00,0.05,2.90,0.13,0.05,2.97,0.15,0.00
-0.02,1.00,12.86,-0.20,0.50,2.93,1.35,0.45,1.93,0.80,0.00,1.94,0.00,0.05,2.75,0.13,0.05,2.72,0.14,0.00
0.00,1.00,15.07,0.00,0.45,1.50,0.62,0.50,1.50,0.69,0.00,1.10,0.00,0.05,4.37,0.20,0.05,2.46,0.12,0.00
0.00,1.00,23.12,0.00,0.50,25.00,11.49,-0.00,15.48,-0.00,0.50,18.18,8.36,0.00,15.00,0.00,0.05,4.59,0.23,0.00
1.00,0.99,55.06,50.62,-0.00,11.30,-0.00,0.00,10.30,0.00,0.00,7.00,0.00,0.00,8.30,0.00,0.05,4.98,0.25,0.00
1.00,0.74,36.64,33.68,0.00,3.09,0.00,0.00,2.29,0.00,-0.00,3.45,-0.00,0.00,2.79,0.00,0.05,1.99,0.10,0.00
0.95,0.49,20.89,18.25,0.00,1.25,0.00,0.00,1.25,0.00,0.00,1.25,0.00,0.05,1.75,0.08,0.05,1.98,0.10,0.00
0.00,0.25,14.47,0.00,0.06,0.82,0.04,0.50,1.00,0.46,0.00,0.97,0.00,0.05,1.50,0.07,0.05,1.98,0.10,0.00
-0.39,0.25,13.36,-5.15,0.06,0.82,0.04,0.50,1.00,0.46,0.00,0.92,0.00,0.05,1.15,0.05,0.05,1.99,0.10,0.00
-0.95,0.34,12.38,-11.73,0.00,0.06,0.00,0.50,1.00,0.46,0.12,0.92,0.10,0.05,1.25,0.06,0.05,1.49,0.07,0.00
-0.95,0.56,12.06,-11.43,0.23,0.82,0.18,0.50,1.00,0.46,0.22,1.00,0.20,0.05,1.25,0.06,0.05,1.00,0.05,0.00
-1.00,0.77,11.75,-11.72,0.00,0.82,0.00,0.50,1.00,0.46,0.45,1.00,0.41,0.05,1.25,0.06,-0.00,1.00,-0.00,0.00
-0.02,1.00,14.86,-0.23,0.00,0.70,0.00,0.50,1.00,0.46,0.45,1.00,0.41,0.05,1.25,0.06,0.05,0.49,0.02,0.00
-0.02,1.00,15.81,-0.25,0.00,1.00,0.00,0.45,1.00,0.41,0.50,1.03,0.47,0.05,2.67,0.12,0.05,1.12,0.06,0.00
0.00,1.00,23.98,0.00,-0.00,3.09,-0.00,0.50,3.09,1.42,0.50,3.35,1.54,0.00,2.29,0.00,0.05,3.42,0.17,0.00
1.00,1.00,38.83,35.70,0.00,5.00,0.00,0.00,5.00,0.00,-0.00,5.01,-0.00,0.00,2.50,0.00,0.05,5.66,0.28,0.00
0.24,0.75,32.14,7.19,0.26,4.21,0.99,0.00,4.11,0.00,0.50,4.21,1.94,0.00,2.71,0.00,0.05,1.98,0.10,0.00
0.00,0.68,23.05,0.00,0.50,2.40,1.10,0.16,2.00,0.29,0.29,2.72,0.73,0.05,2.28,0.10,0.05,1.48,0.07,0.00
-1.00,0.68,18.81,-18.75,0.00,1.51,0.00,0.50,1.50,0.69,0.45,2.72,1.13,0.05,1.51,0.07,-0.00,1.23,-0.00,0.00
0.00,0.90,22.04,0.00,0.50,2.00,0.92,0.00,1.50,0.00,0.50,2.95,1.36,-0.00,2.00,-0.00,0.05,1.24,0.06,0.00
0.00,0.90,22.47,0.00,0.00,1.04,0.00,0.45,1.04,0.43,0.50,2.72,1.25,0.05,1.49,0.07,0.05,1.23,0.06,0.00
0.00,0.90,22.58,0.00,0.45,1.55,0.64,0.00,1.50,0.00,0.50,2.72,1.25,0.05,1.98,0.09,0.05,1.23,0.06,0.00
0.00,0.89,23.79,0.00,0.50,2.00,0.92,0.00,1.50,0.00,0.50,2.05,0.94,-0.00,1.70,-0.00,0.05,1.24,0.06,0.00
0.00,0.89,23.36,0.00,0.50,2.98,1.37,0.00,1.98,0.00,0.50,13.05,6.00,-0.00,2.79,-0.00,0.05,1.80,0.09,0.00
0.00,0.88,26.48,0.00,0.50,13.07,6.01,0.00,6.60,0.00,0.50,13.07,6.01,-0.00,7.60,-0.00,0.05,1.98,0.10,0.00
-0.00,0.88,31.12,0.00,0.50,25.10,11.54,0.00,2.04,0.00,0.50,24.10,11.08,0.00,3.04,0.00,0.05,1.98,0.10,0.00
1.00,0.87,38.81,35.68,0.00,10.00,0.00,0.00,8.25,0.00,0.00,8.45,0.00,0.00,10.00,0.00,0.05,2.94,0.15,0.00
0.00,0.62,47.89,0.00,0.50,82.13,37.76,0.45,64.60,26.73,0.00,22.20,0.00,0.05,66.60,3.06,0.05,5.18,0.26,0.00
1.00,0.62,98.36,90.44,-0.00,44.71,-0.00,0.00,33.20,0.00,0.00,19.80,0.00,0.00,30.70,0.00,0.05,4.48,0.22,0.00
1.00,0.37,58.52,53.80,-0.00,8.95,-0.00,0.00,5.43,0.00,0.00,5.47,0.00,0.00,5.93,0.00,0.05,1.67,0.08,0.00
0.08,0.12,24.99,1.80,0.00,2.72,0.00,0.08,1.97,0.14,0.00,2.72,0.00,0.05,2.21,0.10,0.05,1.47,0.07,0.00
0.00,0.10,19.74,0.00,0.00,0.85,0.00,0.00,1.01,0.00,0.00,1.01,0.00,0.05,1.51,0.07,0.05,1.20,0.06,0.00
-0.00,0.10,14.11,-0.00,0.00,0.06,0.00,0.00,1.00,0.00,0.00,0.92,0.00,0.05,1.25,0.06,0.05,2.00,0.10,0.00
-0.04,0.10,10.44,-0.44,0.00,0.05,0.00,0.00,1.00,0.00,0.00,0.91,0.00,0.05,1.47,0.07,0.05,2.00,0.10,0.00
-0.95,0.11,7.52,-7.13,0.00,0.06,0.00,0.04,1.00,0.04,0.00,1.00,0.00,0.05,1.25,0.06,0.05,3.44,0.17,0.00
-0.95,0.33,5.57,-5.28,0.00,0.30,0.00,0.50,1.00,0.46,0.10,1.00,0.10,0.05,1.79,0.08,0.05,3.95,0.20,0.00
-1.00,0.55,5.23,-5.21,0.00,0.06,0.00,0.50,1.00,0.46,0.32,1.00,0.29,0.05,1.75,0.08,-0.00,2.63,-0.00,0.00
-1.00,0.77,6.50,-6.48,0.00,0.82,0.00,0.50,1.00,0.46,0.45,1.00,0.41,0.05,2.25,0.10,-0.00,1.68,-0.00,0.00
0.00,1.00,9.77,0.00,0.00,1.45,0.00,0.50,1.50,0.69,0.50,2.72,1.25,-0.00,1.50,-0.00,0.05,2.67,0.13,0.00
1.00,1.00,18.31,16.83,0.00,1.50,0.00,0.00,1.50,0.00,0.00,2.72,0.00,0.00,1.50,0.00,0.05,2.22,0.11,0.00
0.74,0.75,16.69,11.31,0.00,1.90,0.00,0.00,1.80,0.00,0.26,2.72,0.66,0.00,1.80,0.00,0.05,3.37,0.17,0.00
0.00,0.56,11.24,0.00,0.23,1.70,0.36,0.50,1.60,0.74,0.22,2.05,0.42,0.05,1.60,0.07,0.05,1.98,0.10,0.00
-0.95,0.56,8.46,-8.02,0.23,1.15,0.25,0.50,1.15,0.53,0.22,2.01,0.40,0.05,1.49,0.07,0.05,1.50,0.07,0.00
-1.00,0.77,6.72,-6.70,0.00,1.15,0.00,0.45,1.14,0.47,0.50,2.14,0.98,0.05,1.49,0.07,-0.00,1.50,-0.00,0.00
-0.02,1.00,8.84,-0.14,0.00,1.01,0.00,0.45,1.01,0.42,0.50,2.14,0.98,0.05,1.49,0.07,0.05,1.98,0.10,0.00
-0.02,1.00,9.13,-0.14,0.00,1.01,0.00,0.45,1.01,0.42,0.50,2.04,0.94,0.05,1.49,0.07,0.05,1.51,0.08,0.00
-0.02,1.00,10.39,-0.16,0.00,1.35,0.00,0.50,1.35,0.62,0.45,1.36,0.56,0.05,1.49,0.07,0.05,2.00,0.10,0.00
-0.02,1.00,11.21,-0.23,0.45,1.22,0.50,0.00,1.17,0.00,0.50,2.04,0.94,0.05,1.98,0.09,0.05,2.00,0.10,0.00
0.00,1.00,15.84,0.00,0.50,3.00,1.38,0.00,2.00,0.00,0.50,3.00,1.38,-0.00,2.29,-0.00,0.05,1.98,0.10,0.00
0.00,1.00,15.11,0.00,0.50,7.08,3.25,0.00,1.97,0.00,0.50,6.56,3.02,-0.00,4.06,-0.00,0.05,3.00,0.15,0.00
0.00,0.99,17.44,0.00,0.50,6.29,2.89,0.00,2.29,0.00,0.45,2.72,1.13,0.05,4.04,0.19,0.05,2.00,0.10,0.00
0.00,0.99,18.39,0.00,0.50,15.00,6.90,0.50,11.34,5.21,0.00,5.00,0.00,-0.00,10.86,-0.00,0.05,3.69,0.18,0.00
0.50,0.98,25.68,11.81,0.50,10.00,4.60,0.00,7.75,0.00,0.00,2.72,0.00,0.00,5.75,0.00,0.05,4.98,0.25,0.00
1.00,0.86,25.75,23.67,-0.00,5.37,-0.00,0.00,4.37,0.00,0.00,2.72,0.00,0.00,4.87,0.00,0.05,4.93,0.25,0.00
0.00,0.61,16.43,0.00,0.50,1.70,0.78,0.26,1.52,0.36,0.19,1.70,0.30,0.05,1.76,0.08,0.05,2.00,0.10,0.00
0.00,0.60,11.93,0.00,0.15,0.83,0.11,0.50,1.00,0.46,0.30,0.99,0.27,0.05,1.50,0.07,0.05,2.00,0.10,0.00
0.00,0.60,13.14,0.00,0.00,0.06,0.00,0.50,1.00,0.46,0.37,0.92,0.32,0.05,1.50,0.07,0.05,2.00,0.10,0.00
0.00,0.59,11.60,0.00,0.00,0.05,0.00,0.50,1.00,0.46,0.37,0.94,0.32,0.05,1.60,0.07,0.05,1.62,0.08,0.00
-0.95,0.59,10.35,-9.81,0.17,0.70,0.11,0.50,1.00,0.46,0.28,1.00,0.26,0.05,1.45,0.07,0.05,1.47,0.07,0.00
-0.85,0.81,11.33,-9.63,0.00,0.82,0.00,0.50,1.00,0.46,0.45,1.00,0.41,0.05,1.79,0.08,0.05,1.48,0.07,0.00
0.00,1.00,12.69,0.00,0.00,0.06,0.00,0.50,1.00,0.46,0.45,1.00,0.41,0.05,1.60,0.07,0.05,1.48,0.07,0.00
0.00,1.00,14.65,0.00,0.00,0.85,0.00,0.45,1.00,0.41,0.50,1.02,0.47,0.05,2.57,0.12,0.05,1.68,0.08,0.00
0.00,0.99,18.43,0.00,0.45,1.58,0.65,0.00,1.58,0.00,0.50,2.34,1.08,0.05,1.58,0.07,0.05,1.90,0.09,0.00
1.00,0.99,32.50,29.88,0.00,1.97,0.00,0.00,1.97,0.00,-0.00,2.34,-0.00,0.00,1.97,0.00,0.05,3.15,0.16,0.00
1.00,0.74,23.88,21.96,0.00,2.00,0.00,0.00,1.97,0.00,-0.00,2.15,-0.00,0.00,1.97,0.00,0.05,3.37,0.17,0.00
0.00,0.49,16.28,0.00,0.37,1.60,0.55,0.50,1.60,0.74,0.08,2.04,0.14,0.05,1.60,0.07,0.05,1.97,0.10,0.00
-0.95,0.49,9.95,-9.43,0.38,1.35,0.47,0.50,1.35,0.62,0.07,2.04,0.13,0.05,1.40,0.06,0.05,1.69,0.08,0.00
-0.95,0.70,10.93,-10.35,0.00,1.25,0.00,0.47,1.25,0.54,0.48,2.14,0.95,0.05,1.49,0.07,0.05,1.78,0.09,0.00
-0.38,0.92,11.37,-4.32,0.00,1.11,0.00,0.45,1.11,0.46,0.50,2.14,0.98,0.05,1.25,0.06,0.05,1.48,0.07,0.00
-0.02,1.00,12.39,-0.20,0.00,1.01,0.00,0.45,1.01,0.42,0.50,2.14,0.98,0.05,1.49,0.07,0.05,1.51,0.08,0.00
-0.02,1.00,13.08,-0.21,0.00,1.25,0.00,0.45,1.25,0.52,0.50,1.96,0.90,0.05,1.49,0.07,0.05,1.83,0.09,0.00
-0.02,1.00,14.30,-0.23,0.00,1.49,0.00,0.45,1.49,0.62,0.50,2.04,0.94,0.05,2.30,0.11,0.05,2.00,0.10,0.00
-0.02,1.00,15.47,-0.32,0.50,3.49,1.60,0.00,1.50,0.00,0.45,2.79,1.15,0.05,3.05,0.14,0.05,2.97,0.15,0.00
-0.02,1.00,16.22,-0.33,0.50,6.21,2.85,0.00,1.50,0.00,0.50,7.75,3.56,-0.00,4.21,-0.00,0.05,3.31,0.17,0.00
-0.02,1.00,17.04,-0.35,0.50,5.80,2.67,0.00,2.71,0.00,0.45,4.79,1.98,0.05,6.71,0.31,0.05,2.46,0.12,0.00
0.00,1.00,22.30,0.00,0.50,52.66,24.21,0.45,36.17,14.97,0.00,20.75,0.00,0.05,38.17,1.75,0.05,4.39,0.22,0.00
1.00,1.00,83.44,76.72,-0.00,31.72,-0.00,0.00,18.21,0.00,0.00,14.70,0.00,0.00,16.21,0.00,0.05,6.11,0.30,0.00
1.00,0.75,86.09,79.15,-0.00,13.86,-0.00,0.00,11.36,0.00,0.00,11.37,0.00,0.00,11.36,0.00,0.05,2.00,0.10,0.00
1.00,0.50,36.63,33.68,-0.00,5.00,-0.00,0.00,4.00,0.00,0.00,5.00,0.00,0.00,4.00,0.00,0.05,2.00,0.10,0.00
0.58,0.25,24.05,12.87,0.22,3.00,0.61,0.15,2.00,0.27,0.00,3.00,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,0.10,16.70,0.00,0.00,0.06,0.00,0.00,1.00,0.00,0.00,0.97,0.00,0.05,1.50,0.07,0.05,1.98,0.10,0.00
-0.00,0.10,13.06,-0.00,0.00,0.05,0.00,0.00,1.00,0.00,0.00,0.93,0.00,0.05,1.50,0.07,0.05,1.98,0.10,0.00
-0.95,0.10,8.89,-8.42,0.00,0.30,0.00,0.00,1.00,0.00,0.00,0.99,0.00,0.05,1.25,0.06,0.05,1.98,0.10,0.00
-1.00,0.32,6.69,-6.67,0.00,0.30,0.00,0.50,1.00,0.46,0.09,0.99,0.08,0.05,1.50,0.07,-0.00,1.52,-0.00,0.00
-1.00,0.55,7.63,-7.61,0.00,0.06,0.00,0.50,1.00,0.46,0.32,0.99,0.29,0.05,1.46,0.07,-0.00,1.00,-0.00,0.00
-0.99,0.77,7.51,-7.43,0.00,0.82,0.00,0.50,1.00,0.46,0.45,1.00,0.41,0.05,1.97,0.09,0.01,1.26,0.01,0.00
0.00,1.00,9.88,0.00,0.00,0.83,0.00,0.50,1.30,0.60,0.50,2.72,1.25,-0.00,1.30,-0.00,0.05,1.87,0.09,0.00
0.50,1.00,15.70,7.22,0.00,1.30,0.00,0.00,1.30,0.00,0.50,2.34,1.08,0.00,1.30,0.00,0.05,2.00,0.10,0.00
0.00,0.87,13.86,0.00,0.45,1.64,0.68,0.00,1.50,0.00,0.50,2.34,1.08,0.05,1.64,0.08,0.05,1.98,0.10,0.00
0.00,0.86,11.92,0.00,0.45,1.50,0.62,0.00,1.45,0.00,0.50,2.00,0.92,0.05,1.50,0.07,0.05,1.50,0.07,0.00
-0.62,0.86,9.31,-5.80,0.00,1.01,0.00,0.45,1.01,0.42,0.50,2.00,0.92,0.05,1.41,0.06,0.05,1.50,0.07,0.00
-0.02,1.00,11.37,-0.18,0.00,1.01,0.00,0.45,1.01,0.42,0.50,2.72,1.25,0.05,1.31,0.06,0.05,1.54,0.08,0.00
0.00,1.00,13.10,0.00,0.00,1.00,0.00,0.45,1.00,0.41,0.50,2.55,1.17,0.05,1.46,0.07,0.05,1.23,0.06,0.00
0.00,1.00,13.33,0.00,0.00,1.01,0.00,0.45,1.01,0.42,0.50,2.55,1.17,0.05,1.49,0.07,0.05,1.23,0.06,0.00
-0.05,0.99,13.03,-0.62,0.00,1.15,0.00,0.45,1.15,0.48,0.50,1.65,0.76,0.05,1.59,0.07,0.05,1.64,0.08,0.00
-0.02,1.00,13.35,-0.28,0.45,2.00,0.83,0.00,1.50,0.00,0.50,2.72,1.25,0.05,2.29,0.11,0.05,1.98,0.10,0.00
-0.02,1.00,14.39,-0.29,0.50,2.60,1.20,0.00,1.60,0.00,0.50,3.69,1.70,-0.00,2.40,-0.00,0.05,1.98,0.10,0.00
0.00,1.00,15.57,0.00,0.50,3.50,1.61,0.00,1.50,0.00,0.50,4.39,2.02,-0.00,2.30,-0.00,0.05,1.64,0.08,0.00
-0.04,1.00,15.50,-0.63,0.50,4.00,1.84,0.00,2.29,0.00,0.50,4.00,1.84,-0.00,3.54,-0.00,0.05,1.98,0.10,0.00
0.00,1.00,18.96,0.00,0.50,19.85,9.13,0.00,10.84,0.00,0.50,11.60,5.33,-0.00,11.35,-0.00,0.05,4.41,0.22,0.00
0.50,1.00,40.18,18.47,0.50,16.82,7.73,0.00,7.82,0.00,0.00,10.90,0.00,0.00,5.32,0.00,0.05,3.70,0.18,0.00
1.00,0.87,42.39,38.98,0.00,7.50,0.00,0.00,3.80,0.00,-0.00,7.50,-0.00,0.00,4.30,0.00,0.05,1.64,0.08,0.00
0.00,0.62,25.89,0.00,0.50,3.71,1.71,0.31,2.71,0.76,0.19,3.71,0.67,0.00,2.30,0.00,0.05,1.71,0.09,0.00
0.00,0.61,20.22,0.00,0.12,1.70,0.19,0.50,1.70,0.78,0.33,2.00,0.60,0.05,1.70,0.08,0.05,0.98,0.05,0.00
0.00,0.61,19.97,0.00,0.00,0.06,0.00,0.50,1.00,0.46,0.39,1.00,0.35,0.05,1.50,0.07,0.05,1.52,0.08,0.00
0.00,0.61,18.11,0.00,0.00,0.05,0.00,0.50,1.00,0.46,0.38,1.00,0.35,0.05,1.47,0.07,0.05,1.08,0.05,0.00
0.00,0.60,17.77,0.00,0.14,0.82,0.11,0.50,1.00,0.46,0.31,1.03,0.29,0.05,1.25,0.06,0.05,0.53,0.03,0.00
0.00,0.60,17.81,0.00,0.15,0.82,0.11,0.50,1.00,0.46,0.30,1.03,0.29,0.05,1.50,0.07,0.05,0.49,0.02,0.00
0.00,0.60,17.73,0.00,0.00,0.06,0.00,0.50,1.00,0.46,0.37,1.03,0.35,0.05,1.46,0.07,0.05,0.49,0.02,0.00
-0.21,0.59,17.13,-3.61,0.16,0.83,0.12,0.50,1.00,0.46,0.29,1.04,0.28,0.05,2.70,0.12,0.05,1.12,0.06,0.00
0.00,0.64,18.17,0.00,0.00,1.50,0.00,0.16,1.50,0.22,0.50,7.10,3.26,0.05,2.29,0.11,0.05,1.25,0.06,0.00
1.00,0.64,27.14,24.95,0.00,1.50,0.00,0.00,1.50,0.00,-0.00,3.75,-0.00,0.00,1.96,0.00,0.05,2.00,0.10,0.00
0.13,0.39,21.74,2.53,0.32,2.00,0.59,0.50,2.00,0.92,0.00,3.00,0.00,0.05,2.00,0.09,0.05,3.15,0.16,0.00
-0.95,0.35,14.11,-13.37,0.25,1.80,0.42,0.50,1.80,0.83,0.00,2.72,0.00,0.05,2.32,0.11,0.05,1.56,0.08,0.00
-0.95,0.57,13.07,-12.38,0.00,1.01,0.00,0.50,1.01,0.46,0.34,2.55,0.81,0.05,1.51,0.07,0.05,1.49,0.07,0.00
-0.95,0.78,13.32,-12.62,0.00,1.01,0.00,0.45,1.01,0.42,0.50,2.72,1.25,0.05,2.07,0.10,0.05,1.54,0.08,0.00
-0.02,1.00,15.78,-0.25,0.00,1.01,0.00,0.45,1.01,0.42,0.50,2.72,1.25,0.05,2.29,0.11,0.05,1.48,0.07,0.00
-0.02,1.00,18.78,-0.39,0.45,1.99,0.82,0.00,1.50,0.00,0.50,6.25,2.87,0.05,2.68,0.12,0.05,1.49,0.07,0.00
-0.02,1.00,19.60,-0.40,0.50,4.55,2.09,0.00,2.04,0.00,0.50,4.55,2.09,-0.00,2.55,-0.00,0.05,1.98,0.10,0.00
-0.02,1.00,19.94,-0.41,0.50,13.50,6.21,0.00,1.97,0.00,0.50,14.50,6.67,-0.00,11.25,-0.00,0.05,2.97,0.15,0.00
0.00,1.00,26.79,0.00,0.50,22.35,10.27,0.00,14.27,0.00,0.50,22.35,10.27,-0.00,15.27,-0.00,0.05,3.99,0.20,0.00
0.00,1.00,30.60,0.00,0.50,55.44,25.49,0.00,1.65,0.00,0.50,55.44,25.49,-0.00,25.44,-0.00,0.05,14.60,0.73,0.00
0.00,0.99,36.78,0.00,0.50,66.15,30.41,0.00,1.65,0.00,0.50,66.15,30.41,-0.00,63.75,-0.00,0.05,20.12,1.00,0.00
0.00,0.99,101.03,0.00,0.50,539.66,248.09,0.50,467.50,214.92,0.00,411.10,0.00,-0.00,464.66,-0.00,0.05,67.91,3.39,0.00
0.50,0.98,600.71,276.16,0.50,572.62,263.24,0.00,499.61,0.00,0.00,339.27,0.00,0.00,497.61,0.00,0.05,176.78,8.81,0.00
1.00,0.86,601.24,552.80,0.00,217.95,0.00,0.00,215.70,0.00,0.00,163.45,0.00,-0.00,215.22,-0.00,0.00,11.50,0.00,0.00
1.00,0.61,224.96,206.84,0.00,38.98,0.00,0.00,37.98,0.00,-0.00,38.98,-0.00,0.00,37.98,0.00,0.05,6.04,0.30,0.00
