BattSchedule_MW,SOC_percent,EnergyPriceDA_€perMWh,EnergyProfit_€,aFRR_UpCapacity,aFRR_UpPrice_€perMW,aFRR_UpRev_€,FCRCapacity,FCRPrice_€perMW,FCRRev_€,aFRR_DownCapacity,aFRR_DownPrice_€perMW,aFRR_DownRev_€,CapacityObligation
0.00,0.80,69.24,0.00,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
0.00,0.80,46.58,0.00,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
0.00,0.80,55.64,0.00,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
0.50,0.80,108.20,12.47,0.00,2.88,0.00,0.50,24.12,2.78,0.50,4.32,0.54,0.00
-0.00,0.73,103.46,0.00,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
0.00,0.73,77.90,0.00,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
-1.00,0.73,6.64,-1.66,0.50,9.52,1.10,0.50,12.12,1.40,-0.00,2.08,-0.00,0.00
0.00,0.84,63.45,0.00,0.50,9.52,1.10,0.50,12.12,1.40,0.50,2.08,0.26,0.00
0.00,0.84,98.52,0.00,0.50,9.52,1.10,0.50,12.12,1.40,0.50,2.08,0.26,0.00
1.00,0.84,269.87,62.20,0.00,9.52,0.00,-0.00,12.12,-0.00,0.00,2.08,0.00,0.00
-1.00,0.71,-144.94,36.23,0.50,9.52,1.10,0.50,12.12,1.40,-0.00,2.08,-0.00,0.00
-1.00,0.83,-99.94,24.98,0.50,9.52,1.10,0.50,12.12,1.40,-0.00,2.08,-0.00,0.00
0.00,0.94,75.26,0.00,0.50,9.52,1.10,0.50,12.12,1.40,0.50,2.08,0.26,0.00
1.00,0.94,679.53,156.62,0.00,9.52,0.00,-0.00,12.12,-0.00,0.00,2.08,0.00,0.00
0.00,0.81,82.66,0.00,0.50,9.52,1.10,0.50,12.12,1.40,0.50,2.08,0.26,0.00
1.00,0.81,129.66,29.89,0.00,9.52,0.00,-0.00,12.12,-0.00,0.00,2.08,0.00,0.00
1.00,0.68,181.06,41.73,0.00,9.52,0.00,-0.00,12.12,-0.00,0.00,2.08,0.00,0.00
1.00,0.56,121.52,28.01,0.00,9.52,0.00,0.00,12.12,0.00,0.00,2.08,0.00,0.00
0.00,0.43,95.86,0.00,0.50,9.52,1.10,0.50,12.12,1.40,0.50,2.08,0.26,0.00
1.00,0.43,127.01,29.27,0.00,9.52,0.00,-0.00,12.12,-0.00,0.00,2.08,0.00,0.00
0.50,0.31,114.57,13.20,0.00,9.52,0.00,0.50,12.12,1.40,0.50,2.08,0.26,0.00
0.00,0.24,75.51,0.00,0.50,9.52,1.10,0.50,12.12,1.40,0.50,2.08,0.26,0.00
1.00,0.24,692.19,159.54,0.00,2.08,0.00,-0.00,28.80,-0.00,0.00,4.28,0.00,0.00
0.00,0.12,70.84,0.00,0.50,2.08,0.24,0.50,28.80,3.32,0.50,4.28,0.54,0.00
-1.00,0.12,-149.99,37.50,0.00,2.08,0.00,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
-1.00,0.23,-144.93,36.23,0.00,2.08,0.00,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
0.50,0.34,115.10,13.26,0.00,2.08,0.00,0.50,28.80,3.32,0.50,4.28,0.54,0.00
1.00,0.28,172.86,39.84,0.00,2.08,0.00,-0.00,28.80,-0.00,0.50,4.28,0.54,0.00
0.00,0.16,67.18,0.00,0.50,2.08,0.24,0.50,28.80,3.32,0.50,4.28,0.54,0.00
-1.00,0.16,7.29,-1.82,0.50,2.08,0.24,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
1.00,0.27,360.84,83.17,0.00,2.08,0.00,-0.00,28.80,-0.00,0.00,4.28,0.00,0.00
0.00,0.14,63.96,0.00,0.50,2.08,0.24,0.50,28.80,3.32,0.50,4.28,0.54,0.00
-1.00,0.14,-36.13,9.03,0.41,2.08,0.20,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
-1.00,0.25,-18.94,4.74,0.50,2.08,0.24,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
1.00,0.37,488.32,112.55,0.00,2.08,0.00,-0.00,28.80,-0.00,0.00,4.28,0.00,0.00
0.00,0.24,60.36,0.00,0.50,2.08,0.24,0.50,28.80,3.32,0.50,4.28,0.54,0.00
-1.00,0.24,-108.20,27.05,0.00,2.08,0.00,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
-1.00,0.35,-144.98,36.24,0.00,2.08,0.00,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
1.00,0.47,164.36,37.88,0.00,0.44,0.00,-0.00,30.56,-0.00,0.50,33.68,4.21,0.00
0.50,0.34,117.55,13.55,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-1.00,0.28,-110.82,27.70,0.00,0.44,0.00,0.50,30.56,3.52,-0.00,33.68,-0.00,0.00
0.00,0.39,44.91,0.00,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.50,0.39,100.90,11.63,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.50,0.33,110.66,12.75,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-1.00,0.27,-65.83,16.46,0.00,0.44,0.00,0.50,30.56,3.52,-0.00,33.68,-0.00,0.00
-0.50,0.38,18.27,-2.28,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
1.00,0.44,128.12,29.53,0.00,0.44,0.00,0.00,30.56,0.00,0.50,33.68,4.21,0.00
0.50,0.31,111.21,12.82,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-1.00,0.25,-99.96,24.99,0.00,0.44,0.00,0.50,30.56,3.52,-0.00,33.68,-0.00,0.00
0.00,0.36,47.43,0.00,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.00,0.36,85.31,0.00,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.00,0.36,37.95,0.00,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-1.00,0.36,-20.15,5.04,0.00,0.44,0.00,0.50,30.56,3.52,-0.00,33.68,-0.00,0.00
0.00,0.47,33.33,0.00,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-0.50,0.47,11.98,-1.50,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-0.51,0.53,0.13,-0.02,0.00,0.84,0.00,0.50,34.36,3.96,0.49,29.24,3.62,0.00
0.00,0.59,54.91,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.58,37.40,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.58,62.65,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.58,64.97,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.58,47.54,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-1.00,0.58,-93.63,23.41,0.00,0.84,0.00,0.50,34.36,3.96,-0.00,29.24,-0.00,0.00
0.00,0.69,38.87,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.69,56.27,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-0.50,0.69,12.29,-1.54,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.74,35.01,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-1.00,0.74,-1.29,0.32,0.00,0.84,0.00,0.50,34.36,3.96,-0.00,29.24,-0.00,0.00
0.00,0.85,40.17,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.85,47.39,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.85,93.82,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-1.00,0.85,-99.91,24.98,0.00,3.20,0.00,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
0.00,0.96,64.17,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.50,0.96,117.06,13.49,0.00,3.20,0.00,0.50,27.68,3.19,0.50,4.76,0.59,0.00
1.00,0.90,156.25,36.01,0.00,3.20,0.00,-0.00,27.68,-0.00,0.50,4.76,0.59,0.00
-1.00,0.78,-65.59,16.40,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
-1.00,0.89,-61.59,15.40,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
1.00,1.00,162.18,37.38,0.00,3.20,0.00,-0.00,27.68,-0.00,-0.00,4.76,-0.00,0.00
1.00,0.88,178.38,41.11,0.00,3.20,0.00,-0.00,27.68,-0.00,0.50,4.76,0.59,0.00
0.00,0.75,66.27,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.00,0.75,57.16,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
-1.00,0.75,13.27,-3.32,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
0.50,0.86,123.31,14.21,0.00,3.20,0.00,0.50,27.68,3.19,0.50,4.76,0.59,0.00
-1.00,0.80,27.79,-6.95,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
0.00,0.91,77.25,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.50,0.91,138.11,15.92,0.00,3.20,0.00,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.50,0.85,117.35,13.52,0.00,3.20,0.00,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.50,0.78,134.92,15.55,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.72,109.48,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.50,0.72,121.61,14.01,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
-1.00,0.66,-50.00,12.50,0.00,2.36,0.00,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
1.00,0.77,429.10,98.90,0.00,2.36,0.00,-0.00,27.52,-0.00,0.00,5.08,0.00,0.00
0.50,0.64,124.71,14.37,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
-1.00,0.58,-99.99,25.00,0.00,2.36,0.00,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
-1.00,0.70,-99.94,24.98,0.00,2.36,0.00,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
0.50,0.81,131.71,15.18,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.50,0.75,138.53,15.96,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.68,89.13,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
-1.00,0.68,-80.18,20.05,0.00,2.36,0.00,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
0.00,0.80,55.84,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.79,83.46,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.79,96.18,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.79,100.19,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.79,48.41,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
-1.00,0.79,-144.94,36.23,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
0.50,0.90,120.66,13.91,0.00,8.84,0.00,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,0.84,344.94,79.50,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
-1.00,0.71,-144.95,36.24,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
-1.00,0.82,-149.99,37.50,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
0.00,0.94,50.23,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,0.93,702.80,161.99,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
0.50,0.81,121.33,13.98,0.00,8.84,0.00,0.50,20.52,2.36,0.50,2.40,0.30,0.00
0.00,0.75,49.57,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,0.75,160.70,37.04,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
0.00,0.62,74.80,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,0.62,152.32,35.11,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
1.00,0.49,152.32,35.11,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
-1.00,0.37,-63.40,15.85,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
0.00,0.48,74.75,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,0.48,595.00,137.14,0.00,1.72,0.00,-0.00,23.32,-0.00,0.00,5.16,0.00,0.00
0.50,0.35,114.56,13.20,0.00,1.72,0.00,0.50,23.32,2.69,0.50,5.16,0.65,0.00
-1.00,0.29,-149.99,37.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
-1.00,0.41,-149.99,37.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
1.00,0.52,156.61,36.10,0.00,1.72,0.00,-0.00,23.32,-0.00,0.50,5.16,0.65,0.00
0.03,0.40,112.94,0.70,0.47,1.72,0.19,0.50,23.32,2.69,0.50,5.16,0.65,0.00
0.00,0.39,65.71,0.00,0.50,1.72,0.20,0.50,23.32,2.69,0.50,5.16,0.65,0.00
-1.00,0.39,7.75,-1.94,0.50,1.72,0.20,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
1.00,0.50,184.92,42.62,0.00,1.72,0.00,-0.00,23.32,-0.00,0.50,5.16,0.65,0.00
1.00,0.38,163.97,37.79,0.00,1.72,0.00,-0.00,23.32,-0.00,0.50,5.16,0.65,0.00
-1.00,0.25,-50.00,12.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
0.00,0.37,43.16,0.00,0.50,1.72,0.20,0.50,23.32,2.69,0.50,5.16,0.65,0.00
1.00,0.37,260.69,60.09,0.00,1.72,0.00,-0.00,23.32,-0.00,0.00,5.16,0.00,0.00
1.00,0.24,303.22,69.89,0.00,1.72,0.00,-0.00,23.32,-0.00,0.00,5.16,0.00,0.00
-1.00,0.12,-99.90,24.98,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
-1.00,0.23,-149.99,37.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
1.00,0.34,192.99,44.48,0.00,0.56,0.00,-0.00,22.36,-0.00,0.50,39.96,5.00,0.00
-1.00,0.22,-99.94,24.98,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
0.50,0.33,60.73,7.00,0.00,0.56,0.00,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-1.00,0.27,-149.99,37.50,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
0.00,0.38,34.89,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-1.00,0.38,-48.60,12.15,0.00,0.56,0.00,0.50,22.36,2.58,0.00,39.96,0.00,0.00
0.50,0.50,56.51,6.51,0.00,0.56,0.00,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-0.50,0.43,-25.86,3.23,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.00,0.49,35.86,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-1.00,0.49,-149.99,37.50,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
0.00,0.60,10.78,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.35,0.60,54.70,4.41,0.15,0.56,0.02,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-1.00,0.56,-67.04,16.76,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
0.00,0.67,32.86,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.00,0.67,2.01,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.00,0.67,16.16,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-0.50,0.66,-13.87,1.73,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.00,0.72,10.44,0.00,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
-1.00,0.72,-99.97,24.99,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
0.00,0.83,36.38,0.00,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
-1.00,0.83,-149.99,37.50,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
-0.50,0.94,-9.87,1.23,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.04,1.00,72.94,0.66,0.46,1.44,0.15,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.39,0.99,77.87,7.04,0.11,1.44,0.04,0.50,24.76,2.85,0.50,33.32,4.17,0.00
-0.50,0.94,10.42,-1.30,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.19,1.00,122.40,5.35,0.31,1.44,0.10,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.87,0.98,174.36,35.00,0.00,1.44,0.00,0.13,24.76,0.74,0.50,33.32,4.17,0.00
1.00,0.87,173.12,39.90,0.00,1.44,0.00,-0.00,24.76,-0.00,0.50,33.32,4.17,0.00
-1.00,0.74,-99.94,24.98,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
-1.00,0.86,-149.99,37.50,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
1.00,0.97,499.92,115.23,0.00,1.44,0.00,-0.00,24.76,-0.00,0.50,33.32,4.17,0.00
1.00,0.85,334.08,77.00,0.00,1.44,0.00,-0.00,24.76,-0.00,0.50,33.32,4.17,0.00
0.00,0.72,143.92,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.72,143.06,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.50,0.72,196.27,22.62,0.00,4.92,0.00,0.50,13.12,1.51,0.50,4.60,0.57,0.00
-0.00,0.66,188.60,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.66,155.52,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.85,0.65,199.74,39.07,0.00,4.92,0.00,0.15,13.12,0.46,0.50,4.60,0.57,0.00
0.00,0.55,171.59,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.55,155.22,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.55,176.53,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.54,168.68,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.54,167.38,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.54,148.88,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
-1.00,0.54,96.47,-24.12,0.50,4.92,0.57,0.50,13.12,1.51,-0.00,4.60,-0.00,0.00
0.00,0.65,148.46,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.65,175.45,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.65,151.62,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.65,162.81,0.00,0.50,3.64,0.42,0.50,14.16,1.63,0.50,4.08,0.51,0.00
0.00,0.64,124.20,0.00,0.50,3.64,0.42,0.50,14.16,1.63,0.50,4.08,0.51,0.00
