BattSchedule_MW,SOC_percent,EnergyPriceDA_€perMWh,EnergyProfit_€,aFRR_UpCapacity,aFRR_UpPrice_€perMW,aFRR_UpRev_€,FCRCapacity,FCRPrice_€perMW,FCRRev_€,aFRR_DownCapacity,aFRR_DownPrice_€perMW,aFRR_DownRev_€,CapacityObligation
0.50,0.50,85.06,9.80,0.00,0.68,0.00,0.50,47.00,5.42,0.50,36.52,4.57,0.00
0.00,0.47,36.13,0.00,0.50,0.68,0.08,0.50,47.00,5.42,0.50,36.52,4.57,0.00
-0.50,0.47,-3.42,0.43,0.50,0.68,0.08,0.50,47.00,5.42,0.50,36.52,4.57,0.00
-1.00,0.50,-31.94,7.99,0.00,0.68,0.00,0.50,47.00,5.42,0.00,36.52,0.00,0.00
0.00,0.55,28.25,0.00,0.50,0.68,0.08,0.50,47.00,5.42,0.50,36.52,4.57,0.00
-0.26,0.55,9.82,-0.65,0.50,0.68,0.08,0.50,47.00,5.42,0.50,36.52,4.57,0.00
-0.50,0.57,2.08,-0.26,0.50,0.68,0.08,0.50,47.00,5.42,0.50,36.52,4.57,0.00
-0.50,0.59,1.99,-0.25,0.50,0.68,0.08,0.50,47.00,5.42,0.50,36.52,4.57,0.00
0.00,0.62,13.86,0.00,0.50,0.68,0.08,0.50,47.00,5.42,0.50,36.52,4.57,0.00
-0.50,0.62,0.82,-0.10,0.50,0.68,0.08,0.50,47.00,5.42,0.50,36.52,4.57,0.00
0.00,0.65,9.91,0.00,0.50,0.68,0.08,0.50,47.00,5.42,0.50,36.52,4.57,0.00
0.00,0.65,12.44,0.00,0.50,0.68,0.08,0.50,47.00,5.42,0.50,36.52,4.57,0.00
-0.50,0.65,-9.39,1.17,0.50,1.32,0.15,0.50,42.00,4.84,0.50,31.96,4.00,0.00
-0.50,0.68,4.59,-0.57,0.50,1.32,0.15,0.50,42.00,4.84,0.50,31.96,4.00,0.00
-0.50,0.70,2.84,-0.35,0.50,1.32,0.15,0.50,42.00,4.84,0.50,31.96,4.00,0.00
0.00,0.73,16.38,0.00,0.50,1.32,0.15,0.50,42.00,4.84,0.50,31.96,4.00,0.00
0.00,0.73,10.18,0.00,0.50,1.32,0.15,0.50,42.00,4.84,0.50,31.96,4.00,0.00
0.50,0.73,61.94,7.14,0.00,1.32,0.00,0.50,42.00,4.84,0.50,31.96,4.00,0.00
0.00,0.70,17.92,0.00,0.50,1.32,0.15,0.50,42.00,4.84,0.50,31.96,4.00,0.00
-1.00,0.70,-26.40,6.60,0.50,1.32,0.15,0.50,42.00,4.84,0.00,31.96,0.00,0.00
-1.00,0.75,-29.94,7.49,0.50,1.32,0.15,0.50,42.00,4.84,-0.00,31.96,-0.00,0.00
-0.50,0.81,7.42,-0.93,0.50,1.32,0.15,0.50,42.00,4.84,0.50,31.96,4.00,0.00
0.00,0.84,10.25,0.00,0.50,1.32,0.15,0.50,42.00,4.84,0.50,31.96,4.00,0.00
0.00,0.84,10.20,0.00,0.50,1.32,0.15,0.50,42.00,4.84,0.50,31.96,4.00,0.00
-1.00,0.84,-68.55,17.14,0.00,1.32,0.00,0.50,42.00,4.84,-0.00,31.96,-0.00,0.00
-1.00,0.89,-35.64,8.91,0.50,1.32,0.15,0.50,42.00,4.84,-0.00,31.96,-0.00,0.00
0.50,0.95,48.82,5.63,0.00,1.32,0.00,0.50,42.00,4.84,0.50,31.96,4.00,0.00
0.50,0.92,60.55,6.98,0.00,1.32,0.00,0.50,42.00,4.84,0.50,31.96,4.00,0.00
-1.00,0.89,-149.99,37.50,0.00,3.56,0.00,0.50,24.76,2.85,-0.00,4.32,-0.00,0.00
-1.00,0.94,-149.99,37.50,0.00,3.56,0.00,0.50,24.76,2.85,-0.00,4.32,-0.00,0.00
-0.01,1.00,13.56,-0.05,0.50,3.56,0.41,0.50,24.76,2.85,0.50,4.32,0.54,0.00
1.00,1.00,528.79,121.88,0.00,3.56,0.00,-0.00,24.76,-0.00,0.00,4.32,0.00,0.00
-1.00,0.94,-24.55,6.14,0.50,3.56,0.41,0.50,24.76,2.85,-0.00,4.32,-0.00,0.00
0.00,0.99,57.42,0.00,0.50,3.56,0.41,0.50,24.76,2.85,0.50,4.32,0.54,0.00
0.50,0.99,107.38,12.37,0.00,3.56,0.00,0.50,24.76,2.85,0.50,4.32,0.54,0.00
1.00,0.96,133.77,30.83,0.00,3.56,0.00,-0.00,24.76,-0.00,0.50,4.32,0.54,0.00
-1.00,0.90,3.47,-0.87,0.50,3.56,0.41,0.50,24.76,2.85,-0.00,4.32,-0.00,0.00
0.00,0.96,72.12,0.00,0.50,3.56,0.41,0.50,24.76,2.85,0.50,4.32,0.54,0.00
1.00,0.95,120.75,27.83,0.00,3.56,0.00,0.00,24.76,0.00,0.50,4.32,0.54,0.00
0.00,0.89,77.30,0.00,0.50,3.56,0.41,0.50,24.76,2.85,0.50,4.32,0.54,0.00
-1.00,0.89,-8.23,2.06,0.50,3.56,0.41,0.50,24.76,2.85,-0.00,4.32,-0.00,0.00
0.00,0.95,67.44,0.00,0.50,3.56,0.41,0.50,24.76,2.85,0.50,4.32,0.54,0.00
1.00,0.95,126.17,29.08,0.00,3.56,0.00,-0.00,24.76,-0.00,0.50,4.32,0.54,0.00
0.00,0.89,78.35,0.00,0.50,3.56,0.41,0.50,24.76,2.85,0.50,4.32,0.54,0.00
1.00,0.88,131.95,30.41,0.00,2.88,0.00,-0.00,24.12,-0.00,0.50,4.32,0.54,0.00
0.50,0.82,104.81,12.08,0.00,2.88,0.00,0.50,24.12,2.78,0.50,4.32,0.54,0.00
0.00,0.79,67.49,0.00,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
-1.00,0.79,-17.50,4.38,0.50,2.88,0.33,0.50,24.12,2.78,-0.00,4.32,-0.00,0.00
1.00,0.85,127.09,29.29,0.00,2.88,0.00,-0.00,24.12,-0.00,0.50,4.32,0.54,0.00
0.59,0.79,109.22,14.84,0.00,2.88,0.00,0.41,24.12,2.28,0.50,4.32,0.54,0.00
0.00,0.75,68.09,0.00,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
-1.00,0.75,7.56,-1.89,0.50,2.88,0.33,0.50,24.12,2.78,-0.00,4.32,-0.00,0.00
0.50,0.80,102.75,11.84,0.00,2.88,0.00,0.50,24.12,2.78,0.50,4.32,0.54,0.00
0.00,0.77,71.56,0.00,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
0.00,0.77,69.24,0.00,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
-0.50,0.77,46.58,-5.82,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
0.00,0.80,55.64,0.00,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
0.50,0.80,108.20,12.47,0.00,2.88,0.00,0.50,24.12,2.78,0.50,4.32,0.54,0.00
0.50,0.77,103.46,11.92,0.00,2.88,0.00,0.50,24.12,2.78,0.50,4.32,0.54,0.00
0.00,0.74,77.90,0.00,0.50,2.88,0.33,0.50,24.12,2.78,0.50,4.32,0.54,0.00
-1.00,0.73,6.64,-1.66,0.50,9.52,1.10,0.50,12.12,1.40,-0.00,2.08,-0.00,0.00
0.00,0.79,63.45,0.00,0.50,9.52,1.10,0.50,12.12,1.40,0.50,2.08,0.26,0.00
1.00,0.79,98.52,22.71,0.00,9.52,0.00,0.00,12.12,0.00,0.50,2.08,0.26,0.00
1.00,0.73,269.87,62.20,0.00,9.52,0.00,-0.00,12.12,-0.00,0.00,2.08,0.00,0.00
-1.00,0.67,-144.94,36.23,0.50,9.52,1.10,0.50,12.12,1.40,-0.00,2.08,-0.00,0.00
-1.00,0.72,-99.94,24.98,0.50,9.52,1.10,0.50,12.12,1.40,-0.00,2.08,-0.00,0.00
0.00,0.78,75.26,0.00,0.50,9.52,1.10,0.50,12.12,1.40,0.50,2.08,0.26,0.00
1.00,0.78,679.53,156.62,0.00,9.52,0.00,-0.00,12.12,-0.00,0.00,2.08,0.00,0.00
0.00,0.71,82.66,0.00,0.50,9.52,1.10,0.50,12.12,1.40,0.50,2.08,0.26,0.00
1.00,0.71,129.66,29.89,0.00,9.52,0.00,-0.00,12.12,-0.00,0.50,2.08,0.26,0.00
1.00,0.65,181.06,41.73,0.00,9.52,0.00,-0.00,12.12,-0.00,0.00,2.08,0.00,0.00
1.00,0.59,121.52,28.01,0.00,9.52,0.00,-0.00,12.12,-0.00,0.50,2.08,0.26,0.00
0.50,0.53,95.86,11.05,0.00,9.52,0.00,0.50,12.12,1.40,0.50,2.08,0.26,0.00
1.00,0.50,127.01,29.27,0.00,9.52,0.00,-0.00,12.12,-0.00,0.50,2.08,0.26,0.00
1.00,0.43,114.57,26.41,0.00,9.52,0.00,-0.00,12.12,-0.00,0.50,2.08,0.26,0.00
0.00,0.37,75.51,0.00,0.50,9.52,1.10,0.50,12.12,1.40,0.50,2.08,0.26,0.00
1.00,0.37,692.19,159.54,0.00,2.08,0.00,-0.00,28.80,-0.00,0.00,4.28,0.00,0.00
0.00,0.31,70.84,0.00,0.50,2.08,0.24,0.50,28.80,3.32,0.50,4.28,0.54,0.00
-1.00,0.31,-149.99,37.50,0.00,2.08,0.00,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
-1.00,0.36,-144.93,36.23,0.00,2.08,0.00,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
1.00,0.42,115.10,26.53,0.00,2.08,0.00,0.00,28.80,0.00,0.50,4.28,0.54,0.00
1.00,0.36,172.86,39.84,0.00,2.08,0.00,-0.00,28.80,-0.00,0.50,4.28,0.54,0.00
0.00,0.30,67.18,0.00,0.50,2.08,0.24,0.50,28.80,3.32,0.50,4.28,0.54,0.00
-1.00,0.30,7.29,-1.82,0.50,2.08,0.24,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
1.00,0.35,360.84,83.17,0.00,2.08,0.00,-0.00,28.80,-0.00,0.00,4.28,0.00,0.00
0.00,0.29,63.96,0.00,0.50,2.08,0.24,0.50,28.80,3.32,0.50,4.28,0.54,0.00
-1.00,0.29,-36.13,9.03,0.00,2.08,0.00,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
-1.00,0.35,-18.94,4.74,0.50,2.08,0.24,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
1.00,0.40,488.32,112.55,0.00,2.08,0.00,-0.00,28.80,-0.00,0.00,4.28,0.00,0.00
0.00,0.34,60.36,0.00,0.50,2.08,0.24,0.50,28.80,3.32,0.50,4.28,0.54,0.00
-1.00,0.34,-108.20,27.05,0.00,2.08,0.00,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
-1.00,0.40,-144.98,36.24,0.00,2.08,0.00,0.50,28.80,3.32,-0.00,4.28,-0.00,0.00
1.00,0.45,164.36,37.88,0.00,0.44,0.00,-0.00,30.56,-0.00,0.50,33.68,4.21,0.00
1.00,0.39,117.55,27.09,0.00,0.44,0.00,0.00,30.56,0.00,0.50,33.68,4.21,0.00
-1.00,0.33,-110.82,27.70,0.00,0.44,0.00,0.50,30.56,3.52,-0.00,33.68,-0.00,0.00
-0.50,0.39,44.91,-5.61,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.50,0.41,100.90,11.63,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.50,0.38,110.66,12.75,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-1.00,0.35,-65.83,16.46,0.00,0.44,0.00,0.50,30.56,3.52,-0.00,33.68,-0.00,0.00
-0.50,0.41,18.27,-2.28,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
1.00,0.44,128.12,29.53,0.00,0.44,0.00,-0.00,30.56,-0.00,0.50,33.68,4.21,0.00
0.50,0.38,111.21,12.82,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-1.00,0.34,-99.96,24.99,0.00,0.44,0.00,0.50,30.56,3.52,-0.00,33.68,-0.00,0.00
-0.50,0.40,47.43,-5.93,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.50,0.43,85.31,9.83,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-0.50,0.40,37.95,-4.74,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-1.00,0.43,-20.15,5.04,0.00,0.44,0.00,0.50,30.56,3.52,-0.00,33.68,-0.00,0.00
-0.50,0.48,33.33,-4.17,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-1.00,0.51,11.98,-3.00,0.00,0.84,0.00,0.50,34.36,3.96,-0.00,29.24,-0.00,0.00
-1.00,0.57,0.13,-0.03,0.00,0.84,0.00,0.50,34.36,3.96,-0.00,29.24,-0.00,0.00
0.00,0.63,54.91,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-0.50,0.63,37.40,-4.67,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.65,62.65,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.65,64.97,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-0.50,0.65,47.54,-5.94,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-1.00,0.68,-93.63,23.41,0.00,0.84,0.00,0.50,34.36,3.96,-0.00,29.24,-0.00,0.00
-0.50,0.74,38.87,-4.86,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.76,56.27,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-1.00,0.76,12.29,-3.07,0.00,0.84,0.00,0.50,34.36,3.96,-0.00,29.24,-0.00,0.00
-0.50,0.82,35.01,-4.38,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-1.00,0.85,-1.29,0.32,0.00,0.84,0.00,0.50,34.36,3.96,-0.00,29.24,-0.00,0.00
-0.50,0.90,40.17,-5.02,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-0.50,0.93,47.39,-5.92,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.50,0.96,93.82,10.81,0.00,0.84,0.00,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-1.00,0.93,-99.91,24.98,0.00,3.20,0.00,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
0.00,0.99,64.17,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
1.00,0.99,117.06,26.98,0.00,3.20,0.00,0.00,27.68,0.00,0.50,4.76,0.59,0.00
1.00,0.92,156.25,36.01,0.00,3.20,0.00,-0.00,27.68,-0.00,0.50,4.76,0.59,0.00
-1.00,0.86,-65.59,16.40,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
-1.00,0.92,-61.59,15.40,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
1.00,0.97,162.18,37.38,0.00,3.20,0.00,-0.00,27.68,-0.00,0.50,4.76,0.59,0.00
1.00,0.91,178.38,41.11,0.00,3.20,0.00,-0.00,27.68,-0.00,0.50,4.76,0.59,0.00
0.00,0.85,66.27,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.00,0.85,57.16,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
-1.00,0.85,13.27,-3.32,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
1.00,0.90,123.31,28.42,0.00,3.20,0.00,0.00,27.68,0.00,0.50,4.76,0.59,0.00
-1.00,0.84,27.79,-6.95,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
0.00,0.90,77.25,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
1.00,0.90,138.11,31.83,0.00,3.20,0.00,-0.00,27.68,-0.00,0.50,4.76,0.59,0.00
1.00,0.84,117.35,27.05,0.00,3.20,0.00,0.00,27.68,0.00,0.50,4.76,0.59,0.00
1.00,0.77,134.92,31.10,0.00,2.36,0.00,-0.00,27.52,-0.00,0.50,5.08,0.64,0.00
0.50,0.71,109.48,12.62,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
1.00,0.68,121.61,28.03,0.00,2.36,0.00,-0.00,27.52,-0.00,0.50,5.08,0.64,0.00
-1.00,0.62,-50.00,12.50,0.00,2.36,0.00,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
1.00,0.68,429.10,98.90,0.00,2.36,0.00,-0.00,27.52,-0.00,0.00,5.08,0.00,0.00
1.00,0.61,124.71,28.74,0.00,2.36,0.00,-0.00,27.52,-0.00,0.50,5.08,0.64,0.00
-1.00,0.55,-99.99,25.00,0.00,2.36,0.00,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
-1.00,0.61,-99.94,24.98,0.00,2.36,0.00,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
1.00,0.67,131.71,30.36,0.00,2.36,0.00,-0.00,27.52,-0.00,0.50,5.08,0.64,0.00
1.00,0.60,138.53,31.93,0.00,2.36,0.00,-0.00,27.52,-0.00,0.50,5.08,0.64,0.00
0.50,0.54,89.13,10.27,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
-1.00,0.51,-80.18,20.05,0.00,2.36,0.00,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
0.00,0.57,55.84,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.57,83.46,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.50,0.57,96.18,11.08,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.50,0.54,100.19,11.55,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
-0.50,0.50,48.41,-6.05,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
-1.00,0.53,-144.94,36.23,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
1.00,0.59,120.66,27.81,0.00,8.84,0.00,-0.00,20.52,-0.00,0.50,2.40,0.30,0.00
1.00,0.53,344.94,79.50,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
-1.00,0.46,-144.95,36.24,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
-1.00,0.52,-149.99,37.50,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
0.00,0.58,50.23,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,0.57,702.80,161.99,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
1.00,0.51,121.33,27.97,0.00,8.84,0.00,-0.00,20.52,-0.00,0.50,2.40,0.30,0.00
-0.10,0.45,49.57,-1.24,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,0.46,160.70,37.04,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
0.00,0.39,74.80,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,0.39,152.32,35.11,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
1.00,0.33,152.32,35.11,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
-1.00,0.27,-63.40,15.85,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
0.00,0.32,74.75,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,0.32,595.00,137.14,0.00,1.72,0.00,-0.00,23.32,-0.00,0.00,5.16,0.00,0.00
1.00,0.26,114.56,26.40,0.00,1.72,0.00,-0.00,23.32,-0.00,0.50,5.16,0.65,0.00
-1.00,0.20,-149.99,37.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
-1.00,0.25,-149.99,37.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
1.00,0.31,156.61,36.10,0.00,1.72,0.00,-0.00,23.32,-0.00,0.50,5.16,0.65,0.00
1.00,0.25,112.94,26.03,0.00,1.72,0.00,-0.00,23.32,-0.00,0.50,5.16,0.65,0.00
0.00,0.19,65.71,0.00,0.50,1.72,0.20,0.50,23.32,2.69,0.50,5.16,0.65,0.00
-1.00,0.19,7.75,-1.94,0.50,1.72,0.20,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
1.00,0.24,184.92,42.62,0.00,1.72,0.00,-0.00,23.32,-0.00,0.50,5.16,0.65,0.00
1.00,0.18,163.97,37.79,0.00,1.72,0.00,-0.00,23.32,-0.00,0.50,5.16,0.65,0.00
-1.00,0.12,-50.00,12.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
-1.00,0.18,43.16,-10.79,0.50,1.72,0.20,0.50,23.32,2.69,0.00,5.16,0.00,0.00
1.00,0.23,260.69,60.09,0.00,1.72,0.00,-0.00,23.32,-0.00,0.00,5.16,0.00,0.00
1.00,0.17,303.22,69.89,0.00,1.72,0.00,-0.00,23.32,-0.00,0.00,5.16,0.00,0.00
-1.00,0.11,-99.90,24.98,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
-1.00,0.16,-149.99,37.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
1.00,0.22,192.99,44.48,0.00,0.56,0.00,-0.00,22.36,-0.00,0.50,39.96,5.00,0.00
-1.00,0.16,-99.94,24.98,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
0.00,0.22,60.73,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-1.00,0.22,-149.99,37.50,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
-0.50,0.27,34.89,-4.36,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-1.00,0.30,-48.60,12.15,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
0.00,0.36,56.51,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-1.00,0.36,-25.86,6.46,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
-0.50,0.41,35.86,-4.48,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-1.00,0.44,-149.99,37.50,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
-0.50,0.50,10.78,-1.35,0.00,0.56,0.00,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.00,0.53,54.70,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-1.00,0.53,-67.04,16.76,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
-0.50,0.58,32.86,-4.11,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-0.89,0.61,2.01,-0.45,0.00,0.56,0.00,0.50,22.36,2.58,0.11,39.96,1.08,0.00
-0.50,0.66,16.16,-2.02,0.00,0.56,0.00,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-1.00,0.69,-13.87,3.47,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
-0.50,0.75,10.44,-1.30,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
-1.00,0.78,-99.97,24.99,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
-0.50,0.83,36.38,-4.55,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
-1.00,0.86,-149.99,37.50,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
-1.00,0.92,-9.87,2.47,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
0.00,0.97,72.94,0.00,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
-0.00,0.97,77.87,0.00,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
-0.50,0.97,10.42,-1.30,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.19,1.00,122.40,5.35,0.31,1.44,0.10,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.87,0.99,174.36,35.00,0.00,1.44,0.00,0.13,24.76,0.74,0.50,33.32,4.17,0.00
1.00,0.93,173.12,39.90,0.00,1.44,0.00,0.00,24.76,0.00,0.50,33.32,4.17,0.00
-1.00,0.87,-99.94,24.98,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
-1.00,0.93,-149.99,37.50,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
1.00,0.99,499.92,115.23,0.00,1.44,0.00,-0.00,24.76,-0.00,0.50,33.32,4.17,0.00
1.00,0.92,334.08,77.00,0.00,1.44,0.00,-0.00,24.76,-0.00,0.50,33.32,4.17,0.00
0.00,0.86,143.92,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.86,143.06,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
1.00,0.86,196.27,45.24,0.00,4.92,0.00,-0.00,13.12,-0.00,0.50,4.60,0.57,0.00
1.00,0.80,188.60,43.47,0.00,4.92,0.00,-0.00,13.12,-0.00,0.50,4.60,0.57,0.00
-0.00,0.74,155.52,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
1.00,0.74,199.74,46.04,0.00,4.92,0.00,-0.00,13.12,-0.00,0.50,4.60,0.57,0.00
1.00,0.67,171.59,39.55,0.00,4.92,0.00,0.00,13.12,0.00,0.50,4.60,0.57,0.00
-0.00,0.61,155.22,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
1.00,0.61,176.53,40.69,0.00,4.92,0.00,-0.00,13.12,-0.00,0.50,4.60,0.57,0.00
1.00,0.55,168.68,38.88,0.00,4.92,0.00,0.00,13.12,0.00,0.50,4.60,0.57,0.00
0.69,0.49,167.38,26.62,0.00,4.92,0.00,0.31,13.12,0.94,0.50,4.60,0.57,0.00
0.00,0.45,148.88,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
-1.00,0.44,96.47,-24.12,0.50,4.92,0.57,0.50,13.12,1.51,-0.00,4.60,-0.00,0.00
0.00,0.50,148.46,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
1.00,0.50,175.45,40.44,0.00,4.92,0.00,-0.00,13.12,-0.00,0.50,4.60,0.57,0.00
0.00,0.44,151.62,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.50,0.44,162.81,18.76,0.00,3.64,0.00,0.50,14.16,1.63,0.50,4.08,0.51,0.00
0.00,0.41,124.20,0.00,0.50,3.64,0.42,0.50,14.16,1.63,0.50,4.08,0.51,0.00
0.00,0.40,148.21,0.00,0.50,3.64,0.42,0.50,14.16,1.63,0.50,4.08,0.51,0.00
