BattSchedule_MW,SOC_percent,EnergyPriceDA_€perMWh,EnergyProfit_€,aFRR_UpCapacity,aFRR_UpPrice_€perMW,aFRR_UpRev_€,FCRCapacity,FCRPrice_€perMW,FCRRev_€,aFRR_DownCapacity,aFRR_DownPrice_€perMW,aFRR_DownRev_€,CapacityObligation
0.00,0.64,44.91,0.00,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.50,0.64,100.90,11.63,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.50,0.51,110.66,12.75,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-1.00,0.39,-65.83,16.46,0.00,0.44,0.00,0.50,30.56,3.52,-0.00,33.68,-0.00,0.00
0.00,0.61,18.27,0.00,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
1.00,0.61,128.12,29.53,0.00,0.44,0.00,-0.00,30.56,-0.00,0.50,33.68,4.21,0.00
0.50,0.36,111.21,12.82,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-1.00,0.24,-99.96,24.99,0.00,0.44,0.00,0.50,30.56,3.52,-0.00,33.68,-0.00,0.00
0.00,0.46,47.43,0.00,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.00,0.46,85.31,0.00,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.00,0.46,37.95,0.00,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
-0.50,0.45,-20.15,2.52,0.00,0.44,0.00,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.00,0.57,33.33,0.00,0.50,0.44,0.05,0.50,30.56,3.52,0.50,33.68,4.21,0.00
0.00,0.57,11.98,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-0.03,0.56,0.13,-0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.57,54.91,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.56,37.40,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.56,62.65,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.56,64.97,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.55,47.54,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-1.00,0.55,-93.63,23.41,0.00,0.84,0.00,0.50,34.36,3.96,-0.00,29.24,-0.00,0.00
0.00,0.78,38.87,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.77,56.27,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.77,12.29,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.77,35.01,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-0.50,0.76,-1.29,0.16,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.87,40.17,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.00,0.87,47.39,0.00,0.50,0.84,0.10,0.50,34.36,3.96,0.50,29.24,3.65,0.00
0.50,0.87,93.82,10.81,0.00,0.84,0.00,0.50,34.36,3.96,0.50,29.24,3.65,0.00
-1.00,0.74,-99.91,24.98,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
0.00,0.97,64.17,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.66,0.96,117.06,17.87,0.00,3.20,0.00,0.34,27.68,2.15,0.50,4.76,0.59,0.00
1.00,0.80,156.25,36.01,0.00,3.20,0.00,-0.00,27.68,-0.00,0.50,4.76,0.59,0.00
-1.00,0.55,-65.59,16.40,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
-1.00,0.78,-61.59,15.40,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
1.00,1.00,162.18,37.38,0.00,3.20,0.00,0.00,27.68,0.00,0.00,4.76,0.00,0.00
1.00,0.75,178.38,41.11,0.00,3.20,0.00,-0.00,27.68,-0.00,0.50,4.76,0.59,0.00
0.00,0.50,66.27,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.00,0.50,57.16,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
-1.00,0.50,13.27,-3.32,0.50,3.20,0.37,0.50,27.68,3.19,-0.00,4.76,-0.00,0.00
0.50,0.72,123.31,14.21,0.00,3.20,0.00,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.00,0.60,27.79,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.00,0.59,77.25,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.50,0.59,138.11,15.92,0.00,3.20,0.00,0.50,27.68,3.19,0.50,4.76,0.59,0.00
-0.00,0.46,117.35,0.00,0.50,3.20,0.37,0.50,27.68,3.19,0.50,4.76,0.59,0.00
0.50,0.46,134.92,15.55,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.33,109.48,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.03,0.33,121.61,0.87,0.47,2.36,0.26,0.50,27.52,3.17,0.50,5.08,0.64,0.00
-1.00,0.32,-50.00,12.50,0.50,2.36,0.27,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
1.00,0.54,429.10,98.90,0.00,2.36,0.00,-0.00,27.52,-0.00,0.00,5.08,0.00,0.00
0.50,0.29,124.71,14.37,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
-1.00,0.17,-99.99,25.00,0.00,2.36,0.00,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
-1.00,0.40,-99.94,24.98,0.00,2.36,0.00,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
0.50,0.62,131.71,15.18,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.50,0.50,138.53,15.96,0.00,2.36,0.00,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.37,89.13,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
-1.00,0.37,-80.18,20.05,0.00,2.36,0.00,0.50,27.52,3.17,-0.00,5.08,-0.00,0.00
0.00,0.60,55.84,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.59,83.46,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.59,96.18,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.59,100.19,0.00,0.50,2.36,0.27,0.50,27.52,3.17,0.50,5.08,0.64,0.00
0.00,0.58,48.41,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
-1.00,0.58,-144.94,36.23,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
-0.00,0.80,120.66,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,0.80,344.94,79.50,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
-1.00,0.55,-144.95,36.24,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
-1.00,0.78,-149.99,37.50,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
0.00,1.00,50.23,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,1.00,702.80,161.99,0.00,8.84,0.00,-0.00,20.52,-0.00,0.00,2.40,0.00,0.00
0.00,0.75,121.33,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
0.00,0.74,49.57,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
0.96,0.74,160.70,35.48,0.00,8.84,0.00,0.04,20.52,0.20,0.00,2.40,0.00,0.00
0.00,0.50,74.80,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
0.50,0.50,152.32,17.55,0.00,8.84,0.00,0.50,20.52,2.36,0.00,2.40,0.00,0.00
0.50,0.37,152.32,17.55,0.00,8.84,0.00,0.50,20.52,2.36,0.00,2.40,0.00,0.00
-1.00,0.24,-63.40,15.85,0.50,8.84,1.02,0.50,20.52,2.36,-0.00,2.40,-0.00,0.00
0.00,0.46,74.75,0.00,0.50,8.84,1.02,0.50,20.52,2.36,0.50,2.40,0.30,0.00
1.00,0.46,595.00,137.14,0.00,1.72,0.00,-0.00,23.32,-0.00,0.00,5.16,0.00,0.00
0.00,0.21,114.56,0.00,0.50,1.72,0.20,0.50,23.32,2.69,0.50,5.16,0.65,0.00
-1.00,0.21,-149.99,37.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
-1.00,0.44,-149.99,37.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
0.50,0.66,156.61,18.05,0.00,1.72,0.00,0.50,23.32,2.69,0.50,5.16,0.65,0.00
0.00,0.54,112.94,0.00,0.50,1.72,0.20,0.50,23.32,2.69,0.50,5.16,0.65,0.00
0.00,0.53,65.71,0.00,0.50,1.72,0.20,0.50,23.32,2.69,0.50,5.16,0.65,0.00
-1.00,0.53,7.75,-1.94,0.50,1.72,0.20,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
1.00,0.75,184.92,42.62,0.00,1.72,0.00,-0.00,23.32,-0.00,0.50,5.16,0.65,0.00
1.00,0.51,163.97,37.79,0.00,1.72,0.00,-0.00,23.32,-0.00,0.50,5.16,0.65,0.00
-1.00,0.26,-50.00,12.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
-0.50,0.49,43.16,-5.39,0.50,1.72,0.20,0.50,23.32,2.69,0.50,5.16,0.65,0.00
1.00,0.60,260.69,60.09,0.00,1.72,0.00,-0.00,23.32,-0.00,0.00,5.16,0.00,0.00
1.00,0.35,303.22,69.89,0.00,1.72,0.00,-0.00,23.32,-0.00,0.00,5.16,0.00,0.00
-1.00,0.10,-99.90,24.98,0.00,1.72,0.00,-0.00,23.32,-0.00,-0.00,5.16,-0.00,0.00
-1.00,0.33,-149.99,37.50,0.00,1.72,0.00,0.50,23.32,2.69,-0.00,5.16,-0.00,0.00
1.00,0.56,192.99,44.48,0.00,0.56,0.00,-0.00,22.36,-0.00,0.50,39.96,5.00,0.00
-1.00,0.31,-99.94,24.98,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
1.00,0.54,60.73,14.00,0.00,0.56,0.00,0.00,22.36,0.00,0.50,39.96,5.00,0.00
-1.00,0.29,-149.99,37.50,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
-0.00,0.52,34.89,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-0.50,0.51,-48.60,6.08,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.50,0.63,56.51,6.51,0.00,0.56,0.00,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.00,0.50,-25.86,-0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.50,0.50,35.86,4.13,0.00,0.56,0.00,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-1.00,0.37,-149.99,37.50,0.00,0.56,0.00,0.50,22.36,2.58,-0.00,39.96,-0.00,0.00
0.00,0.60,10.78,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.50,0.60,54.70,6.30,0.00,0.56,0.00,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-0.50,0.47,-67.04,8.38,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
-0.00,0.58,32.86,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.00,0.58,2.01,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.00,0.58,16.16,0.00,0.50,0.56,0.06,0.50,22.36,2.58,0.50,39.96,5.00,0.00
0.00,0.57,-13.87,-0.00,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.00,0.57,10.44,0.00,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
-1.00,0.57,-99.97,24.99,0.50,1.44,0.17,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
0.06,0.79,36.38,0.52,0.44,1.44,0.15,0.50,24.76,2.85,0.50,33.32,4.17,0.00
-1.00,0.77,-149.99,37.50,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
-0.01,1.00,-9.87,0.04,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.00,1.00,72.94,0.00,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.00,1.00,77.87,0.00,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
-0.04,0.99,10.42,-0.11,0.50,1.44,0.17,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.14,1.00,122.40,3.98,0.36,1.44,0.12,0.50,24.76,2.85,0.50,33.32,4.17,0.00
0.68,0.96,174.36,27.44,0.00,1.44,0.00,0.32,24.76,1.81,0.50,33.32,4.17,0.00
1.00,0.79,173.12,39.90,0.00,1.44,0.00,-0.00,24.76,-0.00,0.50,33.32,4.17,0.00
-1.00,0.55,-99.94,24.98,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
-1.00,0.77,-149.99,37.50,0.00,1.44,0.00,0.50,24.76,2.85,-0.00,33.32,-0.00,0.00
1.00,1.00,499.92,115.23,0.00,1.44,0.00,-0.00,24.76,-0.00,-0.00,33.32,-0.00,0.00
1.00,0.75,334.08,77.00,0.00,1.44,0.00,-0.00,24.76,-0.00,0.50,33.32,4.17,0.00
0.00,0.50,143.92,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.50,143.06,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.50,196.27,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.49,188.60,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.49,155.52,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.49,199.74,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.48,171.59,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.48,155.22,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.48,176.53,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.47,168.68,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.47,167.38,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.47,148.88,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
-0.50,0.46,96.47,-12.06,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.57,148.46,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.57,175.45,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.57,151.62,0.00,0.50,4.92,0.57,0.50,13.12,1.51,0.50,4.60,0.57,0.00
0.00,0.56,162.81,0.00,0.50,3.64,0.42,0.50,14.16,1.63,0.50,4.08,0.51,0.00
0.00,0.56,124.20,0.00,0.50,3.64,0.42,0.50,14.16,1.63,0.50,4.08,0.51,0.00
0.00,0.56,148.21,0.00,0.50,3.64,0.42,0.50,14.16,1.63,0.50,4.08,0.51,0.00
