BattSchedule_MW,SOC_percent,EnergyPriceDA_JPYperMWh,EnergyProfit_JPY,primaryCapacity,primaryPrice_JPYperMW,primaryRev_JPY,secondary_1Capacity,secondary_1Price_JPYperMW,secondary_1Rev_JPY,tertiary_1Capacity,tertiary_1Price_JPYperMW,tertiary_1Rev_JPY,tertiary_2Capacity,tertiary_2Price_JPYperMW,tertiary_2Rev_JPY,secondary_2Capacity,secondary_2Price_JPYperMW,secondary_2Rev_JPY,CapacityObligation
0.20,0.50,12200.00,1124.78,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.30,820.00,113.40,0.00,0.00,0.00,0.00
-0.00,0.47,11300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.50,820.00,189.00,0.00,0.00,0.00,0.00
-0.00,0.47,10970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.50,820.00,189.00,0.00,0.00,0.00,0.00
-0.00,0.47,10860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.50,820.00,189.00,0.00,0.00,0.00,0.00
-0.00,0.47,10690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.50,820.00,189.00,0.00,0.00,0.00,0.00
-0.00,0.47,10690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.50,820.00,189.00,0.00,0.00,0.00,0.00
-0.00,0.47,10520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.50,720.00,165.95,0.00,0.00,0.00,0.00
-0.00,0.47,10370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.50,720.00,165.95,0.00,0.00,0.00,0.00
-0.00,0.47,10370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.50,720.00,165.95,0.00,0.00,0.00,0.00
-0.00,0.47,10370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.50,720.00,165.95,0.00,0.00,0.00,0.00
-0.00,0.47,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.50,720.00,165.95,0.00,0.00,0.00,0.00
-0.00,0.47,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.50,720.00,165.95,0.00,0.00,0.00,0.00
0.09,0.47,10470.00,452.48,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.41,760.00,142.33,0.00,0.00,0.00,0.00
0.03,0.46,10460.00,150.68,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.47,760.00,164.22,0.00,0.00,0.00,0.00
0.50,0.46,11040.00,2544.59,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.00,760.00,0.00,0.00,0.00,0.00,0.00
0.50,0.40,10820.00,2493.89,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.00,760.00,0.00,0.00,0.00,0.00,0.00
0.38,0.33,10000.00,1728.66,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.12,760.00,43.79,0.00,0.00,0.00,0.00
-0.00,0.29,8870.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.00,760.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.29,5670.00,-1417.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9920.00,2286.45,0.00,1220.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.35,1000.00,-250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9920.00,2286.45,0.00,1220.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.40,1000.00,-250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9920.00,2286.45,0.00,1220.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.46,40.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9920.00,2286.45,0.00,1220.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.52,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9920.00,2286.45,0.00,1220.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.58,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9920.00,2286.45,0.00,1220.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.63,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7100.00,1636.47,0.00,960.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.69,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7100.00,1636.47,0.00,960.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.75,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7100.00,1636.47,0.00,960.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.81,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7100.00,1636.47,0.00,960.00,0.00,0.00,0.00,0.00,0.00
-0.68,0.86,10.00,-3.41,0.00,0.00,0.00,0.00,0.00,0.00,0.32,7100.00,1039.10,0.00,960.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.94,1000.00,-250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7100.00,1636.47,0.00,960.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,5000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
0.00,1.00,7250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
-0.00,1.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
-0.00,1.00,11290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
-0.00,1.00,11290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
-0.00,1.00,11600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
0.50,1.00,11810.00,2722.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,0.00,0.50,800.00,184.39,0.00,0.00,0.00,0.00
0.50,0.94,11850.00,2731.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,0.00,0.50,800.00,184.39,0.00,0.00,0.00,0.00
0.50,0.88,11820.00,2724.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,0.00,0.50,800.00,184.39,0.00,0.00,0.00,0.00
0.50,0.81,11830.00,2726.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,0.00,0.50,800.00,184.39,0.00,0.00,0.00,0.00
0.50,0.75,11820.00,2724.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,0.00,0.50,800.00,184.39,0.00,0.00,0.00,0.00
-0.00,0.69,11730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,260.00,59.93,0.50,800.00,184.39,0.00,0.00,0.00,0.00
0.50,0.69,11710.00,2699.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,180.00,41.49,0.00,0.00,0.00,0.00
0.70,0.62,11720.00,3781.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,180.00,24.89,0.00,0.00,0.00,0.00
0.50,0.54,11700.00,2696.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,180.00,41.49,0.00,0.00,0.00,0.00
0.00,0.47,10980.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,180.00,41.49,0.00,0.00,0.00,0.00
0.00,0.47,11290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,180.00,41.49,0.00,0.00,0.00,0.00
0.00,0.47,10910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,180.00,41.49,0.00,0.00,0.00,0.00
0.00,0.47,11290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.50,120.00,27.66,0.00,0.00,0.00,0.00
0.00,0.47,10560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.50,120.00,27.66,0.00,0.00,0.00,0.00
0.00,0.47,10770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.50,120.00,27.66,0.00,0.00,0.00,0.00
0.00,0.47,10230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.50,120.00,27.66,0.00,0.00,0.00,0.00
0.00,0.47,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.50,120.00,27.66,0.00,0.00,0.00,0.00
0.00,0.47,10550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.50,120.00,27.66,0.00,0.00,0.00,0.00
0.00,0.47,10710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,300.00,69.15,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.47,10500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,300.00,69.15,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.47,10660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,300.00,69.15,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.47,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,300.00,69.15,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.47,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,300.00,69.15,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.47,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,300.00,69.15,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.47,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11620.00,2678.28,0.50,900.00,207.44,0.00,0.00,0.00,0.00
-0.00,0.47,10460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11620.00,2678.28,0.50,900.00,207.44,0.00,0.00,0.00,0.00
0.00,0.47,11060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11620.00,2678.28,0.50,900.00,207.44,0.00,0.00,0.00,0.00
0.17,0.47,11290.00,899.70,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11620.00,2678.28,0.33,900.00,135.72,0.00,0.00,0.00,0.00
