BattSchedule_MW,SOC_percent,EnergyPriceDA_JPYperMWh,EnergyProfit_JPY,primaryCapacity,primaryPrice_JPYperMW,primaryRev_JPY,secondary_1Capacity,secondary_1Price_JPYperMW,secondary_1Rev_JPY,tertiary_1Capacity,tertiary_1Price_JPYperMW,tertiary_1Rev_JPY,tertiary_2Capacity,tertiary_2Price_JPYperMW,tertiary_2Rev_JPY,secondary_2Capacity,secondary_2Price_JPYperMW,secondary_2Rev_JPY,CapacityObligation
0.00,0.50,23700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
0.00,0.50,23660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
0.00,0.50,23300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
0.00,0.50,23540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
-0.36,0.50,23000.00,-4195.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
0.00,0.56,23660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
0.00,0.56,23000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,3020.00,573.72,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
0.00,0.56,23000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,3020.00,573.72,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
0.00,0.56,22000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,3020.00,573.72,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
0.00,0.56,21860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,3020.00,573.72,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
0.00,0.56,21790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,3020.00,573.72,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
0.09,0.56,21300.00,862.98,0.00,0.00,0.00,0.00,0.00,0.00,0.41,3020.00,573.72,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
0.12,0.54,21790.00,1177.11,0.00,0.00,0.00,0.00,0.00,0.00,0.38,3020.00,532.93,0.50,6120.00,1410.59,0.00,0.00,0.00,0.00
0.16,0.52,22800.00,1642.23,0.00,0.00,0.00,0.00,0.00,0.00,0.34,3020.00,478.55,0.50,6120.00,1410.59,0.00,0.00,0.00,0.00
0.50,0.50,23660.00,5453.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3020.00,0.00,0.50,6120.00,1410.59,0.00,0.00,0.00,0.00
0.38,0.41,22710.00,3925.80,0.00,0.00,0.00,0.00,0.00,0.00,0.12,3020.00,174.02,0.50,6120.00,1410.59,0.00,0.00,0.00,0.00
0.50,0.35,21350.00,4920.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3020.00,0.00,0.50,6120.00,1410.59,0.00,0.00,0.00,0.00
0.25,0.27,17620.00,2030.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3020.00,0.00,0.33,6120.00,940.39,0.00,0.00,0.00,0.00
0.75,0.23,16000.00,5531.73,0.00,0.00,0.00,0.00,0.00,0.00,0.25,9140.00,1053.33,0.00,5500.00,0.00,0.00,0.00,0.00,0.00
-1.00,0.10,5000.00,-2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9140.00,0.00,0.00,5500.00,0.00,0.00,0.00,0.00,0.00
-0.69,0.25,5000.00,-1731.70,0.00,0.00,0.00,0.00,0.00,0.00,0.31,9140.00,1294.83,0.00,5500.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.36,20.00,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9140.00,2106.67,0.00,5500.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.44,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9140.00,2106.67,0.00,5500.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.51,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9140.00,2106.67,0.00,5500.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.59,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,14000.00,3226.84,0.00,5040.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.67,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,14000.00,3226.84,0.00,5040.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.74,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,14000.00,3226.84,0.00,5040.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.82,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,14000.00,3226.84,0.00,5040.00,0.00,0.00,0.00,0.00,0.00
