BattSchedule_MW,SOC_percent,EnergyPriceDA_JPYperMWh,EnergyProfit_JPY,primaryCapacity,primaryPrice_JPYperMW,primaryRev_JPY,secondary_1Capacity,secondary_1Price_JPYperMW,secondary_1Rev_JPY,tertiary_1Capacity,tertiary_1Price_JPYperMW,tertiary_1Rev_JPY,tertiary_2Capacity,tertiary_2Price_JPYperMW,tertiary_2Rev_JPY,secondary_2Capacity,secondary_2Price_JPYperMW,secondary_2Rev_JPY,CapacityObligation
0.00,1.00,21330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,10140.00,1558.10,0.00,0.00,0.00,0.00
0.00,1.00,21300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,10140.00,1558.10,0.00,0.00,0.00,0.00
0.00,1.00,21300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,10140.00,1558.10,0.00,0.00,0.00,0.00
-0.00,1.00,21350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
-0.00,1.00,21300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
-0.00,1.00,21350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
-0.00,1.00,21290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
0.00,1.00,21290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
0.00,1.00,19830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
0.00,1.00,19830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,4080.00,626.93,0.00,0.00,0.00,0.00
-0.00,1.00,21300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,4080.00,626.93,0.00,0.00,0.00,0.00
-0.00,1.00,21350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,4080.00,626.93,0.00,0.00,0.00,0.00
0.00,1.00,21860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,4080.00,626.93,0.00,0.00,0.00,0.00
0.00,1.00,21790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,4080.00,626.93,0.00,0.00,0.00,0.00
-0.00,1.00,21290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,4080.00,626.93,0.00,0.00,0.00,0.00
0.00,1.00,17270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,9140.00,1404.44,0.27,4700.00,577.76,0.00,0.00,0.00,0.00
0.00,1.00,16450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,9140.00,1404.44,0.27,4700.00,577.76,0.00,0.00,0.00,0.00
0.00,1.00,17650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,9140.00,1404.44,0.27,4700.00,577.76,0.00,0.00,0.00,0.00
0.00,1.00,17140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,9140.00,1404.44,0.27,4700.00,577.76,0.00,0.00,0.00,0.00
0.10,1.00,16990.00,777.70,0.00,0.00,0.00,0.00,0.00,0.00,0.33,9140.00,1404.44,0.27,4700.00,577.76,0.00,0.00,0.00,0.00
0.43,0.95,15640.00,3122.51,0.00,0.00,0.00,0.00,0.00,0.00,0.33,9140.00,1404.44,0.23,4700.00,506.05,0.00,0.00,0.00,0.00
0.00,0.73,13590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.09,3100.00,127.47,0.00,0.00,0.00,0.00
0.00,0.73,12190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.09,3100.00,127.47,0.00,0.00,0.00,0.00
-0.58,0.73,9490.00,-2740.07,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.09,3100.00,127.47,0.00,0.00,0.00,0.00
0.00,1.00,11730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.27,3100.00,381.07,0.00,0.00,0.00,0.00
0.00,1.00,16990.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.27,3100.00,381.07,0.00,0.00,0.00,0.00
-0.00,1.00,17800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.27,3100.00,381.07,0.00,0.00,0.00,0.00
0.00,1.00,17660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,4280.00,657.66,0.00,0.00,0.00,0.00
-0.00,1.00,18320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,4280.00,657.66,0.00,0.00,0.00,0.00
0.00,1.00,20010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,4280.00,657.66,0.00,0.00,0.00,0.00
-0.00,1.00,21950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,4280.00,657.66,0.00,0.00,0.00,0.00
-0.00,1.00,22910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,4280.00,657.66,0.00,0.00,0.00,0.00
0.00,1.00,22000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,4280.00,657.66,0.00,0.00,0.00,0.00
0.00,1.00,22800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,880.00,135.22,0.00,0.00,0.00,0.00
-0.00,1.00,22910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,880.00,135.22,0.00,0.00,0.00,0.00
0.00,1.00,22910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,880.00,135.22,0.00,0.00,0.00,0.00
-0.00,1.00,23070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,880.00,135.22,0.00,0.00,0.00,0.00
0.00,1.00,23010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,880.00,135.22,0.00,0.00,0.00,0.00
0.00,1.00,23010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,880.00,135.22,0.00,0.00,0.00,0.00
-0.00,1.00,23000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9720.00,1493.57,0.00,0.00,0.00,0.00
0.00,1.00,23090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9720.00,1493.57,0.00,0.00,0.00,0.00
0.00,1.00,23080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9720.00,1493.57,0.00,0.00,0.00,0.00
0.00,1.00,23090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9720.00,1493.57,0.00,0.00,0.00,0.00
0.00,1.00,23070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9720.00,1493.57,0.00,0.00,0.00,0.00
0.00,1.00,22450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9720.00,1493.57,0.00,0.00,0.00,0.00
-0.00,1.00,22970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,17620.00,2707.47,0.00,0.00,0.00,0.00
0.00,1.00,21860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,17620.00,2707.47,0.00,0.00,0.00,0.00
0.00,1.00,21950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,17620.00,2707.47,0.00,0.00,0.00,0.00
0.00,1.00,21860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,17620.00,2707.47,0.00,0.00,0.00,0.00
0.00,1.00,21590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,17620.00,2707.47,0.00,0.00,0.00,0.00
0.00,1.00,21790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,17620.00,2707.47,0.00,0.00,0.00,0.00
0.00,1.00,21860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
0.00,1.00,21570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
-0.00,1.00,21790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
-0.00,1.00,21290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
-0.00,1.00,21790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
0.00,1.00,21500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
0.00,1.00,21300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,4260.00,654.59,0.00,0.00,0.00,0.00
0.00,1.00,21790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,4260.00,654.59,0.00,0.00,0.00,0.00
-0.00,1.00,22540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,4260.00,654.59,0.00,0.00,0.00,0.00
0.30,1.00,23280.00,3219.46,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,4260.00,654.59,0.00,0.00,0.00,0.00
0.50,0.85,23000.00,5301.24,0.00,0.00,0.00,0.00,0.00,0.00,0.17,3020.00,232.03,0.33,4260.00,654.59,0.00,0.00,0.00,0.00
0.25,0.60,21350.00,2460.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3020.00,0.00,0.33,4260.00,654.59,0.00,0.00,0.00,0.00
0.00,0.47,17660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,9140.00,1053.33,0.00,3560.00,0.00,0.00,0.00,0.00,0.00
0.75,0.47,16000.00,5531.73,0.00,0.00,0.00,0.00,0.00,0.00,0.25,9140.00,1053.33,0.00,3560.00,0.00,0.00,0.00,0.00,0.00
-0.00,0.10,12190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,9140.00,-0.00,0.00,3560.00,0.00,0.00,0.00,0.00,0.00
0.00,0.10,5000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,9140.00,-0.00,0.00,3560.00,0.00,0.00,0.00,0.00,0.00
-1.00,0.10,20.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,9140.00,-0.00,0.00,3560.00,0.00,0.00,0.00,0.00,0.00
-0.69,0.56,10.00,-3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.31,9140.00,1294.83,0.00,3560.00,0.00,0.00,0.00,0.00,0.00
-0.26,0.88,10.00,-1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.19,2380.00,205.01,0.00,0.00,0.00,0.00
0.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.27,2380.00,292.57,0.00,0.00,0.00,0.00
0.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.27,2380.00,292.57,0.00,0.00,0.00,0.00
0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.27,2380.00,292.57,0.00,0.00,0.00,0.00
-0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.27,2380.00,292.57,0.00,0.00,0.00,0.00
-0.00,1.00,4460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14000.00,2151.23,0.27,2380.00,292.57,0.00,0.00,0.00,0.00
-0.00,1.00,13350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,3920.00,602.34,0.00,0.00,0.00,0.00
-0.00,1.00,17500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,3920.00,602.34,0.00,0.00,0.00,0.00
-0.00,1.00,19600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,3920.00,602.34,0.00,0.00,0.00,0.00
-0.00,1.00,22730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,3920.00,602.34,0.00,0.00,0.00,0.00
0.00,1.00,23510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,3920.00,602.34,0.00,0.00,0.00,0.00
0.00,1.00,23010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,3920.00,602.34,0.00,0.00,0.00,0.00
0.00,1.00,23450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1520.00,233.56,0.00,0.00,0.00,0.00
-0.00,1.00,23770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1520.00,233.56,0.00,0.00,0.00,0.00
-0.00,1.00,24130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1520.00,233.56,0.00,0.00,0.00,0.00
0.00,1.00,23500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1520.00,233.56,0.00,0.00,0.00,0.00
0.00,1.00,23710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1520.00,233.56,0.00,0.00,0.00,0.00
0.00,1.00,23260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1520.00,233.56,0.00,0.00,0.00,0.00
0.00,1.00,23000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,8800.00,1352.20,0.00,0.00,0.00,0.00
0.00,1.00,21950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,8800.00,1352.20,0.00,0.00,0.00,0.00
0.00,1.00,21860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,8800.00,1352.20,0.00,0.00,0.00,0.00
0.00,1.00,21290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,8800.00,1352.20,0.00,0.00,0.00,0.00
-0.00,1.00,21310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,8800.00,1352.20,0.00,0.00,0.00,0.00
0.00,1.00,19830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,8800.00,1352.20,0.00,0.00,0.00,0.00
-0.00,1.00,21310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14460.00,2221.91,0.00,0.00,0.00,0.00
0.00,1.00,19830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14460.00,2221.91,0.00,0.00,0.00,0.00
0.00,1.00,19830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14460.00,2221.91,0.00,0.00,0.00,0.00
0.00,1.00,19970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14460.00,2221.91,0.00,0.00,0.00,0.00
0.00,1.00,19830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14460.00,2221.91,0.00,0.00,0.00,0.00
0.00,1.00,20730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14460.00,2221.91,0.00,0.00,0.00,0.00
0.00,1.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
-0.00,1.00,19830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
-0.00,1.00,19830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
-0.00,1.00,19970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
0.00,1.00,21290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
0.00,1.00,19830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,9220.00,1416.74,0.00,0.00,0.00,0.00
0.00,1.00,21300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,3820.00,586.98,0.00,0.00,0.00,0.00
-0.00,1.00,21860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,3820.00,586.98,0.00,0.00,0.00,0.00
-0.00,1.00,23750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,3820.00,586.98,0.00,0.00,0.00,0.00
0.40,1.00,25110.00,4630.06,0.00,0.00,0.00,0.00,0.00,0.00,0.27,3020.00,371.24,0.33,3820.00,586.98,0.00,0.00,0.00,0.00
0.00,0.80,23580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,3020.00,185.62,0.33,3820.00,586.98,0.00,0.00,0.00,0.00
