BattSchedule_MW,SOC_percent,EnergyPriceDA_JPYperMWh,EnergyProfit_JPY,primaryCapacity,primaryPrice_JPYperMW,primaryRev_JPY,secondary_1Capacity,secondary_1Price_JPYperMW,secondary_1Rev_JPY,tertiary_1Capacity,tertiary_1Price_JPYperMW,tertiary_1Rev_JPY,tertiary_2Capacity,tertiary_2Price_JPYperMW,tertiary_2Rev_JPY,secondary_2Capacity,secondary_2Price_JPYperMW,secondary_2Rev_JPY,CapacityObligation
0.00,0.50,12200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.03,820.00,12.60,0.00,0.00,0.00,0.00
-0.09,0.50,11300.00,-497.09,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.03,820.00,12.60,0.00,0.00,0.00,0.00
-0.44,0.52,10970.00,-2411.36,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.06,820.00,22.82,0.00,0.00,0.00,0.00
-0.30,0.62,10860.00,-1653.56,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.20,820.00,73.89,0.00,0.00,0.00,0.00
0.00,0.69,10690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.29,820.00,109.27,0.00,0.00,0.00,0.00
0.00,0.69,10690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8060.00,1857.74,0.29,820.00,109.27,0.00,0.00,0.00,0.00
0.00,0.69,10520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.29,720.00,95.94,0.00,0.00,0.00,0.00
0.00,0.69,10370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.29,720.00,95.94,0.00,0.00,0.00,0.00
0.00,0.69,10370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.29,720.00,95.94,0.00,0.00,0.00,0.00
0.00,0.69,10370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.29,720.00,95.94,0.00,0.00,0.00,0.00
0.00,0.69,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.29,720.00,95.94,0.00,0.00,0.00,0.00
0.00,0.69,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,10000.00,2304.89,0.29,720.00,95.94,0.00,0.00,0.00,0.00
0.00,0.69,10470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.29,760.00,101.27,0.00,0.00,0.00,0.00
0.21,0.69,10460.00,1017.10,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.29,760.00,101.27,0.00,0.00,0.00,0.00
0.28,0.64,11040.00,1431.33,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.22,760.00,76.64,0.00,0.00,0.00,0.00
0.38,0.57,10820.00,1870.42,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.12,760.00,43.79,0.00,0.00,0.00,0.00
-0.00,0.47,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.00,760.00,0.00,0.00,0.00,0.00,0.00
0.12,0.47,8870.00,507.52,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8160.00,1880.79,0.00,760.00,0.00,0.00,0.00,0.00,0.00
0.54,0.44,5670.00,1415.01,0.00,0.00,0.00,0.00,0.00,0.00,0.46,9920.00,2097.25,0.00,1220.00,0.00,0.00,0.00,0.00,0.00
-0.72,0.31,1000.00,-360.92,0.00,0.00,0.00,0.00,0.00,0.00,0.28,9920.00,1272.03,0.00,1220.00,0.00,0.00,0.00,0.00,0.00
-0.50,0.47,1000.00,-250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9920.00,2286.45,0.00,1220.00,0.00,0.00,0.00,0.00,0.00
-0.35,0.59,40.00,-6.93,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9920.00,2286.45,0.15,1220.00,86.42,0.00,0.00,0.00,0.00
-0.24,0.67,10.00,-1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9920.00,2286.45,0.26,1220.00,146.28,0.00,0.00,0.00,0.00
-0.17,0.73,10.00,-0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.50,9920.00,2286.45,0.33,1220.00,187.74,0.00,0.00,0.00,0.00
-0.50,0.76,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7100.00,1636.47,0.00,960.00,0.00,0.00,0.00,0.00,0.00
-0.03,0.88,10.00,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7100.00,1636.47,0.47,960.00,210.05,0.00,0.00,0.00,0.00
0.00,0.88,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7100.00,1636.47,0.50,960.00,221.27,0.00,0.00,0.00,0.00
-0.50,0.88,10.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7100.00,1636.47,0.00,960.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7100.00,1636.47,0.50,960.00,221.27,0.00,0.00,0.00,0.00
0.00,1.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7100.00,1636.47,0.50,960.00,221.27,0.00,0.00,0.00,0.00
-0.00,1.00,5000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
-0.00,1.00,7250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
-0.00,1.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
-0.00,1.00,11290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
0.00,1.00,11290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
-0.00,1.00,11600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,15560.00,3586.40,0.50,2120.00,488.64,0.00,0.00,0.00,0.00
-0.00,1.00,11810.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,260.00,59.93,0.50,800.00,184.39,0.00,0.00,0.00,0.00
-0.00,1.00,11850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,260.00,59.93,0.50,800.00,184.39,0.00,0.00,0.00,0.00
-0.00,1.00,11820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,260.00,59.93,0.50,800.00,184.39,0.00,0.00,0.00,0.00
-0.00,1.00,11830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,260.00,59.93,0.50,800.00,184.39,0.00,0.00,0.00,0.00
-0.00,1.00,11820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,260.00,59.93,0.50,800.00,184.39,0.00,0.00,0.00,0.00
-0.00,1.00,11730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,260.00,59.93,0.50,800.00,184.39,0.00,0.00,0.00,0.00
0.17,1.00,11710.00,943.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,180.00,41.49,0.00,0.00,0.00,0.00
0.50,0.96,11720.00,2701.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,180.00,41.49,0.00,0.00,0.00,0.00
0.00,0.83,11700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,180.00,41.49,0.00,0.00,0.00,0.00
0.00,0.83,10980.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,180.00,41.49,0.00,0.00,0.00,0.00
0.00,0.83,11290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,180.00,41.49,0.00,0.00,0.00,0.00
0.00,0.83,10910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,180.00,41.49,0.00,0.00,0.00,0.00
0.00,0.83,11290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.48,120.00,26.28,0.00,0.00,0.00,0.00
0.00,0.83,10560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.48,120.00,26.28,0.00,0.00,0.00,0.00
0.00,0.83,10770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.48,120.00,26.28,0.00,0.00,0.00,0.00
0.00,0.83,10230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.48,120.00,26.28,0.00,0.00,0.00,0.00
0.00,0.83,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.48,120.00,26.28,0.00,0.00,0.00,0.00
0.00,0.83,10550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,8220.00,1894.62,0.48,120.00,26.28,0.00,0.00,0.00,0.00
0.00,0.83,10710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,300.00,65.70,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.83,10500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,300.00,65.70,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.83,10660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,300.00,65.70,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.83,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,300.00,65.70,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.83,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,300.00,65.70,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.83,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,300.00,65.70,0.50,1460.00,336.51,0.00,0.00,0.00,0.00
0.00,0.83,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11620.00,2678.28,0.48,900.00,197.11,0.00,0.00,0.00,0.00
0.02,0.83,10460.00,120.07,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11620.00,2678.28,0.48,900.00,197.11,0.00,0.00,0.00,0.00
0.03,0.83,11060.00,169.28,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11620.00,2678.28,0.47,900.00,193.66,0.00,0.00,0.00,0.00
0.50,0.82,11290.00,2602.22,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11620.00,2678.28,0.00,900.00,0.00,0.00,0.00,0.00,0.00
0.21,0.69,11090.00,1078.36,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11620.00,2678.28,0.29,900.00,119.93,0.00,0.00,0.00,0.00
0.28,0.64,10430.00,1352.25,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11620.00,2678.28,0.22,900.00,90.75,0.00,0.00,0.00,0.00
0.38,0.57,10000.00,1728.66,0.00,0.00,0.00,0.00,0.00,0.00,0.50,14640.00,3374.35,0.12,1320.00,76.06,0.00,0.00,0.00,0.00
-0.41,0.47,6000.00,-1220.23,0.00,0.00,0.00,0.00,0.00,0.00,0.50,14640.00,3374.35,0.00,1320.00,0.00,0.00,0.00,0.00,0.00
0.38,0.57,7920.00,1369.10,0.00,0.00,0.00,0.00,0.00,0.00,0.50,14640.00,3374.35,0.12,1320.00,76.06,0.00,0.00,0.00,0.00
-0.00,0.47,5010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,14640.00,3374.35,0.00,1320.00,0.00,0.00,0.00,0.00,0.00
-0.40,0.47,3120.00,-625.57,0.00,0.00,0.00,0.00,0.00,0.00,0.50,14640.00,3374.35,0.00,1320.00,0.00,0.00,0.00,0.00,0.00
-0.38,0.57,2120.00,-399.37,0.00,0.00,0.00,0.00,0.00,0.00,0.50,14640.00,3374.35,0.12,1320.00,74.99,0.00,0.00,0.00,0.00
