BattSchedule_MW,SOC_percent,EnergyPriceDA_JPYperMWh,EnergyProfit_JPY,primaryCapacity,primaryPrice_JPYperMW,primaryRev_JPY,secondary_1Capacity,secondary_1Price_JPYperMW,secondary_1Rev_JPY,tertiary_1Capacity,tertiary_1Price_JPYperMW,tertiary_1Rev_JPY,tertiary_2Capacity,tertiary_2Price_JPYperMW,tertiary_2Rev_JPY,secondary_2Capacity,secondary_2Price_JPYperMW,secondary_2Rev_JPY,CapacityObligation
0.20,0.50,23700.00,2185.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
0.00,0.47,23660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
0.00,0.47,23300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
0.00,0.47,23540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
0.00,0.47,23000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
0.00,0.47,23660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,4760.00,1097.13,0.00,0.00,0.00,0.00
0.00,0.47,23000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,3020.00,696.08,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
0.00,0.47,23000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,3020.00,696.08,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
0.00,0.47,22000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,3020.00,696.08,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
-0.00,0.47,21860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,3020.00,696.08,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
-0.00,0.47,21790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,3020.00,696.08,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
-0.00,0.47,21300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,3020.00,696.08,0.50,3600.00,829.76,0.00,0.00,0.00,0.00
-0.00,0.47,21790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,3020.00,696.08,0.50,6120.00,1410.59,0.00,0.00,0.00,0.00
