BattSchedule_MW,SOC_percent,EnergyPriceDA_AUDperMWh,EnergyProfit_AUD,L1SCapacity,L1SPrice_AUDperMW,L1SRev_AUD,R6SCapacity,R6SPrice_AUDperMW,R6SRev_AUD,R1SCapacity,R1SPrice_AUDperMW,R1SRev_AUD,R60SCapacity,R60SPrice_AUDperMW,R60SRev_AUD,L60SCapacity,L60SPrice_AUDperMW,L60SRev_AUD,RREGCapacity,RREGPrice_AUDperMW,RREGRev_AUD,LREGCapacity,LREGPrice_AUDperMW,LREGRev_AUD,R5MCapacity,R5MPrice_AUDperMW,R5MRev_AUD,L6SCapacity,L6SPrice_AUDperMW,L6SRev_AUD,CapacityObligation
0.00,0.50,51.47,0.00,0.00,0.00,0.00,0.07,0.59,0.04,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.35,0.00,0.50,2.37,1.09,0.50,3.25,1.63,0.43,0.41,0.16,0.50,0.17,0.09,0.00
0.00,0.46,40.74,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.21,0.41,0.08,-0.00,0.39,-0.00,0.50,3.79,1.75,0.50,3.06,1.53,0.29,0.40,0.11,0.50,0.20,0.10,0.00
0.00,0.42,43.22,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.28,0.43,0.11,0.00,0.39,0.00,0.50,3.41,1.57,0.50,3.47,1.74,0.22,0.39,0.08,0.50,0.27,0.13,0.00
0.02,0.39,41.87,0.71,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.42,1.12,0.47,0.50,3.36,1.55,0.50,3.33,1.67,0.48,0.40,0.18,0.08,0.27,0.02,0.00
0.22,0.34,37.38,7.57,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.39,0.00,0.50,3.51,1.62,0.50,2.91,1.45,0.28,0.39,0.10,0.50,0.19,0.10,0.00
0.00,0.10,30.00,0.00,0.00,0.00,0.00,0.31,0.40,0.11,0.00,0.00,0.00,0.00,0.39,0.00,0.50,0.37,0.19,0.50,1.89,0.87,0.50,3.14,1.57,0.19,0.39,0.07,-0.00,0.17,-0.00,0.00
0.00,0.10,0.26,0.00,0.00,0.00,0.00,0.31,0.19,0.05,0.00,0.00,0.00,0.00,0.22,0.00,0.50,0.41,0.21,0.50,4.89,2.25,0.50,2.83,1.42,0.19,0.33,0.06,-0.00,0.30,-0.00,0.00
0.00,0.10,-37.00,-0.00,0.00,0.00,0.00,0.07,0.34,0.02,0.00,0.00,0.00,0.43,0.38,0.15,0.50,0.78,0.39,0.50,7.73,3.56,0.50,2.52,1.26,0.00,0.38,0.00,-0.00,0.37,-0.00,0.00
0.00,0.10,-65.22,-0.00,0.00,0.00,0.00,0.07,0.30,0.02,0.00,0.00,0.00,0.43,0.38,0.15,0.50,9.94,4.97,0.50,2.17,1.00,0.50,6.18,3.09,0.00,0.38,0.00,-0.00,1.13,-0.00,0.00
0.00,0.10,-83.69,-0.00,0.00,0.00,0.00,0.07,0.39,0.03,0.00,0.00,0.00,0.43,0.44,0.17,0.50,13.42,6.71,0.50,4.78,2.21,0.50,6.66,3.33,0.00,0.39,0.00,0.00,3.45,0.00,0.00
