BattSchedule_MW,SOC_percent,EnergyPriceDA_USDperMWh,EnergyProfit_USD,non_spinCapacity,non_spinPrice_USDperMW,non_spinRev_USD,spinCapacity,spinPrice_USDperMW,spinRev_USD,reg_downCapacity,reg_downPrice_USDperMW,reg_downRev_USD,reg_upCapacity,reg_upPrice_USDperMW,reg_upRev_USD,CapacityObligation
0.00,0.25,131.84,0.00,0.00,0.12,0.00,0.50,0.85,0.39,0.25,9.00,2.25,0.25,0.85,0.20,0.00
0.00,0.25,129.17,0.00,0.00,0.13,0.00,0.50,2.80,1.29,0.25,5.00,1.25,0.25,4.36,1.00,0.00
0.00,0.25,123.00,0.00,0.00,0.12,0.00,0.50,1.14,0.53,0.25,8.08,2.02,0.00,1.15,0.00,0.00
0.00,0.25,121.65,0.00,0.00,0.12,0.00,0.50,1.14,0.53,0.25,4.33,1.08,0.00,1.14,0.00,0.00
0.00,0.26,117.81,0.00,0.00,0.12,0.00,0.50,1.14,0.53,0.25,4.00,1.00,0.00,1.15,0.00,0.00
0.00,0.26,118.52,0.00,0.00,0.12,0.00,0.50,1.15,0.53,0.25,4.35,1.09,0.00,1.16,0.00,0.00
0.00,0.27,129.95,0.00,0.00,0.12,0.00,0.50,4.32,1.99,0.25,5.49,1.37,0.25,4.33,1.00,0.00
0.25,0.26,148.83,34.30,0.00,0.12,0.00,0.50,9.99,4.61,0.25,5.57,1.39,0.25,11.99,2.76,0.00
0.37,0.20,143.57,49.26,0.00,0.11,0.00,0.38,4.98,1.73,0.25,9.00,2.25,0.25,11.98,2.76,0.00
0.00,0.10,121.34,0.00,0.00,0.11,0.00,0.00,4.98,0.00,0.25,14.32,3.58,0.25,9.25,2.13,0.00
-0.52,0.10,108.76,-56.79,0.00,0.11,0.00,0.25,0.50,0.11,0.25,9.00,2.25,0.00,1.83,0.00,0.00
-0.75,0.23,103.86,-77.89,0.00,0.11,0.00,0.50,0.50,0.23,0.25,8.00,2.00,0.25,2.98,0.69,0.00
-0.75,0.40,103.93,-77.95,0.00,0.12,0.00,0.50,0.90,0.41,0.25,8.00,2.00,0.00,2.23,0.00,0.00
-0.75,0.58,104.59,-78.44,0.00,0.12,0.00,0.50,0.50,0.23,0.25,9.00,2.25,0.25,2.92,0.67,0.00
-0.75,0.75,104.53,-78.40,0.00,0.12,0.00,0.50,0.50,0.23,0.25,8.98,2.25,0.25,2.74,0.63,0.00
-0.35,0.92,108.73,-38.26,0.00,0.13,0.00,0.50,0.50,0.23,0.25,14.50,3.62,0.25,5.00,1.15,0.00
-0.01,1.00,130.39,-0.98,0.00,0.12,0.00,0.50,2.80,1.29,0.25,15.01,3.75,0.25,8.54,1.97,0.00
0.00,1.00,158.24,0.00,0.25,0.13,0.03,0.50,0.89,0.41,0.25,12.59,3.15,0.25,0.89,0.20,0.00
0.25,1.00,172.60,39.78,0.00,0.12,0.00,0.50,7.71,3.55,0.25,6.85,1.71,0.25,13.16,3.03,0.00
0.00,0.93,164.41,0.00,0.25,0.13,0.03,0.50,5.00,2.30,0.25,6.92,1.73,0.25,5.00,1.15,0.00
0.00,0.93,161.09,0.00,0.25,0.13,0.03,0.50,2.98,1.38,0.25,10.00,2.50,0.25,2.98,0.69,0.00
0.00,0.93,160.66,0.00,0.25,0.12,0.03,0.50,2.77,1.28,0.25,7.99,2.00,0.25,2.77,0.64,0.00
0.00,0.92,156.50,0.00,0.25,0.13,0.03,0.50,12.38,5.71,0.25,7.99,2.00,0.25,12.38,2.85,0.00
0.00,0.92,144.77,0.00,0.00,0.12,0.00,0.50,6.64,3.06,0.25,8.00,2.00,0.25,6.64,1.53,0.00
-0.11,0.92,137.16,-14.40,0.00,0.13,0.00,0.50,10.00,4.61,0.25,5.60,1.40,0.25,13.07,3.01,0.00
0.00,0.94,151.18,0.00,0.00,0.12,0.00,0.50,2.47,1.14,0.25,4.34,1.08,0.25,4.41,1.02,0.00
0.00,0.94,144.86,0.00,0.00,0.12,0.00,0.50,2.34,1.08,0.25,6.48,1.62,0.25,2.35,0.54,0.00
0.00,0.94,144.34,0.00,0.00,0.12,0.00,0.50,1.77,0.82,0.25,4.34,1.08,0.25,1.78,0.41,0.00
0.00,0.94,142.79,0.00,0.00,0.12,0.00,0.50,0.25,0.12,0.25,4.35,1.09,0.00,0.26,0.00,0.00
0.00,0.94,145.80,0.00,0.00,0.12,0.00,0.50,1.11,0.51,0.25,4.35,1.09,0.00,1.12,0.00,0.00
0.00,0.95,161.00,0.00,0.25,0.12,0.03,0.50,0.50,0.23,0.25,7.99,2.00,0.25,7.05,1.62,0.00
1.00,0.94,189.38,174.60,0.00,0.13,0.00,0.00,10.00,0.00,0.25,5.60,1.40,0.00,10.47,0.00,0.00
1.00,0.70,189.91,175.09,0.00,0.13,0.00,0.00,12.81,0.00,0.25,12.00,3.00,0.00,12.81,0.00,0.00
0.00,0.45,156.18,0.00,0.22,0.13,0.03,0.50,8.21,3.78,0.25,9.50,2.38,0.25,9.02,2.08,0.00
0.00,0.45,148.42,0.00,0.00,0.12,0.00,0.50,3.55,1.64,0.25,8.00,2.00,0.25,4.36,1.00,0.00
0.00,0.45,138.77,0.00,0.00,0.13,0.00,0.50,0.83,0.38,0.25,8.00,2.00,0.25,5.90,1.36,0.00
-0.75,0.45,135.62,-101.72,0.00,0.12,0.00,0.00,0.25,0.00,0.25,10.85,2.71,0.25,4.37,1.01,0.00
-0.75,0.62,132.94,-99.71,0.00,0.12,0.00,0.00,0.25,0.00,0.25,12.00,3.00,0.25,3.98,0.92,0.00
-0.75,0.79,129.44,-97.08,0.00,0.12,0.00,0.00,0.13,0.00,0.25,12.00,3.00,0.25,7.54,1.74,0.00
-0.16,0.96,137.40,-22.08,0.00,0.12,0.00,0.50,0.25,0.12,0.25,12.44,3.11,0.25,5.00,1.15,0.00
-0.01,1.00,162.10,-1.22,0.00,0.13,0.00,0.50,10.09,4.65,0.25,12.94,3.23,0.25,10.90,2.51,0.00
0.00,1.00,196.66,0.00,0.25,0.13,0.03,0.50,0.40,0.18,0.25,12.94,3.23,0.25,0.40,0.09,0.00
0.37,1.00,207.21,70.12,0.00,0.13,0.00,0.38,6.82,2.41,0.25,11.90,2.97,0.25,8.20,1.89,0.00
0.25,0.90,202.84,46.75,0.00,0.12,0.00,0.50,3.94,1.82,0.25,7.99,2.00,0.25,3.94,0.91,0.00
0.00,0.84,199.95,0.00,0.25,0.13,0.03,0.50,2.74,1.26,0.25,10.00,2.50,0.25,2.74,0.63,0.00
0.00,0.84,199.63,0.00,0.25,0.13,0.03,0.50,7.71,3.55,0.25,11.72,2.93,0.25,7.71,1.78,0.00
0.00,0.83,191.39,0.00,0.25,0.13,0.03,0.50,11.60,5.35,0.25,9.00,2.25,0.25,11.60,2.67,0.00
0.00,0.83,180.25,0.00,0.00,0.12,0.00,0.50,4.46,2.06,0.25,9.00,2.25,0.25,5.37,1.24,0.00
-0.75,0.83,162.39,-121.79,0.00,0.12,0.00,0.50,9.15,4.22,0.25,5.00,1.25,0.25,14.89,3.43,0.00
0.00,1.00,198.76,0.00,0.00,0.12,0.00,0.50,2.80,1.29,0.25,4.00,1.00,0.25,5.38,1.24,0.00
0.00,1.00,196.14,0.00,0.00,0.12,0.00,0.50,0.50,0.23,0.25,8.40,2.10,0.25,4.34,1.00,0.00
-0.02,1.00,190.05,-4.30,0.00,0.12,0.00,0.50,0.50,0.23,0.25,4.35,1.09,0.25,3.72,0.86,0.00
0.00,1.00,196.33,0.00,0.00,0.12,0.00,0.50,3.00,1.38,0.25,4.34,1.08,0.25,5.38,1.24,0.00
0.00,1.00,198.58,0.00,0.00,0.11,0.00,0.50,0.50,0.23,0.25,4.36,1.09,0.11,2.81,0.29,0.00
0.00,1.00,210.68,0.00,0.00,0.12,0.00,0.50,2.80,1.29,0.25,7.99,2.00,0.25,4.35,1.00,0.00
0.75,1.00,243.21,168.17,0.00,0.12,0.00,0.00,2.19,0.00,0.25,9.00,2.25,0.25,7.68,1.77,0.00
0.75,0.81,248.18,171.61,0.00,0.12,0.00,0.00,10.02,0.00,0.25,13.81,3.45,0.25,16.09,3.71,0.00
0.00,0.62,225.12,0.00,0.00,0.13,0.00,0.50,7.00,3.23,0.25,15.93,3.98,0.25,9.00,2.07,0.00
0.00,0.62,211.78,0.00,0.00,0.13,0.00,0.50,4.35,2.01,0.25,9.05,2.26,0.25,9.00,2.07,0.00
0.00,0.62,198.94,0.00,0.00,0.13,0.00,0.50,5.04,2.33,0.25,9.00,2.25,0.25,6.60,1.52,0.00
-0.18,0.62,197.17,-36.28,0.00,0.13,0.00,0.50,2.79,1.29,0.25,9.54,2.38,0.25,4.35,1.00,0.00
-0.75,0.66,195.24,-146.43,0.00,0.13,0.00,0.50,2.80,1.29,0.25,11.18,2.80,0.25,4.36,1.00,0.00
-0.75,0.83,195.63,-146.72,0.00,0.13,0.00,0.50,0.60,0.28,0.25,11.59,2.90,0.25,4.97,1.15,0.00
-0.01,1.00,197.88,-1.49,0.00,0.13,0.00,0.50,7.00,3.23,0.25,12.71,3.18,0.25,9.00,2.07,0.00
0.00,1.00,220.69,0.00,0.00,0.13,0.00,0.50,20.00,9.22,0.25,17.81,4.45,0.25,23.67,5.46,0.00
0.75,1.00,245.89,170.02,0.00,0.13,0.00,0.00,2.48,0.00,0.25,20.00,5.00,0.25,2.48,0.57,0.00
1.00,0.81,260.83,240.47,0.00,0.13,0.00,0.00,10.00,0.00,0.25,14.85,3.71,0.00,14.30,0.00,0.00
1.00,0.57,254.10,234.27,0.00,0.13,0.00,0.00,7.68,0.00,0.25,17.81,4.45,0.00,7.68,0.00,0.00
0.36,0.32,247.03,82.41,0.00,0.13,0.00,0.39,4.32,1.55,0.25,8.89,2.22,0.25,4.32,1.00,0.00
0.12,0.23,241.22,27.80,0.00,0.13,0.00,0.50,17.92,8.26,0.25,10.00,2.50,0.25,17.92,4.13,0.00
0.38,0.20,226.06,79.60,0.00,0.13,0.00,0.37,16.19,5.49,0.25,7.99,2.00,0.25,16.19,3.73,0.00
0.00,0.10,211.64,0.00,0.00,0.13,0.00,0.22,7.32,1.46,0.25,9.00,2.25,0.01,7.32,0.09,0.00
0.02,0.10,210.13,3.40,0.00,0.12,0.00,0.00,0.50,0.00,0.25,8.00,2.00,0.25,9.09,2.10,0.00
-0.63,0.10,157.27,-98.86,0.00,0.12,0.00,0.00,0.50,0.00,0.25,4.00,1.00,0.23,6.02,1.28,0.00
-0.75,0.24,151.26,-113.45,0.00,0.12,0.00,0.50,0.50,0.23,0.25,7.68,1.92,0.25,4.35,1.00,0.00
-1.00,0.42,149.59,-149.59,0.00,0.11,0.00,0.50,2.48,1.14,0.00,5.00,0.00,0.00,2.98,0.00,0.00
-0.75,0.65,152.67,-114.50,0.00,0.11,0.00,0.50,0.50,0.23,0.25,4.32,1.08,0.00,2.98,0.00,0.00
-0.75,0.82,156.04,-117.03,0.00,0.11,0.00,0.50,0.50,0.23,0.25,4.36,1.09,0.00,1.86,0.00,0.00
0.00,1.00,170.00,0.00,0.00,0.12,0.00,0.50,2.87,1.32,0.25,7.00,1.75,0.25,4.57,1.05,0.00
0.00,1.00,196.98,0.00,0.25,0.13,0.03,0.50,11.35,5.23,0.25,7.99,2.00,0.25,11.35,2.62,0.00
0.25,1.00,199.08,45.89,0.00,0.13,0.00,0.50,13.88,6.40,0.25,12.17,3.04,0.25,13.88,3.20,0.00
0.00,0.93,192.50,0.00,0.25,0.13,0.03,0.50,9.00,4.15,0.25,15.61,3.90,0.25,9.00,2.07,0.00
0.00,0.93,180.41,0.00,0.00,0.13,0.00,0.50,7.00,3.23,0.25,6.30,1.57,0.25,8.18,1.89,0.00
0.00,0.93,180.46,0.00,0.00,0.12,0.00,0.50,8.81,4.06,0.25,5.89,1.47,0.25,9.00,2.07,0.00
0.00,0.92,176.03,0.00,0.00,0.12,0.00,0.50,7.00,3.23,0.25,8.02,2.00,0.25,9.00,2.07,0.00
0.00,0.92,170.87,0.00,0.00,0.13,0.00,0.50,5.00,2.30,0.25,9.00,2.25,0.25,9.00,2.07,0.00
0.00,0.92,167.58,0.00,0.00,0.13,0.00,0.50,5.00,2.30,0.25,9.00,2.25,0.25,6.18,1.42,0.00
-0.36,0.92,164.81,-58.90,0.00,0.13,0.00,0.50,5.00,2.30,0.25,15.61,3.90,0.25,6.18,1.42,0.00
0.00,1.00,187.90,0.00,0.00,0.13,0.00,0.50,12.00,5.53,0.25,11.39,2.85,0.25,12.00,2.77,0.00
0.25,1.00,205.90,47.46,0.00,0.13,0.00,0.50,9.15,4.22,0.25,17.61,4.40,0.25,9.15,2.11,0.00
0.89,0.93,213.90,176.25,0.00,0.13,0.00,0.00,12.34,0.00,0.25,10.44,2.61,0.11,12.34,1.21,0.00
0.75,0.71,206.65,142.89,0.00,0.13,0.00,0.00,6.38,0.00,0.25,7.99,2.00,0.25,6.38,1.47,0.00
1.00,0.53,203.62,187.73,0.00,0.13,0.00,0.00,2.82,0.00,0.25,7.99,2.00,0.00,2.82,0.00,0.00
0.20,0.28,199.64,36.52,0.05,0.13,0.01,0.50,15.14,6.98,0.25,10.00,2.50,0.25,15.14,3.49,0.00
0.00,0.23,186.05,0.00,0.00,0.13,0.00,0.50,15.27,7.04,0.25,8.71,2.18,0.25,15.27,3.52,0.00
0.00,0.23,161.26,0.00,0.00,0.13,0.00,0.50,8.00,3.69,0.25,7.99,2.00,0.24,8.00,1.79,0.00
0.00,0.23,161.59,0.00,0.00,0.12,0.00,0.49,17.14,7.69,0.25,5.00,1.25,0.25,23.64,5.45,0.00
-0.03,0.22,138.33,-3.75,0.00,0.12,0.00,0.50,4.64,2.14,0.25,4.00,1.00,0.23,4.65,0.99,0.00
-0.48,0.23,137.61,-65.42,0.00,0.12,0.00,0.50,2.99,1.38,0.25,6.77,1.69,0.25,3.86,0.89,0.00
-0.75,0.34,136.94,-102.70,0.00,0.11,0.00,0.50,2.50,1.15,0.25,5.00,1.25,0.25,2.51,0.58,0.00
0.00,0.51,137.92,0.00,0.00,0.12,0.00,0.50,1.05,0.48,0.25,4.00,1.00,0.25,4.00,0.92,0.00
0.00,0.51,143.74,0.00,0.00,0.12,0.00,0.50,2.99,1.38,0.25,4.36,1.09,0.25,4.31,0.99,0.00
0.25,0.51,170.61,39.32,0.00,0.12,0.00,0.50,10.00,4.61,0.25,6.77,1.69,0.25,10.00,2.30,0.00
1.00,0.44,187.19,172.58,0.00,0.13,0.00,0.00,12.08,0.00,0.25,6.51,1.63,0.00,12.08,0.00,0.00
0.38,0.20,178.46,62.84,0.00,0.13,0.00,0.37,15.00,5.09,0.25,12.71,3.18,0.25,16.63,3.83,0.00
0.00,0.10,149.88,0.00,0.00,0.13,0.00,-0.00,9.31,-0.00,0.25,6.30,1.57,0.23,9.31,1.98,0.00
0.00,0.10,126.38,0.00,0.00,0.12,0.00,0.23,2.47,0.52,0.25,5.00,1.25,0.00,2.47,0.00,0.00
-0.36,0.11,114.68,-41.14,0.00,0.12,0.00,0.25,2.47,0.57,0.25,5.34,1.33,0.00,2.99,0.00,0.00
-0.75,0.19,104.22,-78.16,0.00,0.12,0.00,0.50,2.48,1.14,0.25,10.00,2.50,0.00,3.00,0.00,0.00
-1.00,0.37,100.73,-100.73,0.00,0.12,0.00,0.50,1.40,0.65,-0.00,8.52,-0.00,0.00,1.92,0.00,0.00
-1.00,0.60,101.71,-101.71,0.00,0.12,0.00,0.50,2.47,1.14,-0.00,10.00,-0.00,0.00,2.99,0.00,0.00
-0.75,0.83,113.88,-85.41,0.00,0.12,0.00,0.50,2.48,1.14,0.25,12.19,3.05,0.25,3.00,0.69,0.00
-0.01,1.00,141.94,-1.07,0.00,0.13,0.00,0.50,9.27,4.27,0.25,25.00,6.25,0.25,10.00,2.30,0.00
0.32,1.00,188.66,54.85,0.00,0.13,0.00,0.43,5.82,2.33,0.25,14.99,3.75,0.25,5.82,1.34,0.00
0.75,0.92,207.49,143.47,0.00,0.13,0.00,0.00,22.00,0.00,0.25,8.11,2.03,0.25,22.00,5.07,0.00
1.00,0.73,199.15,183.61,0.00,0.13,0.00,0.00,14.21,0.00,0.25,7.99,2.00,-0.00,14.21,-0.00,0.00
0.75,0.49,192.14,132.86,0.00,0.13,0.00,0.00,9.00,0.00,0.25,7.99,2.00,0.25,9.00,2.07,0.00
0.25,0.30,191.48,44.13,0.00,0.13,0.00,0.50,9.52,4.39,0.25,7.99,2.00,0.25,9.52,2.19,0.00
0.00,0.24,180.69,0.00,0.01,0.13,0.00,0.50,8.71,4.01,0.25,9.00,2.25,0.25,8.71,2.01,0.00
0.00,0.23,173.13,0.00,0.00,0.13,0.00,0.50,11.64,5.37,0.25,8.55,2.14,0.25,11.64,2.68,0.00
0.00,0.23,157.18,0.00,0.00,0.12,0.00,0.50,0.50,0.23,0.25,5.00,1.25,0.25,9.00,2.07,0.00
0.00,0.23,153.21,0.00,0.00,0.12,0.00,0.50,4.79,2.21,0.25,3.50,0.88,0.25,4.79,1.10,0.00
0.00,0.23,154.61,0.00,0.00,0.12,0.00,0.50,4.38,2.02,0.25,5.79,1.45,0.24,4.38,0.98,0.00
-0.04,0.23,146.57,-6.50,0.00,0.12,0.00,0.49,3.00,1.35,0.25,4.38,1.09,0.25,6.09,1.40,0.00
0.00,0.24,149.38,0.00,0.00,0.12,0.00,0.50,5.71,2.63,0.25,4.33,1.08,0.25,5.71,1.32,0.00
0.00,0.23,157.06,0.00,0.00,0.12,0.00,0.50,2.99,1.38,0.25,4.00,1.00,0.25,9.99,2.30,0.00
0.00,0.23,160.00,0.00,0.00,0.12,0.00,0.50,4.90,2.26,0.25,5.79,1.45,0.25,6.66,1.53,0.00
0.00,0.23,163.34,0.00,0.00,0.12,0.00,0.50,10.00,4.61,0.25,5.79,1.45,0.25,10.00,2.30,0.00
0.00,0.23,156.78,0.00,0.00,0.12,0.00,0.49,10.99,5.00,0.25,12.00,3.00,0.25,12.00,2.77,0.00
0.00,0.23,143.68,0.00,0.00,0.12,0.00,0.50,5.61,2.59,0.25,9.00,2.25,0.24,5.61,1.22,0.00
-0.40,0.23,129.20,-51.41,0.00,0.12,0.00,0.50,5.27,2.43,0.25,7.99,2.00,0.23,6.78,1.44,0.00
-0.75,0.32,124.48,-93.36,0.00,0.12,0.00,0.50,4.33,2.00,0.25,5.78,1.45,0.25,5.99,1.38,0.00
-0.75,0.49,123.82,-92.86,0.00,0.12,0.00,0.50,2.53,1.17,0.25,7.71,1.93,0.25,5.20,1.20,0.00
-0.75,0.66,124.23,-93.18,0.00,0.12,0.00,0.50,3.21,1.48,0.25,7.52,1.88,0.25,5.00,1.15,0.00
-0.75,0.83,124.45,-93.34,0.00,0.12,0.00,0.50,1.33,0.61,0.25,7.89,1.97,0.25,2.99,0.69,0.00
-0.01,1.00,130.42,-0.98,0.00,0.12,0.00,0.50,6.65,3.07,0.25,9.60,2.40,0.25,8.31,1.92,0.00
0.00,1.00,143.27,0.00,0.00,0.12,0.00,0.50,8.84,4.08,0.25,11.28,2.82,0.25,10.45,2.41,0.00
0.25,1.00,169.47,39.06,0.00,0.13,0.00,0.50,7.05,3.25,0.25,8.11,2.03,0.25,7.05,1.62,0.00
0.75,0.93,177.15,122.49,0.00,0.13,0.00,0.00,10.96,0.00,0.25,9.56,2.39,0.25,12.00,2.77,0.00
0.75,0.75,172.70,119.41,0.00,0.13,0.00,0.00,7.47,0.00,0.25,6.11,1.53,0.25,7.47,1.72,0.00
0.76,0.56,170.09,119.69,0.00,0.13,0.00,0.00,4.90,0.00,0.25,7.99,2.00,0.24,4.90,1.07,0.00
0.25,0.37,169.55,39.08,0.00,0.13,0.00,0.50,7.00,3.23,0.25,7.99,2.00,0.25,7.00,1.61,0.00
0.25,0.30,165.84,38.22,0.00,0.13,0.00,0.50,5.05,2.33,0.25,7.99,2.00,0.25,5.05,1.16,0.00
0.00,0.24,156.93,0.00,0.01,0.12,0.00,0.50,5.99,2.76,0.25,4.90,1.23,0.25,5.99,1.38,0.00
0.00,0.24,147.82,0.00,0.00,0.12,0.00,0.50,4.35,2.01,0.25,8.00,2.00,0.25,4.35,1.00,0.00
0.00,0.24,142.69,0.00,0.00,0.12,0.00,0.50,10.00,4.61,0.25,5.00,1.25,0.25,11.33,2.61,0.00
0.00,0.23,136.26,0.00,0.00,0.12,0.00,0.50,6.19,2.85,0.25,7.99,2.00,0.25,10.00,2.30,0.00
0.00,0.23,140.40,0.00,0.00,0.12,0.00,0.50,8.28,3.82,0.25,5.00,1.25,0.25,8.28,1.91,0.00
0.00,0.23,136.76,0.00,0.00,0.12,0.00,0.50,4.15,1.91,0.25,4.33,1.08,0.25,4.16,0.96,0.00
0.00,0.23,136.66,0.00,0.00,0.12,0.00,0.50,4.16,1.92,0.25,3.50,0.88,0.24,4.16,0.93,0.00
0.00,0.23,136.08,0.00,0.00,0.12,0.00,0.50,4.16,1.92,0.25,2.00,0.50,0.24,4.16,0.91,0.00
0.00,0.23,138.78,0.00,0.00,0.12,0.00,0.50,6.53,3.01,0.25,7.99,2.00,0.23,6.53,1.39,0.00
0.00,0.22,139.90,0.00,0.00,0.12,0.00,0.48,10.00,4.39,0.25,12.73,3.18,0.25,10.00,2.30,0.00
0.00,0.22,130.91,0.00,0.00,0.12,0.00,0.47,10.00,4.33,0.25,10.00,2.50,0.25,10.00,2.30,0.00
0.00,0.22,118.98,0.00,0.00,0.12,0.00,0.50,4.64,2.14,0.25,8.00,2.00,0.21,4.64,0.91,0.00
-0.42,0.22,104.87,-44.30,0.00,0.16,0.00,0.46,0.50,0.21,0.25,7.99,2.00,0.25,4.35,1.00,0.00
-0.75,0.32,102.74,-77.05,0.00,0.12,0.00,0.50,1.50,0.69,0.25,8.00,2.00,0.25,3.38,0.78,0.00
-0.75,0.49,98.55,-73.91,0.00,0.12,0.00,0.50,0.25,0.12,0.25,11.21,2.80,0.25,3.00,0.69,0.00
-0.75,0.66,96.81,-72.61,0.00,0.12,0.00,0.50,1.12,0.52,0.25,12.00,3.00,0.25,2.81,0.65,0.00
-0.75,0.83,103.08,-77.31,0.00,0.12,0.00,0.50,1.50,0.69,0.25,24.64,6.16,0.25,4.35,1.00,0.00
-0.01,1.00,129.38,-0.98,0.00,0.12,0.00,0.50,10.58,4.88,0.25,13.00,3.25,0.25,12.27,2.83,0.00
0.00,1.00,162.41,0.00,0.25,0.14,0.03,0.50,3.67,1.69,0.25,14.85,3.71,0.25,3.67,0.85,0.00
0.25,1.00,175.82,40.52,0.00,0.14,0.00,0.50,15.22,7.01,0.25,7.99,2.00,0.25,15.22,3.51,0.00
0.25,0.93,168.06,38.74,0.00,0.12,0.00,0.50,6.28,2.89,0.25,7.92,1.98,0.25,6.28,1.45,0.00
0.00,0.87,163.84,0.00,0.25,0.14,0.03,0.50,4.53,2.09,0.25,6.11,1.53,0.25,4.53,1.04,0.00
0.00,0.87,162.72,0.00,0.25,0.14,0.03,0.50,6.71,3.09,0.25,7.99,2.00,0.25,6.71,1.55,0.00
0.00,0.86,155.79,0.00,0.25,0.14,0.03,0.50,10.00,4.61,0.25,7.99,2.00,0.25,10.00,2.30,0.00
0.00,0.86,144.90,0.00,0.00,0.14,0.00,0.50,6.51,3.00,0.25,7.99,2.00,0.25,6.51,1.50,0.00
0.00,0.86,140.80,0.00,0.00,0.12,0.00,0.50,4.48,2.07,0.25,7.99,2.00,0.25,4.48,1.03,0.00
0.00,0.86,143.25,0.00,0.00,0.12,0.00,0.50,1.50,0.69,0.25,3.50,0.88,0.25,5.42,1.25,0.00
0.00,0.85,140.35,0.00,0.00,0.11,0.00,0.50,1.45,0.67,0.25,8.25,2.06,0.25,5.80,1.34,0.00
0.00,0.85,136.13,0.00,0.00,0.12,0.00,0.50,1.50,0.69,0.25,4.38,1.09,0.25,7.92,1.83,0.00
-0.65,0.85,135.54,-88.71,0.00,0.11,0.00,0.50,1.46,0.67,0.25,4.33,1.08,0.25,4.30,0.99,0.00
-0.01,1.00,137.08,-1.03,0.00,0.12,0.00,0.50,1.50,0.69,0.25,4.32,1.08,0.25,6.69,1.54,0.00
0.00,1.00,152.14,0.00,0.00,0.12,0.00,0.50,2.57,1.19,0.25,9.00,2.25,0.25,3.84,0.89,0.00
