BattSchedule_MW,SOC_percent,EnergyPriceDA_USDperMWh,EnergyProfit_USD,non_spinCapacity,non_spinPrice_USDperMW,non_spinRev_USD,spinCapacity,spinPrice_USDperMW,spinRev_USD,reg_downCapacity,reg_downPrice_USDperMW,reg_downRev_USD,reg_upCapacity,reg_upPrice_USDperMW,reg_upRev_USD,CapacityObligation
0.00,0.50,33.49,0.00,0.07,0.10,0.01,0.50,1.25,0.58,0.25,3.00,0.75,0.25,4.23,0.97,0.00
0.00,0.50,31.58,0.00,0.07,0.10,0.01,0.50,1.25,0.58,0.25,2.70,0.68,0.25,4.23,0.97,0.00
0.00,0.49,32.64,0.00,0.07,0.10,0.01,0.50,1.25,0.58,0.25,3.50,0.88,0.25,2.58,0.59,0.00
0.00,0.49,31.98,0.00,0.06,0.10,0.01,0.50,1.25,0.58,0.25,3.90,0.97,0.25,2.58,0.59,0.00
0.00,0.48,33.15,0.00,0.06,0.10,0.01,0.50,1.25,0.58,0.25,3.30,0.82,0.25,2.57,0.59,0.00
0.10,0.48,35.69,3.13,0.06,0.10,0.01,0.50,1.25,0.58,0.25,7.00,1.75,0.25,4.61,1.06,0.00
0.25,0.43,38.82,8.95,0.00,0.10,0.00,0.50,3.05,1.41,0.25,10.07,2.52,0.25,5.00,1.15,0.00
0.37,0.30,36.67,12.55,0.00,0.10,0.00,0.38,3.50,1.22,0.25,13.00,3.25,0.25,8.02,1.85,0.00
0.00,0.11,27.23,0.00,0.00,0.10,0.00,0.00,1.00,0.00,0.25,39.00,9.75,0.25,5.00,1.15,0.00
0.00,0.11,19.98,0.00,0.00,0.10,0.00,0.00,0.25,0.00,0.25,26.09,6.52,0.25,4.99,1.15,0.00
-0.00,0.11,15.00,-0.06,0.00,0.10,0.00,0.00,0.25,0.00,0.25,31.32,7.83,0.25,4.99,1.14,0.00
-0.45,0.11,13.09,-5.90,0.00,0.10,0.00,0.00,0.25,0.00,0.25,50.66,12.66,0.25,4.77,1.10,0.00
-0.75,0.32,11.40,-8.55,0.00,0.10,0.00,0.41,0.25,0.10,0.25,52.58,13.15,0.25,4.99,1.15,0.00
-0.75,0.66,10.96,-8.22,0.15,0.10,0.01,0.50,0.25,0.12,0.25,52.95,13.24,0.25,4.99,1.15,0.00
-0.01,1.00,16.28,-0.21,0.25,0.10,0.02,0.50,0.25,0.12,0.25,30.39,7.60,0.25,4.99,1.15,0.00
-0.01,1.00,28.38,-0.21,0.00,0.10,0.00,0.50,0.25,0.12,0.25,7.99,2.00,0.25,4.77,1.10,0.00
0.00,1.00,39.59,0.00,0.25,0.10,0.02,0.50,3.24,1.50,0.25,11.00,2.75,0.25,6.99,1.61,0.00
0.44,0.99,54.89,22.42,0.00,0.10,0.00,0.31,12.38,3.50,0.25,10.55,2.64,0.25,12.57,2.90,0.00
0.25,0.77,47.31,10.90,0.00,0.10,0.00,0.50,8.20,3.78,0.25,13.42,3.35,0.25,12.72,2.93,0.00
0.25,0.64,45.17,10.41,0.00,0.10,0.00,0.50,3.10,1.43,0.25,8.26,2.07,0.25,4.86,1.12,0.00
0.25,0.51,43.92,10.12,0.00,0.10,0.00,0.50,4.63,2.13,0.25,8.14,2.03,0.25,7.80,1.80,0.00
0.00,0.38,41.17,0.00,0.01,0.10,0.00,0.50,1.25,0.58,0.25,5.00,1.25,0.25,4.99,1.15,0.00
0.00,0.38,37.02,0.00,0.01,0.10,0.00,0.50,1.33,0.61,0.25,11.59,2.90,0.25,4.81,1.11,0.00
0.00,0.38,35.03,0.00,0.01,0.10,0.00,0.50,1.25,0.58,0.25,9.82,2.46,0.25,4.45,1.03,0.00
0.00,0.37,32.90,0.00,0.01,0.10,0.00,0.50,1.25,0.58,0.25,3.00,0.75,0.25,2.66,0.61,0.00
0.00,0.37,31.52,0.00,0.01,0.10,0.00,0.50,1.25,0.58,0.25,4.32,1.08,0.25,1.26,0.29,0.00
0.00,0.37,32.05,0.00,0.00,0.10,0.00,0.50,1.25,0.58,0.25,3.90,0.97,0.25,1.26,0.29,0.00
0.00,0.36,31.71,0.00,0.00,0.10,0.00,0.50,1.25,0.58,0.25,3.90,0.97,0.25,1.26,0.29,0.00
0.00,0.36,32.04,0.00,0.00,0.10,0.00,0.50,1.25,0.58,0.25,3.30,0.82,0.25,1.26,0.29,0.00
0.00,0.36,34.49,0.00,0.00,0.10,0.00,0.49,1.25,0.57,0.25,7.00,1.75,0.25,2.00,0.46,0.00
0.26,0.35,38.00,9.24,0.00,0.10,0.00,0.49,2.54,1.14,0.25,8.44,2.11,0.25,3.26,0.75,0.00
0.21,0.22,34.05,6.57,0.00,0.10,0.00,0.22,3.50,0.70,0.25,13.00,3.25,0.25,9.16,2.11,0.00
0.00,0.11,26.19,0.00,0.00,0.10,0.00,0.00,0.25,0.00,0.25,46.27,11.57,0.25,5.00,1.15,0.00
-0.00,0.11,19.18,-0.04,0.00,0.10,0.00,0.00,0.25,0.00,0.25,71.01,17.75,0.25,5.99,1.38,0.00
-0.00,0.11,16.13,-0.03,0.00,0.10,0.00,0.00,0.25,0.00,0.25,26.68,6.67,0.25,5.00,1.15,0.00
-0.45,0.11,13.92,-6.27,0.00,0.10,0.00,0.00,0.25,0.00,0.25,73.22,18.31,0.25,5.00,1.15,0.00
-0.75,0.32,11.49,-8.62,0.00,0.10,0.00,0.41,0.25,0.10,0.25,78.15,19.54,0.25,5.00,1.15,0.00
-0.75,0.66,12.25,-9.19,0.15,0.10,0.01,0.50,0.25,0.12,0.25,74.80,18.70,0.25,5.91,1.36,0.00
-0.01,1.00,14.88,-0.19,0.25,0.10,0.02,0.50,0.25,0.12,0.25,47.20,11.80,0.25,5.00,1.15,0.00
-0.01,1.00,27.38,-0.35,0.25,0.10,0.02,0.50,1.25,0.58,0.25,16.40,4.10,0.25,6.99,1.61,0.00
0.00,1.00,40.00,0.00,0.25,0.10,0.02,0.50,8.00,3.69,0.25,11.00,2.75,0.25,12.00,2.77,0.00
0.53,0.99,53.41,25.96,0.00,0.10,0.00,0.22,10.00,2.05,0.25,11.59,2.90,0.25,10.01,2.31,0.00
0.25,0.73,47.06,10.85,0.00,0.10,0.00,0.50,10.10,4.66,0.25,7.99,2.00,0.25,10.11,2.33,0.00
0.25,0.60,44.20,10.19,0.00,0.10,0.00,0.50,4.15,1.91,0.25,7.04,1.76,0.25,4.16,0.96,0.00
0.19,0.47,43.33,7.76,0.06,0.10,0.01,0.50,7.00,3.23,0.25,16.92,4.23,0.25,7.72,1.78,0.00
0.00,0.37,39.93,0.00,0.01,0.10,0.00,0.50,3.66,1.69,0.25,8.07,2.02,0.25,5.21,1.20,0.00
0.00,0.37,36.71,0.00,0.00,0.10,0.00,0.50,3.92,1.81,0.25,11.14,2.78,0.25,5.00,1.15,0.00
0.00,0.36,34.34,0.00,0.00,0.10,0.00,0.50,1.25,0.58,0.25,9.00,2.25,0.25,4.73,1.09,0.00
0.00,0.36,30.13,0.00,0.00,0.10,0.00,0.50,1.25,0.58,0.25,3.00,0.75,0.25,4.61,1.06,0.00
0.00,0.36,30.06,0.00,0.00,0.10,0.00,0.50,1.25,0.58,0.25,5.07,1.27,0.24,1.26,0.28,0.00
0.00,0.35,29.95,0.00,0.00,0.10,0.00,0.50,1.25,0.58,0.25,23.35,5.84,0.24,1.26,0.28,0.00
0.00,0.35,29.74,0.00,0.00,0.10,0.00,0.50,1.25,0.58,0.25,23.95,5.99,0.23,1.26,0.27,0.00
0.00,0.35,30.12,0.00,0.00,0.10,0.00,0.50,1.25,0.58,0.25,9.41,2.35,0.23,1.26,0.26,0.00
0.00,0.35,32.96,0.00,0.00,0.10,0.00,0.47,1.25,0.54,0.25,16.13,4.03,0.25,2.00,0.46,0.00
0.29,0.34,36.39,9.57,0.00,0.10,0.00,0.46,1.25,0.54,0.25,15.00,3.75,0.25,5.00,1.15,0.00
0.17,0.20,32.51,5.02,0.00,0.10,0.00,0.17,3.50,0.56,0.25,27.45,6.86,0.25,7.25,1.67,0.00
0.00,0.11,25.65,0.00,0.00,0.10,0.00,0.00,0.25,0.00,0.25,27.08,6.77,0.25,4.00,0.92,0.00
-0.00,0.11,19.00,-0.04,0.00,0.10,0.00,0.00,0.25,0.00,0.25,38.18,9.55,0.25,5.00,1.15,0.00
-0.00,0.11,15.18,-0.03,0.00,0.10,0.00,0.00,0.25,0.00,0.25,32.05,8.01,0.25,5.00,1.15,0.00
-0.54,0.11,14.07,-7.66,0.00,0.10,0.00,0.00,0.25,0.00,0.25,33.56,8.39,0.25,4.00,0.92,0.00
-0.66,0.36,13.88,-9.12,0.00,0.10,0.00,0.50,0.25,0.12,0.25,63.10,15.77,0.25,5.00,1.15,0.00
-0.75,0.66,13.27,-9.95,0.15,0.10,0.01,0.50,0.25,0.12,0.25,69.58,17.39,0.25,5.99,1.38,0.00
