BattSchedule_MW,SOC_percent,EnergyPriceDA_USDperMWh,EnergyProfit_USD,non_spinCapacity,non_spinPrice_USDperMW,non_spinRev_USD,spinCapacity,spinPrice_USDperMW,spinRev_USD,reg_downCapacity,reg_downPrice_USDperMW,reg_downRev_USD,reg_upCapacity,reg_upPrice_USDperMW,reg_upRev_USD,CapacityObligation
0.25,0.30,81.37,18.75,0.00,0.15,0.00,0.50,5.09,2.35,0.25,1.72,0.43,0.25,5.09,1.17,0.00
0.00,0.23,78.14,0.00,0.00,0.15,0.00,0.50,2.16,1.00,0.25,2.95,0.74,0.25,2.27,0.52,0.00
0.00,0.23,74.70,0.00,0.00,0.15,0.00,0.50,2.91,1.34,0.25,1.44,0.36,0.25,6.66,1.54,0.00
0.00,0.23,64.95,0.00,0.00,0.15,0.00,0.49,4.42,2.01,0.25,5.00,1.25,0.25,7.85,1.81,0.00
0.00,0.23,64.66,0.00,0.00,0.15,0.00,0.50,1.40,0.65,0.25,3.00,0.75,0.24,1.40,0.30,0.00
0.00,0.23,62.46,0.00,0.00,0.15,0.00,0.50,1.00,0.46,0.25,1.97,0.49,0.23,1.00,0.21,0.00
0.00,0.22,62.35,0.00,0.00,0.15,0.00,0.50,0.73,0.34,0.25,4.26,1.06,0.00,0.73,0.00,0.00
0.00,0.23,62.00,0.00,0.00,0.15,0.00,0.50,0.73,0.34,0.25,1.95,0.49,0.00,0.73,0.00,0.00
0.00,0.23,63.92,0.00,0.00,0.15,0.00,0.50,0.73,0.34,0.25,1.99,0.50,0.00,0.73,0.00,0.00
0.00,0.24,72.56,0.00,0.01,0.15,0.00,0.50,3.00,1.38,0.25,3.00,0.75,0.25,3.00,0.69,0.00
0.15,0.24,74.64,10.15,0.01,0.15,0.00,0.50,5.00,2.30,0.25,4.00,1.00,0.25,5.00,1.15,0.00
0.38,0.20,70.22,24.73,0.00,0.15,0.00,0.37,4.59,1.56,0.25,5.05,1.26,0.25,8.00,1.84,0.00
0.00,0.10,51.39,0.00,0.00,0.15,0.00,0.00,1.37,0.00,0.25,14.00,3.50,0.23,5.38,1.14,0.00
-0.19,0.10,38.26,-7.22,0.00,0.15,0.00,0.00,1.00,0.00,0.25,17.00,4.25,0.23,5.00,1.06,0.00
-0.75,0.14,31.32,-23.49,0.00,0.15,0.00,0.15,1.06,0.15,0.25,25.05,6.26,0.25,6.30,1.45,0.00
-0.75,0.32,26.53,-19.90,0.00,0.15,0.00,0.50,1.00,0.46,0.25,31.43,7.86,0.25,5.00,1.15,0.00
-0.75,0.49,24.97,-18.73,0.00,0.15,0.00,0.50,1.50,0.69,0.25,30.72,7.68,0.25,5.51,1.27,0.00
-0.75,0.66,25.69,-19.27,0.00,0.15,0.00,0.50,1.00,0.46,0.25,28.45,7.11,0.25,4.79,1.10,0.00
-0.75,0.83,29.82,-22.37,0.00,0.15,0.00,0.50,0.75,0.35,0.25,27.40,6.85,0.25,5.99,1.38,0.00
-0.01,1.00,51.49,-0.39,0.00,0.15,0.00,0.50,0.50,0.23,0.25,13.96,3.49,0.25,5.00,1.15,0.00
0.00,1.00,75.19,0.00,0.25,0.15,0.03,0.50,1.00,0.46,0.25,5.05,1.26,0.25,1.21,0.28,0.00
0.78,1.00,89.97,64.82,0.00,0.15,0.00,0.00,2.93,0.00,0.25,5.05,1.26,0.22,7.65,1.54,0.00
1.00,0.80,87.34,80.52,0.00,0.15,0.00,0.00,1.90,0.00,0.25,5.05,1.26,-0.00,2.00,-0.00,0.00
0.75,0.56,85.99,59.46,0.00,0.15,0.00,0.00,2.91,0.00,0.25,5.06,1.27,0.25,7.63,1.76,0.00
0.53,0.37,82.11,40.44,0.00,0.15,0.00,0.22,1.90,0.38,0.25,2.36,0.59,0.25,2.00,0.46,0.00
0.00,0.24,75.45,0.00,0.01,0.15,0.00,0.50,4.49,2.07,0.25,2.93,0.73,0.25,6.49,1.50,0.00
0.00,0.23,69.92,0.00,0.00,0.15,0.00,0.50,1.90,0.88,0.25,2.70,0.67,0.25,2.00,0.46,0.00
0.00,0.23,67.54,0.00,0.00,0.15,0.00,0.50,1.00,0.46,0.25,1.40,0.35,0.25,2.00,0.46,0.00
-0.01,0.23,65.65,-0.49,0.00,0.15,0.00,0.50,1.00,0.46,0.25,4.38,1.09,0.25,2.53,0.58,0.00
-0.08,0.23,65.04,-4.96,0.00,0.15,0.00,0.50,2.44,1.12,0.25,3.78,0.95,0.25,3.97,0.92,0.00
-0.75,0.25,64.68,-48.51,0.00,0.15,0.00,0.50,1.48,0.68,0.25,3.00,0.75,0.25,3.01,0.69,0.00
-0.75,0.42,64.12,-48.09,0.00,0.15,0.00,0.50,1.00,0.46,0.25,3.55,0.89,0.25,2.53,0.58,0.00
0.00,0.59,66.18,0.00,0.00,0.15,0.00,0.50,1.47,0.68,0.25,4.47,1.12,0.25,3.00,0.69,0.00
0.00,0.59,76.78,0.00,0.25,0.15,0.03,0.50,3.99,1.84,0.25,1.98,0.49,0.25,3.99,0.92,0.00
1.00,0.58,102.15,94.18,0.00,0.15,0.00,0.00,13.00,0.00,0.00,2.00,0.00,-0.00,13.00,-0.00,0.00
0.75,0.33,97.89,67.69,0.00,0.15,0.00,0.00,13.10,0.00,0.25,6.09,1.52,0.25,17.36,4.00,0.00
0.00,0.15,73.09,0.00,0.00,0.15,0.00,0.16,4.00,0.60,0.25,6.09,1.52,0.25,5.97,1.38,0.00
0.00,0.14,59.01,0.00,0.00,0.15,0.00,0.16,6.00,0.87,0.25,6.00,1.50,0.25,7.97,1.84,0.00
-0.75,0.14,48.59,-36.44,0.00,0.15,0.00,0.15,2.95,0.42,0.25,9.07,2.27,0.25,6.99,1.61,0.00
-0.75,0.32,47.47,-35.60,0.00,0.15,0.00,0.50,1.00,0.46,0.25,20.13,5.03,0.25,5.00,1.15,0.00
-0.75,0.49,47.04,-35.28,0.00,0.15,0.00,0.50,1.00,0.46,0.25,12.63,3.16,0.25,5.00,1.15,0.00
-0.75,0.66,45.51,-34.13,0.00,0.15,0.00,0.50,1.00,0.46,0.25,9.85,2.46,0.25,4.61,1.06,0.00
-0.75,0.83,47.96,-35.97,0.00,0.15,0.00,0.50,1.68,0.78,0.25,12.53,3.13,0.25,5.70,1.31,0.00
-0.01,1.00,59.41,-0.45,0.00,0.15,0.00,0.50,1.42,0.65,0.25,14.87,3.72,0.25,2.80,0.65,0.00
0.25,1.00,88.84,20.48,0.00,0.15,0.00,0.50,12.00,5.53,0.25,11.97,2.99,0.25,12.00,2.77,0.00
0.75,0.94,118.39,81.86,0.00,0.15,0.00,0.00,40.71,0.00,0.25,11.97,2.99,0.25,40.91,9.43,0.00
0.25,0.75,106.01,24.43,0.00,0.15,0.00,0.50,29.17,13.45,0.25,10.00,2.50,0.25,29.17,6.72,0.00
1.00,0.68,96.58,89.04,0.00,0.15,0.00,0.00,13.26,0.00,0.25,6.48,1.62,-0.00,13.46,-0.00,0.00
0.75,0.44,87.57,60.55,0.00,0.15,0.00,0.00,9.00,0.00,0.25,3.61,0.90,0.25,10.90,2.51,0.00
0.20,0.25,77.02,14.24,0.02,0.15,0.00,0.50,2.89,1.33,0.25,3.60,0.90,0.25,2.89,0.67,0.00
0.37,0.20,73.82,25.33,0.00,0.15,0.00,0.38,4.00,1.39,0.25,5.99,1.50,0.25,4.71,1.09,0.00
0.00,0.10,66.46,0.00,0.00,0.15,0.00,0.00,2.10,0.00,0.25,3.00,0.75,0.25,6.12,1.41,0.00
-0.25,0.10,53.85,-13.51,0.00,0.15,0.00,0.25,3.00,0.69,0.25,5.00,1.25,0.00,3.02,0.00,0.00
-0.25,0.17,51.57,-12.97,0.00,0.15,0.00,0.50,3.00,1.38,0.25,5.00,1.25,0.00,3.00,0.00,0.00
-0.65,0.23,51.07,-33.08,0.00,0.15,0.00,0.50,3.00,1.38,0.25,5.37,1.34,0.25,3.00,0.69,0.00
-0.75,0.38,50.49,-37.87,0.00,0.15,0.00,0.50,1.50,0.69,0.25,5.00,1.25,0.25,2.60,0.60,0.00
0.00,0.55,51.31,0.00,0.00,0.15,0.00,0.50,1.50,0.69,0.25,5.00,1.25,0.25,2.26,0.52,0.00
0.00,0.55,59.33,0.00,0.25,0.15,0.03,0.50,4.00,1.84,0.25,5.00,1.25,0.25,4.00,0.92,0.00
1.00,0.54,82.71,76.25,0.00,0.15,0.00,0.00,10.32,0.00,0.00,3.00,0.00,0.00,10.32,0.00,0.00
0.75,0.29,78.40,54.21,0.00,0.15,0.00,0.00,13.00,0.00,0.25,6.63,1.66,0.25,16.89,3.89,0.00
0.00,0.11,58.36,0.00,0.00,0.15,0.00,0.00,4.00,0.01,0.25,4.46,1.12,0.25,6.40,1.48,0.00
0.00,0.11,48.77,0.00,0.00,0.15,0.00,0.00,2.91,0.01,0.25,4.99,1.25,0.25,6.06,1.40,0.00
-0.75,0.10,40.11,-30.08,0.00,0.15,0.00,0.00,1.50,0.00,0.25,6.00,1.50,0.25,8.01,1.85,0.00
-0.75,0.28,34.53,-25.90,0.00,0.15,0.00,0.50,1.24,0.57,0.25,8.07,2.02,0.25,3.00,0.69,0.00
-0.93,0.45,33.88,-31.65,0.00,0.15,0.00,0.50,1.15,0.53,0.07,6.00,0.39,0.25,2.90,0.67,0.00
-0.75,0.66,35.34,-26.51,0.00,0.15,0.00,0.50,1.17,0.54,0.25,6.00,1.50,0.25,2.93,0.68,0.00
-0.75,0.83,40.06,-30.05,0.00,0.15,0.00,0.50,1.00,0.46,0.25,10.99,2.75,0.25,4.48,1.03,0.00
-0.01,1.00,56.46,-0.43,0.00,0.15,0.00,0.50,4.10,1.89,0.25,5.71,1.43,0.25,5.86,1.35,0.00
0.25,1.00,78.70,18.14,0.00,0.15,0.00,0.50,12.00,5.53,0.25,4.16,1.04,0.25,12.00,2.77,0.00
0.75,0.94,92.40,63.89,0.00,0.15,0.00,0.00,22.02,0.00,0.25,10.00,2.50,0.25,22.27,5.13,0.00
0.75,0.75,86.46,59.78,0.00,0.20,0.00,0.00,16.86,0.00,0.25,3.07,0.77,0.25,16.86,3.89,0.00
0.75,0.56,80.07,55.37,0.00,0.20,0.00,0.00,10.00,0.00,0.25,5.23,1.31,0.25,10.24,2.36,0.00
0.30,0.37,78.34,21.98,0.00,0.15,0.00,0.45,9.00,3.70,0.25,5.99,1.50,0.25,9.00,2.07,0.00
0.25,0.29,69.76,16.08,0.00,0.15,0.00,0.50,4.00,1.84,0.25,9.36,2.34,0.25,4.00,0.92,0.00
0.00,0.23,60.92,0.00,0.00,0.15,0.00,0.50,2.91,1.34,0.25,3.90,0.98,0.25,2.91,0.67,0.00
0.00,0.23,58.24,0.00,0.00,0.15,0.00,0.49,4.00,1.82,0.25,5.99,1.50,0.25,6.00,1.38,0.00
0.00,0.23,51.95,0.00,0.00,0.15,0.00,0.50,3.00,1.38,0.25,5.00,1.25,0.24,3.00,0.65,0.00
-0.03,0.23,49.39,-1.31,0.00,0.15,0.00,0.50,2.25,1.04,0.25,5.00,1.25,0.23,2.75,0.58,0.00
-0.41,0.23,48.36,-19.87,0.00,0.15,0.00,0.50,3.00,1.38,0.25,3.00,0.75,0.25,3.00,0.69,0.00
-0.75,0.32,47.68,-35.76,0.00,0.15,0.00,0.50,2.75,1.27,0.25,3.00,0.75,0.25,2.75,0.63,0.00
-0.75,0.49,48.14,-36.11,0.00,0.15,0.00,0.50,3.00,1.38,0.25,5.00,1.25,0.25,3.00,0.69,0.00
0.00,0.67,55.82,0.00,0.25,0.15,0.03,0.50,3.08,1.42,0.25,5.99,1.50,0.25,3.08,0.71,0.00
1.00,0.66,77.44,71.40,0.00,0.15,0.00,0.00,8.00,0.00,0.25,4.35,1.09,-0.00,8.00,-0.00,0.00
0.75,0.42,77.41,53.53,0.00,0.15,0.00,0.00,13.99,0.00,0.25,6.65,1.66,0.25,15.74,3.63,0.00
0.00,0.23,56.36,0.00,0.00,0.15,0.00,0.50,4.00,1.84,0.25,4.68,1.17,0.25,6.04,1.39,0.00
0.00,0.23,47.02,0.00,0.00,0.12,0.00,0.49,2.67,1.21,0.25,4.99,1.25,0.25,3.76,0.87,0.00
-0.39,0.23,41.66,-16.41,0.00,0.12,0.00,0.49,5.00,2.24,0.25,8.47,2.12,0.25,6.42,1.48,0.00
-0.75,0.32,37.63,-28.22,0.00,0.12,0.00,0.50,2.46,1.13,0.25,12.26,3.06,0.25,4.00,0.92,0.00
-0.75,0.49,36.32,-27.24,0.00,0.12,0.00,0.50,1.06,0.49,0.25,6.00,1.50,0.25,3.76,0.87,0.00
-0.75,0.66,37.15,-27.86,0.00,0.12,0.00,0.50,1.91,0.88,0.25,5.00,1.25,0.25,3.76,0.87,0.00
-0.75,0.83,41.65,-31.24,0.00,0.12,0.00,0.50,1.00,0.46,0.25,5.00,1.25,0.25,5.00,1.15,0.00
0.00,1.00,56.82,0.00,0.00,0.15,0.00,0.50,6.63,3.06,0.25,9.45,2.36,0.25,8.94,2.06,0.00
0.25,1.00,79.54,18.33,0.00,0.20,0.00,0.50,12.00,5.53,0.25,5.80,1.45,0.25,12.00,2.77,0.00
0.75,0.93,90.52,62.59,0.00,1.00,0.00,0.00,22.04,0.00,0.25,9.89,2.47,0.25,22.04,5.08,0.00
0.75,0.75,84.08,58.14,0.00,0.25,0.00,0.00,15.74,0.00,0.25,5.13,1.28,0.25,15.74,3.63,0.00
0.75,0.56,78.52,54.29,0.00,0.25,0.00,0.00,10.11,0.00,0.25,5.00,1.25,0.25,10.11,2.33,0.00
0.30,0.37,75.54,20.71,0.00,0.15,0.00,0.45,7.85,3.27,0.25,5.81,1.45,0.25,7.85,1.81,0.00
0.25,0.29,70.28,16.20,0.00,0.15,0.00,0.50,6.00,2.77,0.25,3.70,0.93,0.25,6.00,1.38,0.00
0.00,0.23,61.97,0.00,0.00,0.15,0.00,0.50,4.23,1.95,0.25,2.96,0.74,0.25,4.23,0.97,0.00
0.00,0.23,55.13,0.00,0.00,0.15,0.00,0.50,3.77,1.74,0.25,3.94,0.99,0.24,3.77,0.85,0.00
-0.02,0.23,47.46,-1.03,0.00,0.15,0.00,0.49,3.00,1.35,0.25,7.18,1.80,0.25,4.00,0.92,0.00
-0.75,0.23,46.21,-34.66,0.00,0.15,0.00,0.50,2.11,0.97,0.25,5.00,1.25,0.25,3.99,0.92,0.00
-0.75,0.40,46.11,-34.58,0.00,0.15,0.00,0.50,3.00,1.38,0.25,5.00,1.25,0.25,3.99,0.92,0.00
-0.62,0.57,46.25,-28.74,0.00,0.15,0.00,0.50,3.00,1.38,0.25,5.00,1.25,0.25,3.99,0.92,0.00
0.00,0.71,47.68,0.00,0.25,0.15,0.03,0.50,3.00,1.38,0.25,3.33,0.83,0.25,3.68,0.85,0.00
0.00,0.71,56.13,0.00,0.25,0.15,0.03,0.50,2.91,1.34,0.25,3.00,0.75,0.25,4.00,0.92,0.00
1.00,0.71,72.55,66.89,0.00,0.15,0.00,0.00,5.00,0.00,0.25,3.53,0.88,-0.00,5.09,-0.00,0.00
1.00,0.46,73.76,68.00,0.00,0.15,0.00,0.00,5.00,0.00,0.25,3.99,1.00,-0.00,10.23,-0.00,0.00
0.29,0.22,54.40,14.68,0.00,0.15,0.00,0.46,2.91,1.23,0.25,4.28,1.07,0.25,5.28,1.22,0.00
0.00,0.14,47.48,0.00,0.00,0.15,0.00,0.16,2.65,0.39,0.25,6.00,1.50,0.25,4.02,0.93,0.00
-0.75,0.14,38.82,-29.12,0.00,0.15,0.00,0.15,3.30,0.47,0.25,6.00,1.50,0.25,6.42,1.48,0.00
-0.75,0.32,34.61,-25.96,0.00,0.15,0.00,0.50,1.75,0.80,0.25,16.73,4.18,0.25,3.61,0.83,0.00
-0.75,0.49,34.08,-25.56,0.00,0.15,0.00,0.50,1.00,0.46,0.25,8.38,2.09,0.25,4.94,1.14,0.00
-0.75,0.66,34.15,-25.61,0.00,0.15,0.00,0.50,1.07,0.49,0.25,7.31,1.83,0.25,2.94,0.68,0.00
-0.75,0.83,37.39,-28.04,0.00,0.15,0.00,0.50,3.13,1.44,0.25,14.20,3.55,0.25,5.00,1.15,0.00
0.00,1.00,51.79,0.00,0.00,0.15,0.00,0.50,4.84,2.23,0.25,14.42,3.60,0.25,6.21,1.43,0.00
0.25,1.00,70.23,16.19,0.00,0.15,0.00,0.50,7.69,3.54,0.25,5.04,1.26,0.25,7.69,1.77,0.00
1.00,0.93,83.41,76.90,0.00,0.15,0.00,0.00,12.77,0.00,0.25,6.94,1.74,0.00,12.77,0.00,0.00
1.00,0.69,74.41,68.60,0.00,0.15,0.00,0.00,10.44,0.00,0.25,5.99,1.50,-0.00,10.44,-0.00,0.00
0.58,0.45,70.26,37.64,0.00,0.15,0.00,0.17,7.69,1.20,0.25,3.99,1.00,0.25,7.69,1.77,0.00
0.25,0.30,65.45,15.09,0.00,0.15,0.00,0.50,7.84,3.61,0.25,4.02,1.00,0.25,7.84,1.81,0.00
0.00,0.24,60.79,0.00,0.01,0.15,0.00,0.50,5.14,2.37,0.25,3.99,1.00,0.25,5.94,1.37,0.00
0.00,0.23,57.38,0.00,0.00,0.15,0.00,0.50,4.19,1.93,0.25,2.87,0.72,0.25,4.21,0.97,0.00
0.00,0.23,53.27,0.00,0.00,0.15,0.00,0.50,4.23,1.95,0.25,2.64,0.66,0.25,4.23,0.97,0.00
-0.01,0.23,49.63,-0.37,0.00,0.15,0.00,0.50,3.00,1.38,0.25,5.00,1.25,0.25,4.00,0.92,0.00
-0.01,0.23,47.87,-0.36,0.00,0.15,0.00,0.50,2.91,1.34,0.25,4.22,1.05,0.25,4.00,0.92,0.00
-0.01,0.23,45.56,-0.34,0.00,0.15,0.00,0.50,3.00,1.38,0.25,3.00,0.75,0.25,4.00,0.92,0.00
-0.62,0.23,44.90,-27.68,0.00,0.15,0.00,0.50,3.00,1.38,0.25,3.00,0.75,0.25,4.00,0.92,0.00
-0.75,0.37,44.71,-33.53,0.00,0.15,0.00,0.50,3.00,1.38,0.25,3.00,0.75,0.25,3.99,0.92,0.00
0.00,0.54,52.29,0.00,0.25,0.15,0.03,0.50,4.00,1.84,0.25,2.00,0.50,0.25,4.00,0.92,0.00
1.00,0.54,65.00,59.93,0.00,0.15,0.00,0.00,5.00,0.00,0.25,3.00,0.75,0.00,5.04,0.00,0.00
0.25,0.29,60.62,13.97,0.00,0.15,0.00,0.50,5.00,2.30,0.25,4.93,1.23,0.25,9.59,2.21,0.00
0.00,0.23,50.18,0.00,0.00,0.15,0.00,0.50,4.00,1.84,0.25,8.00,2.00,0.25,5.04,1.16,0.00
0.00,0.23,45.06,0.00,0.00,0.15,0.00,0.49,1.50,0.68,0.25,4.99,1.25,0.25,3.10,0.71,0.00
-0.39,0.23,38.36,-15.11,0.00,0.12,0.00,0.49,2.99,1.34,0.25,9.58,2.39,0.25,5.34,1.23,0.00
-0.75,0.32,31.95,-23.96,0.00,0.12,0.00,0.50,1.50,0.69,0.25,17.33,4.33,0.25,4.14,0.95,0.00
-0.75,0.49,32.08,-24.06,0.00,0.12,0.00,0.50,1.00,0.46,0.25,12.44,3.11,0.25,4.44,1.02,0.00
-0.75,0.66,30.40,-22.80,0.00,0.12,0.00,0.50,1.37,0.63,0.25,10.17,2.54,0.25,2.90,0.67,0.00
-0.75,0.83,37.77,-28.33,0.00,0.12,0.00,0.50,1.50,0.69,0.25,13.07,3.27,0.25,7.09,1.63,0.00
0.00,1.00,47.00,0.00,0.25,0.12,0.03,0.50,1.50,0.69,0.25,6.49,1.62,0.25,3.54,0.82,0.00
0.25,1.00,59.08,13.62,0.00,0.15,0.00,0.50,7.44,3.43,0.25,6.04,1.51,0.25,7.44,1.71,0.00
1.00,0.93,69.57,64.14,0.00,0.15,0.00,0.00,12.44,0.00,0.00,2.43,0.00,0.00,12.44,0.00,0.00
0.53,0.68,65.12,31.67,0.00,0.15,0.00,0.22,10.44,2.14,0.25,2.44,0.61,0.25,10.44,2.41,0.00
0.75,0.55,60.36,41.74,0.00,0.15,0.00,0.00,5.13,0.00,0.25,2.46,0.61,0.25,5.13,1.18,0.00
0.25,0.36,58.39,13.46,0.00,0.15,0.00,0.50,6.52,3.00,0.25,2.45,0.61,0.25,6.52,1.50,0.00
0.25,0.30,55.65,12.83,0.00,0.15,0.00,0.50,4.73,2.18,0.25,3.85,0.96,0.25,5.74,1.32,0.00
0.00,0.23,52.74,0.00,0.00,0.15,0.00,0.50,4.00,1.84,0.25,2.88,0.72,0.25,4.21,0.97,0.00
0.00,0.23,51.30,0.00,0.00,0.15,0.00,0.50,2.91,1.34,0.25,5.87,1.47,0.25,4.21,0.97,0.00
-0.01,0.23,43.59,-0.33,0.00,0.15,0.00,0.50,3.00,1.38,0.25,5.99,1.50,0.25,4.90,1.13,0.00
-0.02,0.23,41.83,-0.63,0.00,0.15,0.00,0.50,3.00,1.38,0.25,5.00,1.25,0.25,3.12,0.72,0.00
0.00,0.23,42.09,0.00,0.00,0.15,0.00,0.50,3.18,1.47,0.25,3.26,0.81,0.25,3.66,0.84,0.00
-0.37,0.23,41.76,-15.63,0.00,0.15,0.00,0.50,3.00,1.38,0.25,3.10,0.78,0.25,3.01,0.69,0.00
-0.75,0.31,41.72,-31.29,0.08,0.15,0.01,0.50,3.00,1.38,0.25,3.10,0.78,0.25,3.01,0.69,0.00
0.00,0.49,44.01,0.00,0.25,0.15,0.03,0.50,3.99,1.84,0.25,4.00,1.00,0.25,3.99,0.92,0.00
0.25,0.48,57.75,13.31,0.00,0.15,0.00,0.50,8.00,3.69,0.25,4.77,1.19,0.25,8.00,1.84,0.00
0.75,0.42,59.02,40.81,0.00,0.15,0.00,0.00,5.00,0.00,0.25,4.77,1.19,0.25,9.54,2.20,0.00
0.00,0.23,46.10,0.00,0.00,0.15,0.00,0.50,4.00,1.84,0.25,17.89,4.47,0.25,10.57,2.44,0.00
-0.02,0.23,39.36,-0.59,0.00,0.12,0.00,0.49,1.00,0.45,0.25,10.64,2.66,0.25,3.99,0.92,0.00
-0.38,0.23,36.09,-13.68,0.00,0.12,0.00,0.50,4.20,1.94,0.25,15.12,3.78,0.25,9.65,2.22,0.00
-0.75,0.32,29.88,-22.41,0.00,0.12,0.00,0.50,1.50,0.69,0.25,25.21,6.30,0.25,8.01,1.85,0.00
-0.75,0.49,25.87,-19.40,0.00,0.12,0.00,0.50,1.50,0.69,0.25,23.83,5.96,0.25,8.01,1.85,0.00
-0.75,0.66,23.30,-17.48,0.00,0.12,0.00,0.50,1.00,0.46,0.25,26.15,6.54,0.25,7.50,1.73,0.00
-0.75,0.83,25.68,-19.26,0.00,0.12,0.00,0.50,1.50,0.69,0.25,28.08,7.02,0.25,11.69,2.69,0.00
-0.01,1.00,40.29,-0.52,0.25,0.15,0.03,0.50,2.71,1.25,0.25,21.38,5.34,0.25,4.99,1.15,0.00
0.25,1.00,60.75,14.00,0.00,0.15,0.00,0.50,7.01,3.23,0.25,3.05,0.76,0.25,7.01,1.62,0.00
0.83,0.94,73.67,56.35,0.00,0.20,0.00,0.00,12.66,0.00,0.25,10.00,2.50,0.17,12.66,1.99,0.00
0.75,0.73,73.94,51.13,0.00,0.20,0.00,0.00,13.04,0.00,0.25,3.07,0.77,0.25,13.04,3.01,0.00
1.00,0.54,64.98,59.91,0.00,0.20,0.00,0.00,4.21,0.00,0.25,10.00,2.50,-0.00,4.21,-0.00,0.00
0.25,0.30,62.49,14.40,0.00,0.15,0.00,0.50,6.44,2.97,0.25,8.12,2.03,0.25,6.44,1.48,0.00
0.00,0.23,58.01,0.00,0.00,0.15,0.00,0.50,2.83,1.30,0.25,4.00,1.00,0.25,2.83,0.65,0.00
0.00,0.23,53.11,0.00,0.00,0.15,0.00,0.50,7.80,3.60,0.25,3.83,0.96,0.25,8.45,1.95,0.00
-0.01,0.23,47.09,-0.36,0.00,0.15,0.00,0.50,5.00,2.30,0.25,4.21,1.05,0.25,5.00,1.15,0.00
-0.02,0.23,45.27,-0.68,0.00,0.15,0.00,0.50,3.00,1.38,0.25,3.48,0.87,0.25,3.76,0.87,0.00
0.00,0.23,45.93,0.00,0.00,0.15,0.00,0.50,3.00,1.38,0.25,3.45,0.86,0.25,3.99,0.92,0.00
-0.17,0.23,44.78,-7.52,0.00,0.15,0.00,0.50,3.00,1.38,0.25,3.45,0.86,0.25,3.99,0.92,0.00
0.00,0.27,45.61,0.00,0.04,0.15,0.01,0.50,1.84,0.85,0.25,4.14,1.03,0.25,3.99,0.92,0.00
0.00,0.26,45.87,0.00,0.04,0.15,0.00,0.50,3.00,1.38,0.25,4.39,1.10,0.25,3.01,0.69,0.00
0.00,0.26,49.44,0.00,0.03,0.15,0.00,0.50,4.00,1.84,0.25,5.99,1.50,0.25,4.00,0.92,0.00
