BattSchedule_MW,SOC_percent,EnergyPriceDA_USDperMWh,EnergyProfit_USD,non_spinCapacity,non_spinPrice_USDperMW,non_spinRev_USD,spinCapacity,spinPrice_USDperMW,spinRev_USD,reg_downCapacity,reg_downPrice_USDperMW,reg_downRev_USD,reg_upCapacity,reg_upPrice_USDperMW,reg_upRev_USD,CapacityObligation
-0.01,1.00,86.14,-0.58,0.00,0.12,0.00,0.43,1.16,0.46,0.25,34.53,8.63,0.25,9.93,2.29,0.00
0.00,1.00,139.30,0.00,0.00,0.13,0.00,0.50,2.29,1.06,0.25,6.34,1.58,0.18,2.29,0.38,0.00
0.00,1.00,153.97,0.00,0.00,0.13,0.00,0.43,10.00,3.97,0.25,6.27,1.57,0.25,10.00,2.30,0.00
0.00,0.99,148.47,0.00,0.00,0.13,0.00,0.42,5.35,2.09,0.25,6.27,1.57,0.25,5.35,1.23,0.00
0.00,0.98,146.86,0.00,0.00,0.13,0.00,0.42,3.00,1.16,0.25,7.99,2.00,0.25,3.00,0.69,0.00
0.00,0.96,145.00,0.00,0.00,0.13,0.00,0.41,3.59,1.36,0.25,10.06,2.52,0.25,3.59,0.83,0.00
0.00,0.95,145.00,0.00,0.00,0.13,0.00,0.41,3.59,1.34,0.25,8.40,2.10,0.25,3.59,0.83,0.00
0.00,0.94,142.17,0.00,0.00,0.12,0.00,0.40,2.80,1.03,0.25,6.42,1.60,0.25,2.80,0.65,0.00
0.00,0.93,131.84,0.00,0.00,0.12,0.00,0.50,0.85,0.39,0.25,9.00,2.25,0.14,0.85,0.11,0.00
0.00,0.93,129.17,0.00,0.00,0.13,0.00,0.40,2.80,1.03,0.25,5.00,1.25,0.25,4.36,1.00,0.00
0.00,0.92,123.00,0.00,0.00,0.12,0.00,0.50,1.14,0.53,0.25,8.08,2.02,0.14,1.15,0.15,0.00
0.00,0.93,121.65,0.00,0.00,0.12,0.00,0.50,1.14,0.53,0.25,4.33,1.08,0.15,1.14,0.15,0.00
0.00,0.94,117.81,0.00,0.00,0.12,0.00,0.50,1.14,0.53,0.25,4.00,1.00,0.00,1.15,0.00,0.00
0.00,0.97,118.52,0.00,0.00,0.12,0.00,0.50,1.15,0.53,0.25,4.35,1.09,0.05,1.16,0.05,0.00
0.00,1.00,129.95,0.00,0.00,0.12,0.00,0.50,4.32,1.99,0.25,5.49,1.37,0.18,4.33,0.72,0.00
0.32,1.00,148.83,43.84,0.00,0.12,0.00,0.43,9.99,3.96,0.25,5.57,1.39,0.25,11.99,2.76,0.00
0.10,0.35,143.57,13.46,0.00,0.11,0.00,0.10,4.98,0.48,0.25,9.00,2.25,0.25,11.98,2.76,0.00
0.00,0.14,121.34,0.00,0.00,0.11,0.00,0.00,4.98,0.00,0.25,14.32,3.58,0.25,9.25,2.13,0.00
0.00,0.14,108.76,0.00,0.00,0.11,0.00,0.00,0.50,0.00,0.25,9.00,2.25,0.25,1.83,0.42,0.00
-0.47,0.13,103.86,-49.09,0.00,0.11,0.00,0.00,0.50,0.00,0.25,8.00,2.00,0.25,2.98,0.68,0.00
0.00,1.00,103.93,0.00,0.00,0.12,0.00,0.50,0.90,0.41,0.25,8.00,2.00,0.18,2.23,0.37,0.00
-0.01,1.00,104.59,-0.71,0.00,0.12,0.00,0.43,0.50,0.20,0.25,9.00,2.25,0.25,2.92,0.67,0.00
-0.01,1.00,104.53,-0.71,0.00,0.12,0.00,0.43,0.50,0.20,0.25,8.98,2.25,0.25,2.74,0.63,0.00
-0.01,1.00,108.73,-0.74,0.00,0.13,0.00,0.43,0.50,0.20,0.25,14.50,3.62,0.25,5.00,1.15,0.00
-0.01,1.00,130.39,-0.88,0.00,0.12,0.00,0.43,2.80,1.11,0.25,15.01,3.75,0.25,8.54,1.97,0.00
0.00,1.00,158.24,0.00,0.00,0.13,0.00,0.50,0.89,0.41,0.25,12.59,3.15,0.18,0.89,0.15,0.00
0.00,1.00,172.60,0.00,0.00,0.12,0.00,0.43,7.71,3.06,0.25,6.85,1.71,0.25,13.16,3.03,0.00
0.00,0.99,164.41,0.00,0.00,0.13,0.00,0.50,5.00,2.30,0.25,6.92,1.73,0.17,5.00,0.80,0.00
0.00,0.99,161.09,0.00,0.00,0.13,0.00,0.50,2.98,1.38,0.25,10.00,2.50,0.17,2.98,0.48,0.00
0.00,0.99,160.66,0.00,0.00,0.12,0.00,0.50,2.77,1.28,0.25,7.99,2.00,0.18,2.77,0.45,0.00
0.00,0.99,156.50,0.00,0.00,0.13,0.00,0.50,12.38,5.71,0.25,7.99,2.00,0.18,12.38,2.01,0.00
0.00,0.99,144.77,0.00,0.00,0.12,0.00,0.50,6.64,3.06,0.25,8.00,2.00,0.18,6.64,1.08,0.00
0.00,0.99,137.16,0.00,0.00,0.13,0.00,0.43,10.00,3.93,0.25,5.60,1.40,0.25,13.07,3.01,0.00
0.00,0.98,151.18,0.00,0.00,0.12,0.00,0.42,2.47,0.96,0.25,4.34,1.08,0.25,4.41,1.02,0.00
0.00,0.97,144.86,0.00,0.00,0.12,0.00,0.50,2.34,1.08,0.25,6.48,1.62,0.16,2.35,0.36,0.00
0.00,0.97,144.34,0.00,0.00,0.12,0.00,0.50,1.77,0.82,0.25,4.34,1.08,0.17,1.78,0.27,0.00
0.00,0.97,142.79,0.00,0.03,0.12,0.00,0.50,0.25,0.12,0.25,4.35,1.09,0.04,0.26,0.01,0.00
0.00,1.00,145.80,0.00,0.00,0.12,0.00,0.50,1.11,0.51,0.25,4.35,1.09,0.18,1.12,0.19,0.00
0.00,1.00,161.00,0.00,0.00,0.12,0.00,0.43,0.50,0.20,0.25,7.99,2.00,0.25,7.05,1.62,0.00
0.05,0.99,189.38,8.65,0.00,0.13,0.00,0.42,10.00,3.91,0.25,5.60,1.40,0.25,10.47,2.41,0.00
0.38,0.88,189.91,66.80,0.00,0.13,0.00,0.37,12.81,4.35,0.25,12.00,3.00,0.25,12.81,2.95,0.00
0.00,0.10,156.18,0.00,0.00,0.13,0.00,0.00,8.21,0.00,0.25,9.50,2.38,0.23,9.02,1.92,0.00
0.00,0.10,148.42,0.00,0.00,0.12,0.00,0.23,3.55,0.76,0.25,8.00,2.00,0.00,4.36,0.00,0.00
0.00,0.14,138.77,0.00,0.00,0.13,0.00,0.00,0.83,0.00,0.25,8.00,2.00,0.25,5.90,1.36,0.00
0.00,0.14,135.62,0.00,0.00,0.12,0.00,0.00,0.25,0.00,0.25,10.85,2.71,0.25,4.37,1.01,0.00
-0.00,0.14,132.94,-0.53,0.00,0.12,0.00,0.00,0.25,0.00,0.25,12.00,3.00,0.25,3.98,0.91,0.00
-0.47,0.14,129.44,-60.71,0.00,0.12,0.00,0.00,0.13,0.00,0.25,12.00,3.00,0.25,7.54,1.74,0.00
-0.01,1.00,137.40,-0.93,0.00,0.12,0.00,0.43,0.25,0.10,0.25,12.44,3.11,0.25,5.00,1.15,0.00
0.00,1.00,162.10,0.00,0.00,0.13,0.00,0.50,10.09,4.65,0.25,12.94,3.23,0.18,10.90,1.81,0.00
0.00,1.00,196.66,0.00,-0.00,0.13,-0.00,0.50,0.40,0.18,0.25,12.94,3.23,0.18,0.40,0.07,0.00
0.00,1.00,207.21,0.00,0.00,0.13,0.00,0.50,6.82,3.15,0.25,11.90,2.97,0.18,8.20,1.37,0.00
0.00,1.00,202.84,0.00,0.00,0.12,0.00,0.50,3.94,1.82,0.25,7.99,2.00,0.18,3.94,0.66,0.00
0.00,1.00,199.95,0.00,0.00,0.13,0.00,0.50,2.74,1.26,0.25,10.00,2.50,0.18,2.74,0.46,0.00
0.00,1.00,199.63,0.00,0.00,0.13,0.00,0.50,7.71,3.55,0.25,11.72,2.93,0.18,7.71,1.28,0.00
0.00,1.00,191.39,0.00,0.00,0.13,0.00,0.50,11.60,5.35,0.25,9.00,2.25,0.18,11.60,1.93,0.00
0.00,1.00,180.25,0.00,0.00,0.12,0.00,0.50,4.46,2.06,0.25,9.00,2.25,0.18,5.37,0.89,0.00
-0.01,1.00,162.39,-1.10,0.00,0.12,0.00,0.43,9.15,3.63,0.25,5.00,1.25,0.25,14.89,3.43,0.00
0.00,1.00,198.76,0.00,0.00,0.12,0.00,0.43,2.80,1.11,0.25,4.00,1.00,0.25,5.38,1.24,0.00
0.00,0.99,196.14,0.00,0.00,0.12,0.00,0.42,0.50,0.20,0.25,8.40,2.10,0.25,4.34,1.00,0.00
-0.02,0.98,190.05,-3.83,0.00,0.12,0.00,0.42,0.50,0.19,0.25,4.35,1.09,0.25,3.72,0.86,0.00
0.00,1.00,196.33,0.00,0.00,0.12,0.00,0.50,3.00,1.38,0.25,4.34,1.08,0.18,5.38,0.90,0.00
0.00,1.00,198.58,0.00,0.00,0.11,0.00,0.50,0.50,0.23,0.25,4.36,1.09,0.18,2.81,0.47,0.00
0.00,1.00,210.68,0.00,0.00,0.12,0.00,0.50,2.80,1.29,0.25,7.99,2.00,0.18,4.35,0.72,0.00
0.00,1.00,243.21,0.00,0.00,0.12,0.00,0.43,2.19,0.87,0.25,9.00,2.25,0.25,7.68,1.77,0.00
0.00,0.99,248.18,0.00,0.00,0.12,0.00,0.42,10.02,3.92,0.25,13.81,3.45,0.25,16.09,3.71,0.00
0.00,0.98,225.12,0.00,0.00,0.13,0.00,0.42,7.00,2.70,0.25,15.93,3.98,0.25,9.00,2.07,0.00
0.00,0.96,211.78,0.00,0.00,0.13,0.00,0.41,4.35,1.65,0.25,9.05,2.26,0.25,9.00,2.07,0.00
0.00,0.95,198.94,0.00,0.00,0.13,0.00,0.50,5.04,2.33,0.25,9.00,2.25,0.16,6.60,0.95,0.00
0.00,0.96,197.17,0.00,0.00,0.13,0.00,0.50,2.79,1.29,0.25,9.54,2.38,0.16,4.35,0.63,0.00
-0.02,0.96,195.24,-3.81,0.00,0.13,0.00,0.50,2.80,1.29,0.25,11.18,2.80,0.16,4.36,0.65,0.00
-0.01,1.00,195.63,-1.33,0.00,0.13,0.00,0.43,0.60,0.24,0.25,11.59,2.90,0.25,4.97,1.15,0.00
0.00,1.00,197.88,0.00,0.00,0.13,0.00,0.50,7.00,3.23,0.25,12.71,3.18,0.18,9.00,1.50,0.00
-0.01,1.00,220.69,-1.50,0.00,0.13,0.00,0.43,20.00,7.94,0.25,17.81,4.45,0.25,23.67,5.46,0.00
0.00,1.00,245.89,0.00,0.00,0.13,0.00,0.50,2.48,1.14,0.25,20.00,5.00,0.18,2.48,0.41,0.00
0.00,1.00,260.83,0.00,0.00,0.13,0.00,0.43,10.00,3.97,0.25,14.85,3.71,0.25,14.30,3.30,0.00
0.00,0.99,254.10,0.00,0.00,0.13,0.00,0.42,7.68,3.00,0.25,17.81,4.45,0.25,7.68,1.77,0.00
0.00,0.98,247.03,0.00,0.00,0.13,0.00,0.50,4.32,1.99,0.25,8.89,2.22,0.17,4.32,0.67,0.00
0.03,0.98,241.22,7.62,0.00,0.13,0.00,0.42,17.92,6.93,0.25,10.00,2.50,0.25,17.92,4.13,0.00
0.37,0.90,226.06,77.35,0.00,0.13,0.00,0.38,16.19,5.65,0.25,7.99,2.00,0.25,16.19,3.73,0.00
0.00,0.14,211.64,0.00,0.00,0.13,0.00,0.00,7.32,0.01,0.25,9.00,2.25,0.25,7.32,1.69,0.00
0.02,0.14,210.13,3.40,0.00,0.12,0.00,0.00,0.50,0.00,0.25,8.00,2.00,0.25,9.09,2.10,0.00
0.00,0.10,157.27,0.00,0.00,0.12,0.00,0.00,0.50,0.00,0.25,4.00,1.00,0.23,6.02,1.28,0.00
-0.29,0.10,151.26,-44.22,0.00,0.12,0.00,0.00,0.50,0.00,0.25,7.68,1.92,0.23,4.35,0.92,0.00
-0.16,0.64,149.59,-24.42,0.00,0.11,0.00,0.50,2.48,1.14,0.25,5.00,1.25,0.00,2.98,0.00,0.00
0.00,0.98,152.67,0.00,0.00,0.11,0.00,0.42,0.50,0.19,0.25,4.32,1.08,0.25,2.98,0.69,0.00
0.00,0.96,156.04,0.00,0.00,0.11,0.00,0.50,0.50,0.23,0.25,4.36,1.09,0.00,1.86,0.00,0.00
0.00,1.00,170.00,0.00,0.00,0.12,0.00,0.50,2.87,1.32,0.25,7.00,1.75,0.18,4.57,0.76,0.00
0.00,1.00,196.98,0.00,0.00,0.13,0.00,0.50,11.35,5.23,0.25,7.99,2.00,0.18,11.35,1.89,0.00
0.00,1.00,199.08,0.00,0.00,0.13,0.00,0.50,13.88,6.40,0.25,12.17,3.04,0.18,13.88,2.31,0.00
0.00,1.00,192.50,0.00,0.00,0.13,0.00,0.50,9.00,4.15,0.25,15.61,3.90,0.18,9.00,1.50,0.00
0.00,1.00,180.41,0.00,0.00,0.13,0.00,0.50,7.00,3.23,0.25,6.30,1.57,0.18,8.18,1.36,0.00
0.00,1.00,180.46,0.00,0.00,0.12,0.00,0.50,8.81,4.06,0.25,5.89,1.47,0.18,9.00,1.50,0.00
0.00,1.00,176.03,0.00,0.00,0.12,0.00,0.50,7.00,3.23,0.25,8.02,2.00,0.18,9.00,1.50,0.00
0.00,1.00,170.87,0.00,0.00,0.13,0.00,0.43,5.00,1.98,0.25,9.00,2.25,0.25,9.00,2.07,0.00
-0.01,0.99,167.58,-1.02,0.00,0.13,0.00,0.50,5.00,2.30,0.25,9.00,2.25,0.17,6.18,0.99,0.00
0.00,1.00,164.81,0.00,0.00,0.13,0.00,0.50,5.00,2.30,0.25,15.61,3.90,0.18,6.18,1.03,0.00
0.00,1.00,187.90,0.00,0.00,0.13,0.00,0.50,12.00,5.53,0.25,11.39,2.85,0.18,12.00,2.00,0.00
0.00,1.00,205.90,0.00,0.00,0.13,0.00,0.50,9.15,4.22,0.25,17.61,4.40,0.18,9.15,1.52,0.00
0.00,1.00,213.90,0.00,0.00,0.13,0.00,0.50,12.34,5.69,0.25,10.44,2.61,0.18,12.34,2.05,0.00
0.00,1.00,206.65,0.00,0.00,0.13,0.00,0.50,6.38,2.94,0.25,7.99,2.00,0.18,6.38,1.06,0.00
0.00,1.00,203.62,0.00,0.00,0.13,0.00,0.50,2.82,1.30,0.25,7.99,2.00,0.18,2.82,0.47,0.00
0.00,1.00,199.64,0.00,0.00,0.13,0.00,0.50,15.14,6.98,0.25,10.00,2.50,0.18,15.14,2.52,0.00
0.00,1.00,186.05,0.00,0.00,0.13,0.00,0.50,15.27,7.04,0.25,8.71,2.18,0.18,15.27,2.54,0.00
0.00,1.00,161.26,0.00,0.00,0.13,0.00,0.50,8.00,3.69,0.25,7.99,2.00,0.18,8.00,1.33,0.00
0.00,1.00,161.59,0.00,0.00,0.12,0.00,0.43,17.14,6.80,0.25,5.00,1.25,0.25,23.64,5.45,0.00
0.00,0.99,138.33,0.00,0.00,0.12,0.00,0.50,4.64,2.14,0.25,4.00,1.00,0.17,4.65,0.75,0.00
0.00,0.99,137.61,0.00,0.00,0.12,0.00,0.50,2.99,1.38,0.25,6.77,1.69,0.17,3.86,0.62,0.00
-0.00,0.99,136.94,-0.68,0.00,0.11,0.00,0.50,2.50,1.15,0.25,5.00,1.25,0.18,2.51,0.41,0.00
-0.01,1.00,137.92,-0.94,0.00,0.12,0.00,0.43,1.05,0.42,0.25,4.00,1.00,0.25,4.00,0.92,0.00
0.00,1.00,143.74,0.00,0.00,0.12,0.00,0.50,2.99,1.38,0.25,4.36,1.09,0.18,4.31,0.72,0.00
0.00,1.00,170.61,0.00,0.00,0.12,0.00,0.50,10.00,4.61,0.25,6.77,1.69,0.18,10.00,1.66,0.00
0.06,1.00,187.19,9.69,0.00,0.13,0.00,0.43,12.08,4.79,0.25,6.51,1.63,0.25,12.08,2.78,0.00
0.38,0.88,178.46,62.84,0.00,0.13,0.00,0.37,15.00,5.09,0.25,12.71,3.18,0.25,16.63,3.83,0.00
0.00,0.10,149.88,0.00,0.00,0.13,0.00,-0.00,9.31,-0.00,0.25,6.30,1.57,0.23,9.31,1.98,0.00
0.00,0.10,126.38,0.00,0.00,0.12,0.00,-0.00,2.47,-0.00,0.25,5.00,1.25,0.23,2.47,0.52,0.00
0.00,0.10,114.68,0.00,0.00,0.12,0.00,0.23,2.47,0.52,0.25,5.34,1.33,0.00,2.99,0.00,0.00
0.00,0.14,104.22,0.00,0.00,0.12,0.00,0.25,2.48,0.57,0.25,10.00,2.50,0.00,3.00,0.00,0.00
-0.42,0.18,100.73,-42.43,0.00,0.12,0.00,0.27,1.40,0.35,0.25,8.52,2.13,0.00,1.92,0.00,0.00
0.00,1.00,101.71,0.00,0.00,0.12,0.00,0.50,2.47,1.14,0.25,10.00,2.50,0.18,2.99,0.50,0.00
0.00,1.00,113.88,0.00,0.00,0.12,0.00,0.50,2.48,1.14,0.25,12.19,3.05,0.18,3.00,0.50,0.00
0.00,1.00,141.94,0.00,0.00,0.13,0.00,0.50,9.27,4.27,0.25,25.00,6.25,0.18,10.00,1.66,0.00
0.00,1.00,188.66,0.00,0.00,0.13,0.00,0.50,5.82,2.68,0.25,14.99,3.75,0.18,5.82,0.97,0.00
0.00,1.00,207.49,0.00,0.00,0.13,0.00,0.50,22.00,10.14,0.25,8.11,2.03,0.18,22.00,3.66,0.00
0.00,1.00,199.15,0.00,0.00,0.13,0.00,0.50,14.21,6.55,0.25,7.99,2.00,0.18,14.21,2.37,0.00
0.00,1.00,192.14,0.00,0.00,0.13,0.00,0.50,9.00,4.15,0.25,7.99,2.00,0.18,9.00,1.50,0.00
0.00,1.00,191.48,0.00,0.00,0.13,0.00,0.50,9.52,4.39,0.25,7.99,2.00,0.18,9.52,1.58,0.00
0.00,1.00,180.69,0.00,0.00,0.13,0.00,0.50,8.71,4.01,0.25,9.00,2.25,0.18,8.71,1.45,0.00
0.00,1.00,173.13,0.00,0.00,0.13,0.00,0.50,11.64,5.37,0.25,8.55,2.14,0.18,11.64,1.94,0.00
0.00,1.00,157.18,0.00,0.00,0.12,0.00,0.43,0.50,0.20,0.25,5.00,1.25,0.25,9.00,2.07,0.00
0.00,0.99,153.21,0.00,0.00,0.12,0.00,0.50,4.79,2.21,0.25,3.50,0.88,0.17,4.79,0.77,0.00
0.00,0.99,154.61,0.00,0.00,0.12,0.00,0.50,4.38,2.02,0.25,5.79,1.45,0.17,4.38,0.71,0.00
-0.01,0.99,146.57,-1.79,0.00,0.12,0.00,0.43,3.00,1.18,0.25,4.38,1.09,0.25,6.09,1.40,0.00
0.00,1.00,149.38,0.00,0.00,0.12,0.00,0.50,5.71,2.63,0.25,4.33,1.08,0.18,5.71,0.95,0.00
0.00,1.00,157.06,0.00,0.00,0.12,0.00,0.43,2.99,1.19,0.25,4.00,1.00,0.25,9.99,2.30,0.00
0.00,0.99,160.00,0.00,0.00,0.12,0.00,0.50,4.90,2.26,0.25,5.79,1.45,0.17,6.66,1.07,0.00
0.00,0.99,163.34,0.00,0.00,0.12,0.00,0.50,10.00,4.61,0.25,5.79,1.45,0.17,10.00,1.61,0.00
0.00,0.99,156.78,0.00,0.00,0.12,0.00,0.43,10.99,4.31,0.25,12.00,3.00,0.25,12.00,2.77,0.00
0.00,0.98,143.68,0.00,0.00,0.12,0.00,0.50,5.61,2.59,0.25,9.00,2.25,0.17,5.61,0.88,0.00
0.00,0.98,129.20,0.00,0.00,0.12,0.00,0.50,5.27,2.43,0.25,7.99,2.00,0.17,6.78,1.07,0.00
-0.01,0.98,124.48,-1.11,0.00,0.12,0.00,0.50,4.33,2.00,0.25,5.78,1.45,0.17,5.99,0.95,0.00
-0.01,1.00,123.82,-0.84,0.00,0.12,0.00,0.43,2.53,1.00,0.25,7.71,1.93,0.25,5.20,1.20,0.00
0.00,1.00,124.23,0.00,0.00,0.12,0.00,0.50,3.21,1.48,0.25,7.52,1.88,0.18,5.00,0.83,0.00
0.00,1.00,124.45,0.00,0.00,0.12,0.00,0.50,1.33,0.61,0.25,7.89,1.97,0.18,2.99,0.50,0.00
0.00,1.00,130.42,0.00,0.00,0.12,0.00,0.50,6.65,3.07,0.25,9.60,2.40,0.18,8.31,1.38,0.00
0.00,1.00,143.27,0.00,0.00,0.12,0.00,0.50,8.84,4.08,0.25,11.28,2.82,0.18,10.45,1.74,0.00
0.00,1.00,169.47,0.00,0.00,0.13,0.00,0.50,7.05,3.25,0.25,8.11,2.03,0.18,7.05,1.17,0.00
0.00,1.00,177.15,0.00,0.00,0.13,0.00,0.50,10.96,5.05,0.25,9.56,2.39,0.18,12.00,2.00,0.00
0.00,1.00,172.70,0.00,0.00,0.13,0.00,0.50,7.47,3.44,0.25,6.11,1.53,0.18,7.47,1.24,0.00
0.00,1.00,170.09,0.00,0.00,0.13,0.00,0.50,4.90,2.26,0.25,7.99,2.00,0.18,4.90,0.82,0.00
0.00,1.00,169.55,0.00,0.00,0.13,0.00,0.50,7.00,3.23,0.25,7.99,2.00,0.18,7.00,1.16,0.00
0.00,1.00,165.84,0.00,0.00,0.13,0.00,0.50,5.05,2.33,0.25,7.99,2.00,0.18,5.05,0.84,0.00
0.00,1.00,156.93,0.00,0.00,0.12,0.00,0.50,5.99,2.76,0.25,4.90,1.23,0.18,5.99,1.00,0.00
0.00,1.00,147.82,0.00,0.00,0.12,0.00,0.50,4.35,2.01,0.25,8.00,2.00,0.18,4.35,0.72,0.00
0.00,1.00,142.69,0.00,0.00,0.12,0.00,0.50,10.00,4.61,0.25,5.00,1.25,0.18,11.33,1.89,0.00
-0.01,1.00,136.26,-0.92,0.00,0.12,0.00,0.43,6.19,2.46,0.25,7.99,2.00,0.25,10.00,2.30,0.00
0.00,1.00,140.40,0.00,0.00,0.12,0.00,0.50,8.28,3.82,0.25,5.00,1.25,0.18,8.28,1.38,0.00
0.00,1.00,136.76,0.00,0.00,0.12,0.00,0.50,4.15,1.91,0.25,4.33,1.08,0.18,4.16,0.69,0.00
0.00,1.00,136.66,0.00,0.00,0.12,0.00,0.50,4.16,1.92,0.25,3.50,0.88,0.18,4.16,0.69,0.00
0.00,1.00,136.08,0.00,0.00,0.12,0.00,0.50,4.16,1.92,0.25,2.00,0.50,0.18,4.16,0.69,0.00
0.00,1.00,138.78,0.00,0.00,0.12,0.00,0.50,6.53,3.01,0.25,7.99,2.00,0.18,6.53,1.09,0.00
0.00,1.00,139.90,0.00,0.00,0.12,0.00,0.43,10.00,3.97,0.25,12.73,3.18,0.25,10.00,2.30,0.00
0.00,0.99,130.91,0.00,0.00,0.12,0.00,0.42,10.00,3.91,0.25,10.00,2.50,0.25,10.00,2.30,0.00
0.00,0.98,118.98,0.00,0.00,0.12,0.00,0.42,4.64,1.79,0.25,8.00,2.00,0.25,4.64,1.07,0.00
0.00,0.96,104.87,0.00,0.00,0.16,0.00,0.41,0.50,0.19,0.25,7.99,2.00,0.25,4.35,1.00,0.00
0.00,0.95,102.74,0.00,0.00,0.12,0.00,0.41,1.50,0.56,0.25,8.00,2.00,0.25,3.38,0.78,0.00
0.00,0.94,98.55,0.00,0.00,0.12,0.00,0.40,0.25,0.09,0.25,11.21,2.80,0.25,3.00,0.69,0.00
-0.05,0.93,96.81,-4.46,0.00,0.12,0.00,0.39,1.12,0.41,0.25,12.00,3.00,0.25,2.81,0.65,0.00
-0.01,1.00,103.08,-0.70,0.00,0.12,0.00,0.43,1.50,0.60,0.25,24.64,6.16,0.25,4.35,1.00,0.00
0.00,1.00,129.38,0.00,0.00,0.12,0.00,0.50,10.58,4.88,0.25,13.00,3.25,0.18,12.27,2.04,0.00
0.00,1.00,162.41,0.00,0.00,0.14,0.00,0.50,3.67,1.69,0.25,14.85,3.71,0.18,3.67,0.61,0.00
0.00,1.00,175.82,0.00,0.00,0.14,0.00,0.50,15.22,7.01,0.25,7.99,2.00,0.18,15.22,2.53,0.00
0.00,1.00,168.06,0.00,0.00,0.12,0.00,0.50,6.28,2.89,0.25,7.92,1.98,0.18,6.28,1.04,0.00
0.00,1.00,163.84,0.00,0.00,0.14,0.00,0.50,4.53,2.09,0.25,6.11,1.53,0.18,4.53,0.75,0.00
0.00,1.00,162.72,0.00,0.00,0.14,0.00,0.50,6.71,3.09,0.25,7.99,2.00,0.18,6.71,1.12,0.00
0.00,1.00,155.79,0.00,0.00,0.14,0.00,0.50,10.00,4.61,0.25,7.99,2.00,0.18,10.00,1.66,0.00
0.00,1.00,144.90,0.00,0.00,0.14,0.00,0.50,6.51,3.00,0.25,7.99,2.00,0.18,6.51,1.08,0.00
0.00,1.00,140.80,0.00,0.00,0.12,0.00,0.50,4.48,2.07,0.25,7.99,2.00,0.18,4.48,0.75,0.00
0.00,1.00,143.25,0.00,0.00,0.12,0.00,0.43,1.50,0.60,0.25,3.50,0.88,0.25,5.42,1.25,0.00
0.00,0.99,140.35,0.00,0.00,0.11,0.00,0.42,1.45,0.57,0.25,8.25,2.06,0.25,5.80,1.34,0.00
-0.02,0.98,136.13,-2.74,0.00,0.12,0.00,0.42,1.50,0.58,0.25,4.38,1.09,0.25,7.92,1.83,0.00
-0.01,1.00,135.54,-0.92,0.00,0.11,0.00,0.43,1.46,0.58,0.25,4.33,1.08,0.25,4.30,0.99,0.00
-0.01,1.00,137.08,-0.93,0.00,0.12,0.00,0.43,1.50,0.60,0.25,4.32,1.08,0.25,6.69,1.54,0.00
0.00,1.00,152.14,0.00,0.00,0.12,0.00,0.50,2.57,1.19,0.25,9.00,2.25,0.18,3.84,0.64,0.00
0.00,1.00,163.10,0.00,0.00,0.12,0.00,0.50,7.01,3.23,0.25,16.35,4.09,0.18,9.00,1.50,0.00
