BattSchedule_MW,SOC_percent,EnergyPriceDA_$perMWh,EnergyProfit_$,non_spinCapacity,non_spinPrice_$perMW,non_spinRev_$,reg_downCapacity,reg_downPrice_$perMW,reg_downRev_$,spinCapacity,spinPrice_$perMW,spinRev_$,reg_upCapacity,reg_upPrice_$perMW,reg_upRev_$,CapacityObligation
0.05,0.84,46.26,2.12,0.24,1.00,0.22,0.05,5.00,0.25,0.50,1.00,0.46,0.05,1.50,0.07,0.00
0.22,0.81,45.90,9.35,0.23,1.61,0.34,0.05,5.00,0.25,0.50,1.61,0.74,0.05,1.62,0.07,0.00
0.00,0.69,41.54,0.00,0.17,1.00,0.16,0.05,5.00,0.25,0.50,1.00,0.46,0.05,1.50,0.07,0.00
0.00,0.69,39.32,0.00,0.17,1.00,0.15,0.05,5.00,0.25,0.50,1.00,0.46,0.05,3.31,0.15,0.00
0.28,0.68,46.29,12.07,0.17,1.00,0.15,0.05,7.07,0.35,0.50,1.00,0.46,0.05,1.00,0.05,0.00
0.36,0.54,45.83,15.02,0.09,0.83,0.07,0.05,6.84,0.34,0.50,0.83,0.38,0.05,0.83,0.04,0.00
0.00,0.36,41.84,0.00,0.00,0.50,0.00,0.05,7.04,0.35,0.50,0.50,0.23,0.05,0.50,0.02,0.00
0.00,0.35,41.44,0.00,0.00,1.00,0.00,0.05,8.13,0.41,0.50,1.00,0.46,0.05,1.00,0.05,0.00
0.00,0.35,39.42,0.00,0.00,0.83,0.00,0.05,8.77,0.44,0.50,0.83,0.38,0.05,0.83,0.04,0.00
0.46,0.35,43.71,18.29,0.00,1.00,0.00,0.05,8.97,0.45,0.49,1.00,0.46,0.05,1.00,0.05,0.00
0.03,0.12,42.48,1.34,0.00,1.00,0.00,0.05,10.05,0.50,0.03,1.00,0.03,0.05,1.00,0.05,0.00
0.00,0.10,12.03,0.00,0.00,1.00,0.00,0.05,8.15,0.41,0.00,1.00,0.00,0.05,8.61,0.40,0.00
-0.00,0.10,-12.08,0.00,0.00,1.00,0.00,0.05,7.87,0.39,0.00,1.00,0.00,0.05,5.00,0.23,0.00
-0.00,0.10,-19.00,0.00,0.00,1.00,0.00,0.05,8.23,0.41,0.00,1.00,0.00,0.05,4.17,0.19,0.00
-0.95,0.10,-22.62,21.43,0.00,1.00,0.00,0.05,8.22,0.41,0.00,1.00,0.00,0.05,4.08,0.19,0.00
-0.95,0.54,-22.46,21.28,0.09,0.50,0.04,0.05,10.00,0.50,0.50,0.50,0.23,0.05,3.54,0.16,0.00
-0.07,0.97,-20.75,1.47,0.31,0.50,0.14,0.05,8.22,0.41,0.50,0.50,0.23,0.05,3.18,0.15,0.00
-0.01,1.00,-19.31,0.24,0.32,1.00,0.30,0.05,8.89,0.44,0.50,1.00,0.46,0.05,3.66,0.17,0.00
-0.01,1.00,-16.80,0.21,0.32,1.00,0.30,0.05,11.19,0.56,0.50,1.00,0.46,0.05,4.39,0.20,0.00
-0.01,1.00,-0.39,0.00,0.32,1.00,0.30,0.05,15.57,0.78,0.50,1.00,0.46,0.05,2.60,0.12,0.00
-0.01,1.00,18.72,-0.23,0.32,0.30,0.09,0.05,0.00,0.00,0.50,0.30,0.14,0.05,0.30,0.01,0.00
0.00,1.00,42.49,0.00,0.32,1.00,0.30,0.05,5.41,0.27,0.50,1.52,0.70,0.05,1.53,0.07,0.00
0.13,0.99,45.69,5.38,0.32,1.00,0.30,0.05,5.00,0.25,0.50,1.00,0.46,0.05,1.00,0.05,0.00
0.17,0.92,45.54,6.95,0.28,1.00,0.26,0.00,0.00,0.00,0.50,1.00,0.46,0.05,4.86,0.22,0.00
0.00,0.84,43.20,0.00,0.24,1.00,0.22,0.05,5.00,0.25,0.50,1.98,0.91,0.05,2.25,0.10,0.00
0.00,0.83,42.42,0.00,0.24,1.00,0.22,0.05,6.91,0.34,0.50,1.42,0.65,0.05,2.13,0.10,0.00
0.00,0.83,41.23,0.00,0.24,1.00,0.22,0.05,5.00,0.25,0.50,1.00,0.46,0.05,2.30,0.11,0.00
0.00,0.82,33.73,0.00,0.24,1.00,0.22,0.05,5.00,0.25,0.50,1.00,0.46,0.05,3.31,0.15,0.00
0.00,0.82,32.98,0.00,0.23,1.00,0.21,0.05,6.65,0.33,0.50,1.00,0.46,0.05,1.00,0.05,0.00
0.00,0.81,30.97,0.00,0.23,0.99,0.21,0.05,7.11,0.35,0.50,0.99,0.46,0.05,0.99,0.05,0.00
-0.43,0.81,30.56,-13.15,0.23,1.00,0.21,0.05,7.28,0.36,0.50,1.00,0.46,0.05,1.00,0.05,0.00
-0.01,1.00,31.09,-0.39,0.32,1.00,0.30,0.05,6.97,0.35,0.50,1.00,0.46,0.05,1.02,0.05,0.00
-0.01,1.00,35.75,-0.45,0.32,1.01,0.30,0.05,7.99,0.40,0.50,1.01,0.46,0.05,1.01,0.05,0.00
0.85,1.00,53.19,41.46,0.10,1.00,0.09,0.05,6.67,0.33,0.00,1.05,0.00,0.05,1.05,0.05,0.00
0.95,0.58,55.32,48.32,0.00,1.00,0.00,0.05,13.64,0.68,0.00,1.00,0.00,0.05,3.32,0.15,0.00
0.00,0.10,23.47,0.00,0.00,1.00,0.00,0.05,8.17,0.41,0.00,1.00,0.00,0.05,5.87,0.25,0.00
0.00,0.10,-5.35,-0.00,0.00,1.00,0.00,0.05,7.77,0.39,0.00,1.00,0.00,0.05,4.17,0.18,0.00
-0.00,0.10,-18.65,0.02,0.00,1.00,0.00,0.05,7.97,0.40,0.00,1.00,0.00,0.05,3.80,0.16,0.00
-0.00,0.10,-30.00,0.01,0.00,1.00,0.00,0.05,8.22,0.41,0.00,1.00,0.00,0.05,5.04,0.23,0.00
0.00,0.10,-30.42,-0.00,0.00,1.00,0.00,0.05,8.34,0.42,0.00,1.00,0.00,0.05,3.13,0.14,0.00
-0.95,0.10,-34.06,32.27,0.00,1.00,0.00,0.05,8.19,0.41,0.00,1.00,0.00,0.05,4.02,0.18,0.00
-0.95,0.54,-34.57,32.75,0.09,1.00,0.09,0.05,10.79,0.54,0.50,1.00,0.46,0.05,4.02,0.18,0.00
-0.07,0.97,-32.65,2.32,0.31,1.00,0.29,0.05,13.36,0.67,0.50,1.00,0.46,0.05,4.03,0.19,0.00
-0.01,1.00,-19.41,0.24,0.32,1.00,0.30,0.05,17.31,0.86,0.50,1.00,0.46,0.05,2.60,0.12,0.00
-0.01,1.00,5.26,-0.07,0.32,1.00,0.30,0.05,10.87,0.54,0.50,1.00,0.46,0.05,3.03,0.14,0.00
0.13,1.00,42.63,4.91,0.32,1.00,0.30,0.05,14.92,0.74,0.50,1.00,0.46,0.05,5.00,0.23,0.00
0.45,0.93,46.82,19.37,0.00,1.00,0.00,0.05,8.41,0.42,0.50,4.34,2.00,0.05,4.34,0.20,0.00
0.45,0.70,45.01,18.62,0.00,1.00,0.00,0.05,6.07,0.30,0.50,5.46,2.51,0.05,5.46,0.25,0.00
0.75,0.48,43.62,30.00,0.18,1.00,0.17,0.05,6.07,0.30,0.02,1.00,0.02,0.05,1.00,0.05,0.00
0.00,0.10,40.16,0.00,0.00,1.00,0.00,0.05,6.09,0.30,0.00,1.00,0.00,0.05,1.00,0.05,0.00
0.00,0.10,37.11,0.00,0.00,1.00,0.00,0.05,6.00,0.30,0.00,1.00,0.00,0.05,1.87,0.09,0.00
-0.95,0.10,27.20,-25.77,0.00,1.00,0.00,0.05,6.40,0.32,0.00,1.00,0.00,0.05,1.07,0.05,0.00
0.00,0.54,27.58,0.00,0.09,0.75,0.06,0.05,4.91,0.24,0.50,0.75,0.34,0.05,0.75,0.03,0.00
-0.95,0.53,27.19,-25.76,0.09,0.64,0.05,0.05,4.41,0.22,0.50,0.64,0.30,0.05,0.64,0.03,0.00
-0.08,0.97,27.19,-2.14,0.31,0.75,0.21,0.05,4.66,0.23,0.50,0.75,0.34,0.05,0.75,0.03,0.00
-0.01,1.00,28.31,-0.35,0.32,1.00,0.30,0.05,4.69,0.23,0.50,1.00,0.46,0.05,1.00,0.05,0.00
0.00,1.00,31.46,0.00,0.32,0.83,0.25,0.05,4.87,0.24,0.50,0.83,0.38,0.05,0.83,0.04,0.00
0.95,0.99,43.61,38.09,0.00,1.00,0.00,0.05,7.99,0.40,0.00,1.03,0.00,0.05,4.33,0.20,0.00
0.84,0.52,43.26,33.25,0.11,1.00,0.10,0.05,6.45,0.32,0.00,1.00,0.00,0.05,4.30,0.20,0.00
0.00,0.10,19.65,0.00,0.00,1.00,0.00,0.05,5.33,0.27,0.00,1.00,0.00,0.05,3.14,0.13,0.00
-0.00,0.10,3.38,-0.00,0.00,1.00,0.00,0.05,5.80,0.29,0.00,1.00,0.00,0.05,4.49,0.19,0.00
-0.00,0.10,-9.40,0.00,0.00,1.00,0.00,0.05,6.11,0.30,0.00,1.00,0.00,0.05,5.00,0.23,0.00
-0.00,0.10,-14.62,0.00,0.00,1.00,0.00,0.05,6.02,0.30,0.00,1.00,0.00,0.05,5.62,0.26,0.00
0.00,0.10,-16.51,-0.00,0.00,1.00,0.00,0.05,7.53,0.38,0.00,1.00,0.00,0.05,1.00,0.05,0.00
-0.95,0.10,-20.61,19.52,0.00,1.00,0.00,0.05,6.01,0.30,0.00,1.00,0.00,0.05,1.00,0.05,0.00
-0.95,0.54,-22.46,21.28,0.09,1.00,0.09,0.05,10.91,0.54,0.50,1.00,0.46,0.05,1.06,0.05,0.00
-0.07,0.97,-20.67,1.47,0.31,1.00,0.29,0.05,10.96,0.55,0.50,1.00,0.46,0.05,1.00,0.05,0.00
-0.01,1.00,-11.46,0.14,0.32,1.00,0.30,0.05,11.04,0.55,0.50,1.00,0.46,0.05,3.21,0.15,0.00
-0.01,1.00,13.21,-0.17,0.32,1.00,0.30,0.05,7.00,0.35,0.50,1.00,0.46,0.05,4.22,0.19,0.00
0.00,1.00,40.72,0.00,0.32,1.00,0.30,0.05,7.08,0.35,0.50,1.00,0.46,0.05,2.81,0.13,0.00
0.95,0.99,46.06,40.23,0.00,1.00,0.00,0.05,10.37,0.52,0.00,1.00,0.00,0.05,1.94,0.09,0.00
0.83,0.52,45.58,34.98,0.12,1.00,0.11,0.05,5.00,0.25,0.00,1.00,0.00,0.05,2.09,0.10,0.00
0.00,0.10,42.44,0.00,0.00,1.00,0.00,0.05,6.36,0.32,0.00,1.00,0.00,0.05,1.50,0.07,0.00
0.00,0.10,35.03,0.00,0.00,1.00,0.00,0.05,5.85,0.29,0.00,1.00,0.00,0.05,2.81,0.13,0.00
0.00,0.10,29.70,0.00,0.00,1.00,0.00,0.05,5.00,0.25,0.00,1.00,0.00,0.05,2.81,0.13,0.00
-0.00,0.10,25.26,-0.01,0.00,0.93,0.00,0.05,4.59,0.23,0.00,0.93,0.00,0.05,0.93,0.04,0.00
-0.95,0.10,22.72,-21.53,0.00,0.58,0.00,0.05,4.07,0.20,0.00,0.58,0.00,0.05,0.58,0.03,0.00
-0.95,0.54,23.90,-22.64,0.09,0.60,0.05,0.05,4.08,0.20,0.50,0.60,0.27,0.05,0.60,0.03,0.00
-0.07,0.97,23.88,-1.70,0.31,0.58,0.16,0.05,4.08,0.20,0.50,0.58,0.26,0.05,0.58,0.03,0.00
-0.01,1.00,25.59,-0.32,0.32,0.53,0.16,0.05,4.07,0.20,0.50,0.53,0.24,0.05,0.53,0.02,0.00
0.00,1.00,34.41,0.00,0.32,0.64,0.19,0.05,4.96,0.25,0.50,0.64,0.30,0.05,0.64,0.03,0.00
0.84,0.99,41.38,31.80,0.11,1.00,0.10,0.05,5.58,0.28,0.00,1.00,0.00,0.05,6.80,0.31,0.00
0.95,0.58,42.25,36.91,0.00,1.00,0.00,0.05,7.62,0.38,0.00,1.00,0.00,0.05,2.66,0.12,0.00
0.00,0.10,18.54,0.00,0.00,1.00,0.00,0.05,7.71,0.38,0.00,1.00,0.00,0.05,1.73,0.07,0.00
-0.00,0.10,-15.78,0.02,0.00,1.00,0.00,0.05,6.87,0.34,0.00,1.00,0.00,0.05,5.00,0.21,0.00
-0.00,0.10,-30.18,0.00,0.00,1.00,0.00,0.05,7.01,0.35,0.00,1.00,0.00,0.05,4.54,0.21,0.00
-0.00,0.10,-32.31,0.00,0.00,1.00,0.00,0.05,6.84,0.34,0.00,1.00,0.00,0.05,5.00,0.23,0.00
-0.00,0.10,-35.87,0.00,0.00,1.00,0.00,0.05,6.94,0.35,0.00,1.00,0.00,0.05,1.60,0.07,0.00
-0.95,0.10,-37.20,35.24,0.00,1.00,0.00,0.05,6.82,0.34,0.00,1.00,0.00,0.05,1.49,0.07,0.00
-0.70,0.54,-37.20,25.82,0.09,1.00,0.09,0.05,10.82,0.54,0.50,1.00,0.46,0.05,1.48,0.07,0.00
0.57,0.86,-35.82,-18.85,0.38,1.00,0.35,0.05,9.57,0.48,0.00,1.00,0.00,0.05,1.46,0.07,0.00
-0.95,0.57,-40.00,37.90,0.11,1.00,0.10,0.05,7.99,0.40,0.50,1.00,0.46,0.05,2.71,0.12,0.00
-0.01,1.00,-6.41,0.08,0.32,0.45,0.13,0.05,7.83,0.39,0.50,0.45,0.21,0.05,4.20,0.19,0.00
0.00,1.00,37.50,0.00,0.32,1.00,0.30,0.05,8.19,0.41,0.50,1.00,0.46,0.05,2.81,0.13,0.00
0.00,0.99,40.98,0.00,0.32,1.00,0.30,0.05,8.13,0.41,0.50,1.00,0.46,0.05,5.00,0.23,0.00
0.00,0.99,42.07,0.00,0.32,1.00,0.29,0.05,5.58,0.28,0.50,1.00,0.46,0.05,2.45,0.11,0.00
0.00,0.98,37.91,0.00,0.32,1.00,0.29,0.05,5.00,0.25,0.50,1.00,0.46,0.05,1.50,0.07,0.00
0.00,0.98,36.37,0.00,0.31,1.00,0.29,0.05,5.00,0.25,0.50,1.00,0.46,0.05,1.30,0.06,0.00
0.00,0.97,37.25,0.00,0.31,1.00,0.29,0.05,4.63,0.23,0.50,1.00,0.46,0.05,1.85,0.09,0.00
0.00,0.97,38.74,0.00,0.31,0.38,0.11,0.05,4.07,0.20,0.50,0.38,0.17,0.05,0.38,0.02,0.00
0.00,0.96,38.79,0.00,0.30,0.27,0.08,0.05,4.85,0.24,0.50,0.27,0.12,0.05,0.27,0.01,0.00
-0.05,0.95,32.36,-1.73,0.30,0.25,0.07,0.05,5.00,0.25,0.50,0.25,0.11,0.05,0.25,0.01,0.00
0.00,0.97,38.53,0.00,0.31,0.27,0.08,0.05,5.20,0.26,0.50,0.27,0.12,0.05,0.27,0.01,0.00
0.00,0.97,37.16,0.00,0.31,0.33,0.09,0.05,5.09,0.25,0.50,0.33,0.15,0.05,0.33,0.02,0.00
0.00,0.96,39.58,0.00,0.31,0.64,0.18,0.05,5.61,0.28,0.50,0.64,0.30,0.05,0.64,0.03,0.00
0.95,0.96,48.99,42.79,0.00,1.00,0.00,0.05,7.73,0.39,0.00,1.00,0.00,0.05,9.73,0.45,0.00
0.76,0.48,45.78,31.96,0.19,1.00,0.18,0.05,9.83,0.49,0.00,1.00,0.00,0.05,7.57,0.35,0.00
0.00,0.10,21.91,0.00,0.00,1.00,0.00,0.05,7.00,0.35,0.00,1.00,0.00,0.05,5.00,0.21,0.00
-0.00,0.10,-15.26,0.02,0.00,1.00,0.00,0.05,6.32,0.32,0.00,1.00,0.00,0.05,5.00,0.21,0.00
-0.00,0.10,-27.82,0.00,0.00,1.00,0.00,0.05,6.42,0.32,0.00,1.00,0.00,0.05,5.00,0.23,0.00
-0.06,0.10,-31.40,1.88,0.00,1.00,0.00,0.05,6.30,0.31,0.00,1.00,0.00,0.05,2.90,0.13,0.00
-0.95,0.13,-32.62,30.90,0.00,1.00,0.00,0.05,7.43,0.37,0.06,1.00,0.05,0.05,1.00,0.05,0.00
-0.95,0.57,-33.93,32.15,0.11,1.00,0.10,0.05,6.39,0.32,0.50,1.00,0.46,0.05,1.00,0.05,0.00
-0.01,1.00,-32.45,0.41,0.32,1.00,0.30,0.05,9.77,0.49,0.50,1.00,0.46,0.05,1.23,0.06,0.00
-0.01,1.00,-28.72,0.36,0.32,1.00,0.30,0.05,9.96,0.50,0.50,1.00,0.46,0.05,2.11,0.10,0.00
-0.01,1.00,-20.45,0.26,0.32,1.00,0.30,0.05,14.00,0.70,0.50,1.00,0.46,0.05,1.89,0.09,0.00
-0.01,1.00,10.79,-0.14,0.32,1.00,0.30,0.05,7.00,0.35,0.50,1.00,0.46,0.05,2.75,0.13,0.00
0.00,1.00,40.48,0.00,0.32,1.00,0.30,0.05,7.25,0.36,0.50,1.00,0.46,0.05,3.67,0.17,0.00
0.45,0.99,46.90,19.56,0.00,1.00,0.00,0.05,8.18,0.41,0.50,3.97,1.81,0.05,5.00,0.23,0.00
0.45,0.76,44.66,18.48,0.00,1.00,0.00,0.05,5.00,0.25,0.50,3.49,1.61,0.05,4.38,0.20,0.00
0.36,0.54,43.26,14.18,0.09,1.00,0.09,0.05,5.00,0.25,0.50,4.70,2.16,0.05,4.70,0.22,0.00
0.00,0.36,39.26,0.00,0.00,1.00,0.00,0.05,5.00,0.25,0.50,1.00,0.46,0.05,2.36,0.11,0.00
0.00,0.35,37.06,0.00,0.00,1.00,0.00,0.05,5.00,0.25,0.50,1.00,0.46,0.05,4.24,0.19,0.00
0.00,0.35,30.39,0.00,0.00,0.47,0.00,0.05,5.00,0.25,0.50,0.47,0.22,0.05,0.47,0.02,0.00
0.00,0.35,29.73,0.00,0.00,0.14,0.00,0.05,5.64,0.28,0.50,0.14,0.06,0.03,0.14,0.00,0.00
0.00,0.35,30.20,0.00,0.00,0.14,0.00,0.05,5.92,0.30,0.49,0.14,0.06,0.05,0.14,0.01,0.00
-0.95,0.34,29.39,-27.84,0.00,0.14,0.00,0.05,5.90,0.29,0.50,0.14,0.06,0.00,0.14,0.00,0.00
-0.49,0.78,29.54,-14.41,0.21,0.14,0.03,0.05,5.64,0.28,0.50,0.14,0.06,0.05,0.14,0.01,0.00
-0.01,1.00,34.94,-0.39,0.33,0.14,0.04,0.05,6.54,0.33,0.50,0.14,0.06,0.00,0.14,0.00,0.00
0.85,1.00,49.38,38.49,0.10,1.00,0.09,0.05,7.33,0.37,0.00,1.00,0.00,0.05,4.69,0.22,0.00
0.95,0.58,50.14,43.79,0.00,1.00,0.00,0.05,7.89,0.39,0.00,1.00,0.00,0.05,10.71,0.49,0.00
0.00,0.10,35.61,0.00,0.00,1.00,0.00,0.05,6.97,0.35,0.00,1.00,0.00,0.05,2.98,0.13,0.00
-0.00,0.10,19.65,-0.02,0.00,1.00,0.00,0.05,6.67,0.33,0.00,1.00,0.00,0.05,1.00,0.04,0.00
-0.00,0.10,7.12,-0.00,0.00,1.00,0.00,0.05,7.01,0.35,0.00,1.00,0.00,0.05,5.00,0.23,0.00
-0.06,0.10,1.53,-0.09,0.00,1.00,0.00,0.05,6.85,0.34,0.00,1.00,0.00,0.05,2.78,0.13,0.00
-0.95,0.13,-0.19,0.18,0.00,0.35,0.00,0.05,6.95,0.35,0.06,0.35,0.02,0.05,0.35,0.02,0.00
-0.95,0.57,0.67,-0.63,0.11,0.45,0.04,0.05,7.14,0.36,0.50,0.45,0.21,0.05,0.45,0.02,0.00
-0.01,1.00,3.27,-0.04,0.32,0.45,0.13,0.05,10.78,0.54,0.50,0.45,0.21,0.05,0.45,0.02,0.00
-0.01,1.00,8.38,-0.11,0.32,0.45,0.13,0.05,7.89,0.39,0.50,0.45,0.21,0.05,1.78,0.08,0.00
-0.01,1.00,13.83,-0.17,0.32,0.35,0.10,0.05,11.93,0.59,0.50,0.35,0.16,0.05,2.11,0.10,0.00
-0.01,1.00,33.84,-0.42,0.32,1.00,0.30,0.05,7.99,0.40,0.50,1.00,0.46,0.05,2.40,0.11,0.00
0.00,1.00,46.54,0.00,0.32,1.00,0.30,0.05,9.62,0.48,0.50,1.00,0.46,0.05,3.44,0.16,0.00
0.13,0.99,48.25,5.69,0.32,1.00,0.30,0.05,8.08,0.40,0.50,1.23,0.56,0.05,1.23,0.06,0.00
0.00,0.92,47.77,0.00,0.29,1.00,0.26,0.05,6.53,0.33,0.50,1.01,0.46,0.05,1.01,0.05,0.00
0.00,0.92,46.62,0.00,0.28,1.00,0.26,0.05,6.16,0.31,0.50,1.00,0.46,0.05,2.81,0.13,0.00
0.00,0.91,45.13,0.00,0.28,1.00,0.26,0.05,5.92,0.30,0.50,1.00,0.46,0.05,1.79,0.08,0.00
0.00,0.91,39.49,0.00,0.28,1.00,0.26,0.05,5.64,0.28,0.50,1.00,0.46,0.05,2.19,0.10,0.00
0.07,0.90,47.05,2.91,0.28,0.14,0.04,0.05,3.94,0.20,0.50,0.14,0.06,0.05,0.14,0.01,0.00
0.00,0.86,43.34,0.00,0.26,0.14,0.03,0.05,5.29,0.26,0.50,0.14,0.06,0.05,0.14,0.01,0.00
0.00,0.86,39.67,0.00,0.25,0.14,0.03,0.05,5.70,0.28,0.50,0.14,0.06,0.05,0.14,0.01,0.00
0.00,0.85,39.94,0.00,0.25,0.14,0.03,0.05,7.18,0.36,0.50,0.14,0.06,0.05,0.14,0.01,0.00
0.00,0.85,38.10,0.00,0.25,0.14,0.03,0.05,6.82,0.34,0.50,0.14,0.06,0.05,0.14,0.01,0.00
0.00,0.84,45.95,0.00,0.25,0.64,0.15,0.05,5.29,0.26,0.50,0.64,0.30,0.05,0.64,0.03,0.00
1.00,0.84,49.03,45.08,0.00,1.00,0.00,0.05,8.52,0.42,0.00,1.00,0.00,0.00,1.71,0.00,0.00
0.47,0.34,47.53,20.65,0.00,1.00,0.00,0.05,9.80,0.49,0.48,1.00,0.44,0.05,1.00,0.05,0.00
-0.00,0.10,28.63,-0.00,0.00,1.00,0.00,0.05,8.19,0.41,0.00,1.00,0.00,0.05,8.36,0.38,0.00
-0.00,0.10,13.34,-0.00,0.00,1.00,0.00,0.05,8.07,0.40,0.00,1.00,0.00,0.05,5.00,0.23,0.00
-0.00,0.10,-11.89,0.00,0.00,1.00,0.00,0.05,8.38,0.42,0.00,1.00,0.00,0.05,8.12,0.37,0.00
-0.95,0.10,-15.00,14.21,0.00,1.00,0.00,0.05,8.10,0.40,0.00,1.00,0.00,0.05,1.15,0.05,0.00
0.00,0.54,-15.01,-0.00,0.09,0.67,0.06,0.05,8.27,0.41,0.50,0.67,0.31,0.05,0.67,0.03,0.00
-0.07,0.53,-15.18,1.13,0.09,0.67,0.06,0.05,8.07,0.40,0.50,0.67,0.31,0.05,0.67,0.03,0.00
-0.95,0.57,-16.45,15.59,0.11,1.00,0.10,0.05,11.66,0.58,0.50,1.00,0.46,0.05,1.00,0.05,0.00
-0.01,1.00,-12.10,0.15,0.32,1.00,0.30,0.05,8.17,0.41,0.50,1.00,0.46,0.05,1.10,0.05,0.00
-0.01,1.00,-2.56,0.03,0.32,1.00,0.30,0.05,13.24,0.66,0.50,1.00,0.46,0.05,1.06,0.05,0.00
-0.01,1.00,28.70,-0.36,0.32,1.00,0.30,0.05,9.76,0.49,0.50,1.00,0.46,0.05,2.42,0.11,0.00
0.00,1.00,44.47,0.00,0.32,1.00,0.30,0.05,7.00,0.35,0.50,1.00,0.46,0.05,4.24,0.19,0.00
0.13,0.99,45.74,5.39,0.32,1.00,0.30,0.05,5.46,0.27,0.50,1.00,0.46,0.05,4.94,0.23,0.00
0.69,0.92,46.33,29.45,0.26,1.00,0.24,0.05,5.46,0.27,0.00,1.00,0.00,0.05,5.05,0.23,0.00
0.95,0.58,46.38,40.52,0.00,1.00,0.00,0.05,5.00,0.25,0.00,1.00,0.00,0.05,4.40,0.20,0.00
0.00,0.10,41.85,0.00,0.00,1.00,0.00,0.05,5.29,0.26,0.00,1.00,0.00,0.05,2.81,0.13,0.00
0.00,0.10,36.60,0.00,0.00,1.00,0.00,0.05,5.00,0.25,0.00,1.00,0.00,0.05,2.81,0.13,0.00
0.00,0.10,33.30,0.00,0.00,1.00,0.00,0.05,5.29,0.26,0.00,1.00,0.00,0.05,1.00,0.05,0.00
0.00,0.10,32.43,0.00,0.00,0.16,0.00,0.05,7.50,0.37,0.00,0.16,0.00,0.05,0.16,0.01,0.00
0.00,0.10,32.05,0.00,0.00,0.17,0.00,0.05,7.99,0.40,0.00,0.17,0.00,0.05,0.17,0.01,0.00
0.00,0.10,32.28,0.00,0.00,0.14,0.00,0.05,7.92,0.39,0.00,0.14,0.00,0.05,0.14,0.01,0.00
0.00,0.10,32.14,0.00,0.00,0.14,0.00,0.05,7.50,0.37,0.00,0.14,0.00,0.05,0.14,0.01,0.00
0.00,0.10,33.10,0.00,0.00,1.00,0.00,0.05,7.99,0.40,0.00,1.00,0.00,0.05,1.00,0.05,0.00
0.00,0.10,34.46,0.00,0.00,1.00,0.00,0.05,9.41,0.47,0.00,1.00,0.00,0.05,1.81,0.08,0.00
0.00,0.10,31.64,0.00,0.00,1.00,0.00,0.05,11.09,0.55,0.00,1.00,0.00,0.05,1.18,0.05,0.00
0.00,0.10,8.25,0.01,0.00,1.00,0.00,0.05,9.59,0.48,0.00,1.00,0.00,0.05,6.63,0.30,0.00
0.00,0.10,-21.60,-0.00,0.00,1.00,0.00,0.05,9.35,0.47,0.00,1.00,0.00,0.05,5.00,0.21,0.00
-0.08,0.10,-42.19,6.03,0.00,1.00,0.00,0.05,9.67,0.48,0.00,1.00,0.00,0.05,5.00,0.21,0.00
-0.48,0.10,-46.34,23.78,0.00,1.00,0.00,0.05,10.46,0.52,0.00,1.00,0.00,0.05,3.68,0.17,0.00
-0.40,0.30,-46.98,20.90,0.00,1.00,0.00,0.05,10.24,0.51,0.40,1.00,0.37,0.05,3.62,0.17,0.00
-0.56,0.46,-46.83,27.45,0.06,1.00,0.05,0.05,10.40,0.52,0.50,1.00,0.46,0.05,3.42,0.16,0.00
-0.68,0.70,-46.46,32.33,0.18,1.00,0.16,0.05,11.72,0.58,0.50,1.00,0.46,0.05,3.41,0.16,0.00
-0.01,1.00,-38.43,0.48,0.32,1.00,0.30,0.05,11.26,0.56,0.50,1.00,0.46,0.05,3.65,0.17,0.00
-0.01,1.00,-16.94,0.21,0.32,1.00,0.30,0.05,15.70,0.78,0.50,1.00,0.46,0.05,4.33,0.20,0.00
-0.01,1.00,21.50,-0.27,0.32,1.00,0.30,0.05,11.72,0.58,0.50,1.00,0.46,0.05,3.98,0.18,0.00
0.00,1.00,41.11,0.00,0.32,1.00,0.30,0.05,8.11,0.40,0.50,1.00,0.46,0.05,3.84,0.18,0.00
0.00,0.99,47.05,0.00,0.32,1.00,0.30,0.05,5.41,0.27,0.50,1.00,0.46,0.05,4.87,0.22,0.00
0.00,0.99,45.74,0.00,0.32,1.00,0.29,0.05,3.18,0.16,0.50,1.00,0.46,0.05,5.18,0.24,0.00
0.00,0.98,46.67,0.00,0.32,1.00,0.29,0.05,5.41,0.27,0.50,1.00,0.46,0.05,2.24,0.10,0.00
0.00,0.98,42.12,0.00,0.31,1.00,0.29,0.05,6.07,0.30,0.50,1.00,0.46,0.05,2.23,0.10,0.00
0.00,0.97,41.15,0.00,0.31,1.00,0.29,0.05,5.62,0.28,0.50,1.00,0.46,0.05,3.30,0.15,0.00
0.00,0.97,39.51,0.00,0.31,1.00,0.28,0.05,7.50,0.37,0.50,1.00,0.46,0.05,1.00,0.05,0.00
0.00,0.96,37.51,0.00,0.30,0.34,0.09,0.05,5.05,0.25,0.50,0.34,0.16,0.05,0.34,0.02,0.00
0.00,0.95,37.61,0.00,0.30,0.31,0.08,0.05,5.38,0.27,0.50,0.31,0.14,0.05,0.31,0.01,0.00
-0.12,0.95,37.23,-4.57,0.30,0.34,0.09,0.05,5.33,0.27,0.50,0.34,0.16,0.05,0.34,0.02,0.00
0.00,1.00,42.54,0.00,0.32,0.43,0.13,0.05,4.74,0.24,0.50,0.43,0.20,0.05,0.43,0.02,0.00
