BattSchedule_MW,SOC_percent,EnergyPriceDA_USDperMWh,EnergyProfit_USD,non_spinCapacity,non_spinPrice_USDperMW,non_spinRev_USD,spinCapacity,spinPrice_USDperMW,spinRev_USD,reg_downCapacity,reg_downPrice_USDperMW,reg_downRev_USD,reg_upCapacity,reg_upPrice_USDperMW,reg_upRev_USD,CapacityObligation
0.00,0.50,118.47,0.00,0.00,0.13,0.00,0.38,5.09,1.79,0.25,4.35,1.09,0.25,7.32,1.69,0.00
0.00,0.49,113.12,0.00,0.00,0.12,0.00,0.37,2.80,0.97,0.25,5.21,1.30,0.25,6.01,1.39,0.00
0.00,0.49,112.91,0.00,0.00,0.12,0.00,0.37,0.50,0.17,0.25,4.59,1.15,0.25,6.20,1.43,0.00
0.00,0.48,108.43,0.00,0.00,0.12,0.00,0.00,0.13,0.00,0.25,5.54,1.39,0.00,1.13,0.00,0.00
0.00,0.51,107.37,0.00,0.00,0.12,0.00,0.00,0.13,0.00,0.25,5.60,1.40,0.00,0.15,0.00,0.00
0.00,0.53,110.42,0.00,0.00,0.12,0.00,0.00,0.13,0.00,0.25,7.38,1.84,0.25,5.00,1.15,0.00
0.02,0.53,126.38,2.76,0.00,0.12,0.00,0.41,9.53,3.58,0.25,9.00,2.25,0.25,9.53,2.20,0.00
0.37,0.50,122.23,41.94,0.00,0.12,0.00,0.38,9.80,3.42,0.25,13.11,3.28,0.25,12.00,2.77,0.00
0.00,0.12,100.36,0.00,0.00,0.12,0.00,0.00,7.19,0.00,0.25,17.50,4.38,0.25,25.00,5.76,0.00
0.00,0.12,79.28,0.00,0.00,0.12,0.00,0.00,10.00,0.00,0.25,14.00,3.50,0.25,18.69,4.27,0.00
0.00,0.12,65.00,0.00,0.00,0.12,0.00,0.00,0.50,0.00,0.25,9.00,2.25,0.25,8.00,1.82,0.00
0.00,0.11,57.42,0.00,0.00,0.12,0.00,0.00,1.48,0.00,0.25,12.00,3.00,0.24,3.16,0.71,0.00
-0.22,0.11,52.70,-11.48,0.00,0.12,0.00,0.00,0.25,0.00,0.25,12.00,3.00,0.24,3.00,0.67,0.00
-0.75,0.31,46.57,-34.93,0.00,0.12,0.00,0.19,0.25,0.04,0.25,19.15,4.79,0.25,3.00,0.69,0.00
-0.01,1.00,55.43,-0.42,0.00,0.12,0.00,0.50,0.79,0.36,0.25,25.11,6.28,0.25,9.00,2.07,0.00
-0.01,1.00,86.14,-0.65,0.00,0.12,0.00,0.50,1.16,0.54,0.25,34.53,8.63,0.25,9.93,2.29,0.00
0.00,1.00,139.30,0.00,0.10,0.13,0.01,0.50,2.29,1.06,0.25,6.34,1.58,0.25,2.29,0.53,0.00
0.25,0.99,153.97,35.49,0.00,0.13,0.00,0.50,10.00,4.61,0.25,6.27,1.57,0.25,10.00,2.30,0.00
0.00,0.73,148.47,0.00,0.03,0.13,0.00,0.50,5.35,2.47,0.25,6.27,1.57,0.25,5.35,1.23,0.00
0.00,0.73,146.86,0.00,0.03,0.13,0.00,0.50,3.00,1.38,0.25,7.99,2.00,0.25,3.00,0.69,0.00
0.00,0.72,145.00,0.00,0.02,0.13,0.00,0.50,3.59,1.66,0.25,10.06,2.52,0.25,3.59,0.83,0.00
0.00,0.71,145.00,0.00,0.02,0.13,0.00,0.50,3.59,1.66,0.25,8.40,2.10,0.25,3.59,0.83,0.00
0.00,0.70,142.17,0.00,0.02,0.12,0.00,0.50,2.80,1.29,0.25,6.42,1.60,0.25,2.80,0.65,0.00
0.00,0.70,131.84,0.00,0.02,0.12,0.00,0.50,0.85,0.39,0.25,9.00,2.25,0.25,0.85,0.20,0.00
0.00,0.69,129.17,0.00,0.00,0.13,0.00,0.50,2.80,1.29,0.25,5.00,1.25,0.25,4.36,1.00,0.00
0.00,0.68,123.00,0.00,0.00,0.12,0.00,0.50,1.14,0.53,0.25,8.08,2.02,0.00,1.15,0.00,0.00
0.00,0.70,121.65,0.00,0.00,0.12,0.00,0.50,1.14,0.53,0.25,4.33,1.08,0.00,1.14,0.00,0.00
0.00,0.72,117.81,0.00,0.00,0.12,0.00,0.50,1.14,0.53,0.25,4.00,1.00,0.00,1.15,0.00,0.00
0.00,0.74,118.52,0.00,0.00,0.12,0.00,0.50,1.15,0.53,0.25,4.35,1.09,0.00,1.16,0.00,0.00
0.00,0.75,129.95,0.00,0.00,0.12,0.00,0.50,4.32,1.99,0.25,5.49,1.37,0.25,4.33,1.00,0.00
0.24,0.75,148.83,33.40,0.01,0.12,0.00,0.50,9.99,4.61,0.25,5.57,1.39,0.25,11.99,2.76,0.00
0.37,0.50,143.57,49.26,0.00,0.11,0.00,0.38,4.98,1.73,0.25,9.00,2.25,0.25,11.98,2.76,0.00
0.00,0.12,121.34,0.00,0.00,0.11,0.00,0.00,4.98,0.00,0.25,14.32,3.58,0.25,9.25,2.13,0.00
0.00,0.12,108.76,0.00,0.00,0.11,0.00,0.00,0.50,0.00,0.25,9.00,2.25,0.25,1.83,0.42,0.00
-0.75,0.12,103.86,-77.89,0.00,0.11,0.00,0.00,0.50,0.00,0.25,8.00,2.00,0.25,2.98,0.68,0.00
-0.22,0.81,103.93,-22.69,0.00,0.12,0.00,0.50,0.90,0.41,0.25,8.00,2.00,0.25,2.23,0.51,0.00
0.00,1.00,104.59,0.00,0.00,0.12,0.00,0.50,0.50,0.23,0.25,9.00,2.25,0.25,2.92,0.67,0.00
-0.02,0.99,104.53,-1.58,0.00,0.12,0.00,0.50,0.50,0.23,0.25,8.98,2.25,0.25,2.74,0.63,0.00
-0.01,1.00,108.73,-0.82,0.00,0.13,0.00,0.50,0.50,0.23,0.25,14.50,3.62,0.25,5.00,1.15,0.00
-0.01,1.00,130.39,-0.98,0.00,0.12,0.00,0.50,2.80,1.29,0.25,15.01,3.75,0.25,8.54,1.97,0.00
0.00,1.00,158.24,0.00,0.10,0.13,0.01,0.50,0.89,0.41,0.25,12.59,3.15,0.25,0.89,0.20,0.00
0.16,0.99,172.60,25.00,0.09,0.12,0.01,0.50,7.71,3.55,0.25,6.85,1.71,0.25,13.16,3.03,0.00
0.00,0.83,164.41,0.00,0.05,0.13,0.01,0.50,5.00,2.30,0.25,6.92,1.73,0.25,5.00,1.15,0.00
0.00,0.82,161.09,0.00,0.05,0.13,0.01,0.50,2.98,1.38,0.25,10.00,2.50,0.25,2.98,0.69,0.00
0.00,0.81,160.66,0.00,0.05,0.12,0.01,0.50,2.77,1.28,0.25,7.99,2.00,0.25,2.77,0.64,0.00
0.00,0.80,156.50,0.00,0.05,0.13,0.01,0.50,12.38,5.71,0.25,7.99,2.00,0.25,12.38,2.85,0.00
0.00,0.79,144.77,0.00,0.00,0.12,0.00,0.50,6.64,3.06,0.25,8.00,2.00,0.25,6.64,1.53,0.00
