BattSchedule_MW,SOC_percent,EnergyPriceDA_¥perMWh,EnergyProfit_¥,CapacityObligation
0.00,0.50,305.00,0.00,0.00
0.00,0.50,293.25,0.00,0.00
0.00,0.50,290.86,0.00,0.00
0.00,0.50,291.96,0.00,0.00
0.00,0.50,303.93,0.00,0.00
0.00,0.50,303.23,0.00,0.00
0.00,0.50,301.61,0.00,0.00
0.00,0.50,356.84,0.00,0.00
1.00,0.50,384.19,354.20,0.00
0.00,0.25,345.60,0.00,0.00
0.00,0.25,333.88,0.00,0.00
0.00,0.25,325.17,0.00,0.00
0.00,0.25,289.75,0.00,0.00
-1.00,0.25,281.32,-281.32,0.00
-0.25,0.48,285.99,-72.63,0.00
0.00,0.54,318.51,0.00,0.00
0.00,0.54,341.97,0.00,0.00
0.00,0.54,354.54,0.00,0.00
0.00,0.54,330.92,0.00,0.00
0.00,0.54,312.89,0.00,0.00
0.00,0.54,331.71,0.00,0.00
0.00,0.54,291.16,0.00,0.00
-1.00,0.54,281.33,-281.33,0.00
-1.00,0.77,278.32,-278.32,0.00
-0.00,1.00,403.25,0.00,0.00
0.00,1.00,397.25,0.00,0.00
0.00,1.00,397.06,0.00,0.00
0.00,1.00,395.08,0.00,0.00
0.00,1.00,394.40,0.00,0.00
0.00,1.00,391.00,0.00,0.00
0.00,1.00,404.33,0.00,0.00
-0.00,1.00,494.15,0.00,0.00
1.00,1.00,679.23,626.21,0.00
0.00,0.75,431.00,0.00,0.00
0.00,0.75,418.03,0.00,0.00
0.00,0.75,413.40,0.00,0.00
-1.00,0.75,397.57,-397.57,0.00
-0.08,0.98,408.21,-34.56,0.00
0.00,1.00,413.19,0.00,0.00
1.00,1.00,593.52,547.20,0.00
1.00,0.75,841.27,775.62,0.00
1.00,0.50,774.77,714.31,0.00
0.00,0.25,501.76,0.00,0.00
0.60,0.25,510.36,282.31,0.00
-0.00,0.10,436.48,0.00,0.00
-0.00,0.10,405.47,0.00,0.00
-0.00,0.10,389.50,0.00,0.00
-0.00,0.10,374.07,0.00,0.00
0.00,0.10,287.08,0.00,0.00
0.00,0.10,281.17,0.00,0.00
-0.90,0.10,277.95,-251.48,0.00
-1.00,0.31,275.10,-275.10,0.00
-1.00,0.54,276.53,-276.53,0.00
-1.00,0.77,276.38,-276.38,0.00
0.00,1.00,296.51,0.00,0.00
0.00,1.00,343.31,0.00,0.00
0.00,1.00,366.96,0.00,0.00
0.00,1.00,328.76,0.00,0.00
0.00,1.00,314.31,0.00,0.00
0.00,1.00,310.75,0.00,0.00
0.00,1.00,296.02,0.00,0.00
0.00,1.00,310.80,0.00,0.00
0.00,1.00,321.17,0.00,0.00
1.00,1.00,390.63,360.15,0.00
1.00,0.75,426.00,392.75,0.00
1.00,0.50,413.13,380.88,0.00
0.60,0.25,381.29,210.92,0.00
0.00,0.10,377.52,0.00,0.00
-0.00,0.10,351.23,0.00,0.00
-0.00,0.10,315.69,0.00,0.00
-0.00,0.10,289.98,0.00,0.00
0.00,0.10,185.45,0.00,0.00
-1.00,0.10,-33.35,33.35,0.00
0.92,0.33,75.28,63.99,0.00
0.00,0.10,-51.50,-0.00,0.00
-1.00,0.10,-80.00,80.00,0.00
-1.00,0.33,-80.00,80.00,0.00
-1.00,0.56,-80.00,80.00,0.00
-0.90,0.79,-52.00,47.05,0.00
1.00,1.00,302.89,279.26,0.00
1.00,0.75,414.72,382.35,0.00
1.00,0.50,139.84,128.93,0.00
-1.00,0.25,-80.00,80.00,0.00
-1.00,0.48,-56.25,56.25,0.00
-1.00,0.71,-80.00,80.00,0.00
-0.25,0.94,-51.50,13.08,0.00
-0.00,1.00,288.08,0.00,0.00
0.00,1.00,567.89,0.00,0.00
1.00,1.00,682.27,629.03,0.00
1.00,0.75,689.94,636.09,0.00
1.00,0.50,659.73,608.24,0.00
0.00,0.25,594.82,0.00,0.00
0.00,0.25,603.98,0.00,0.00
0.60,0.25,609.68,337.26,0.00
-0.00,0.10,507.81,0.00,0.00
-0.00,0.10,476.47,0.00,0.00
0.00,0.10,356.20,0.00,0.00
0.00,0.10,353.03,0.00,0.00
-1.00,0.10,352.12,-352.12,0.00
-1.00,0.33,352.15,-352.15,0.00
0.00,0.56,353.00,0.00,0.00
-0.25,0.56,352.62,-89.55,0.00
0.00,0.62,367.75,0.00,0.00
0.00,0.62,397.81,0.00,0.00
0.00,0.62,411.38,0.00,0.00
0.00,0.62,382.06,0.00,0.00
0.00,0.62,370.57,0.00,0.00
0.00,0.62,357.79,0.00,0.00
-1.00,0.62,345.51,-345.51,0.00
0.00,0.85,353.75,0.00,0.00
0.00,0.85,362.51,0.00,0.00
0.00,0.85,410.45,0.00,0.00
1.00,0.85,472.73,435.84,0.00
1.00,0.60,523.55,482.69,0.00
0.00,0.35,425.71,0.00,0.00
1.00,0.35,449.11,414.06,0.00
0.00,0.10,434.00,0.00,0.00
-0.00,0.10,407.13,0.00,0.00
-0.00,0.10,389.41,0.00,0.00
0.00,0.10,380.63,0.00,0.00
0.00,0.10,325.99,0.00,0.00
0.00,0.10,321.06,0.00,0.00
0.00,0.10,310.96,0.00,0.00
0.00,0.10,301.81,0.00,0.00
0.00,0.10,294.88,0.00,0.00
0.00,0.10,286.90,0.00,0.00
0.00,0.10,292.79,0.00,0.00
0.00,0.10,342.00,0.00,0.00
-0.00,0.10,350.49,0.00,0.00
