BattSchedule_MW,SOC_percent,EnergyPriceDA_USDperMWh,EnergyProfit_USD,DRHCapacity,DRHPrice_USDperMW,DRHRev_USD,NQRCapacity,NQRPrice_USDperMW,NQRRev_USD,DCHCapacity,DCHPrice_USDperMW,DCHRev_USD,DMHCapacity,DMHPrice_USDperMW,DMHRev_USD,DMLCapacity,DMLPrice_USDperMW,DMLRev_USD,DCLCapacity,DCLPrice_USDperMW,DCLRev_USD,DRLCapacity,DRLPrice_USDperMW,DRLRev_USD,PQRCapacity,PQRPrice_USDperMW,PQRRev_USD,CapacityObligation,BMBuyPrice,BMSellPrice,BMBuyBackValue_USD
0.00,1.00,64.87,0.00,0.08,3.12,0.22,0.00,0.00,0.00,0.25,2.72,0.63,0.04,3.37,0.12,0.04,2.29,0.09,0.25,0.80,0.20,0.09,5.26,0.45,0.00,0.00,0.00,0.00,80.15,80.15,0.00
0.00,1.00,69.87,0.00,0.08,3.12,0.22,0.00,0.00,0.00,0.25,2.72,0.63,0.04,3.37,0.12,0.04,2.29,0.09,0.25,0.80,0.20,0.09,5.26,0.45,0.00,0.00,0.00,0.00,39.20,39.20,0.00
0.00,1.00,76.92,0.16,0.08,3.12,0.22,0.00,0.00,0.00,0.25,2.72,0.63,0.04,3.37,0.12,0.04,2.29,0.09,0.25,0.80,0.20,0.09,5.26,0.45,0.00,0.00,0.00,0.00,40.19,40.19,0.02
0.00,0.99,59.84,0.00,0.00,-0.64,-0.00,0.00,0.00,0.00,0.25,2.06,0.47,0.04,2.21,0.08,0.04,3.65,0.14,0.25,2.10,0.52,0.07,7.97,0.55,0.00,0.00,0.00,0.00,37.50,37.50,0.00
0.00,1.00,69.96,0.00,0.00,-0.64,-0.00,0.00,0.00,0.00,0.25,2.06,0.47,0.04,2.21,0.08,0.04,3.65,0.14,0.25,2.10,0.52,0.07,7.97,0.55,0.00,0.00,0.00,0.00,70.70,70.70,0.00
0.00,1.00,69.67,0.00,0.00,-0.64,-0.00,0.00,0.00,0.00,0.25,2.06,0.47,0.04,2.21,0.08,0.04,3.65,0.14,0.25,2.10,0.52,0.07,7.97,0.55,0.00,0.00,0.00,0.00,107.89,107.89,0.00
0.00,1.00,92.42,0.10,0.00,-0.64,-0.00,0.00,0.00,0.00,0.25,2.06,0.47,0.04,2.21,0.08,0.04,3.65,0.14,0.25,2.10,0.52,0.07,7.97,0.55,0.00,0.00,0.00,1.00,105.00,105.00,0.00
0.45,1.00,93.87,38.94,0.00,-5.13,-0.00,0.00,0.00,0.00,0.25,1.48,0.34,0.04,0.25,0.01,0.04,5.60,0.22,0.25,3.30,0.82,0.07,7.97,0.59,0.00,0.00,0.00,0.00,101.00,101.00,0.96
0.00,0.10,84.01,0.00,0.00,-5.13,-0.00,0.00,0.00,0.00,0.25,1.48,0.34,0.03,0.25,0.01,0.04,5.60,0.22,0.25,3.30,0.82,0.07,7.97,0.59,0.00,0.00,0.00,0.00,100.17,100.17,0.00
0.00,0.10,70.21,0.00,0.00,-5.13,-0.00,0.00,0.00,0.00,0.25,1.48,0.34,0.03,0.25,0.01,0.04,5.60,0.22,0.25,3.30,0.82,0.07,7.97,0.59,0.00,0.00,0.00,0.00,53.50,53.50,0.00
0.00,0.11,69.82,0.00,0.00,-5.13,-0.00,0.00,0.00,0.00,0.25,1.48,0.34,0.03,0.25,0.01,0.04,5.60,0.22,0.25,3.30,0.82,0.07,7.97,0.59,0.00,0.00,0.00,0.00,49.27,49.27,0.00
-0.21,0.11,66.32,-13.90,0.00,-5.90,-0.00,0.00,0.00,0.00,0.25,1.63,0.37,0.00,-0.01,-0.00,0.04,2.01,0.08,0.25,1.15,0.29,0.07,6.05,0.45,0.00,0.00,0.00,0.00,84.00,84.00,1.11
0.07,0.50,79.92,5.46,0.00,-5.90,-0.00,0.00,0.00,0.00,0.25,1.63,0.37,0.04,-0.01,-0.00,0.04,2.01,0.08,0.25,1.15,0.29,0.07,6.05,0.45,0.00,0.00,0.00,0.00,56.02,56.02,0.53
0.00,0.35,65.58,0.00,0.00,-5.90,-0.00,0.00,0.00,0.00,0.25,1.63,0.37,0.00,-0.01,-0.00,0.04,2.01,0.08,0.25,1.15,0.29,0.07,6.05,0.45,0.00,0.00,0.00,0.00,49.83,49.83,0.00
0.00,0.36,61.32,0.00,0.00,-5.90,-0.00,0.00,0.00,0.00,0.25,1.63,0.37,0.00,-0.01,-0.00,0.04,2.01,0.08,0.25,1.15,0.29,0.07,6.05,0.45,0.00,0.00,0.00,0.00,49.60,49.60,0.00
-0.34,0.36,56.58,-19.07,0.00,-0.75,-0.00,0.00,0.00,0.00,0.25,4.50,1.03,0.04,1.25,0.04,0.04,2.07,0.08,0.25,0.68,0.17,0.08,8.10,0.68,0.00,0.00,0.00,0.00,50.00,50.00,0.67
0.00,0.99,58.60,0.00,0.00,-0.75,-0.00,0.00,0.00,0.00,0.25,4.50,1.03,0.04,1.25,0.04,0.04,2.07,0.08,0.25,0.68,0.17,0.08,8.10,0.68,0.00,0.00,0.00,0.00,50.52,50.52,0.00
0.00,0.99,68.00,0.00,0.00,-0.75,-0.00,0.00,0.00,0.00,0.25,4.50,1.03,0.04,1.25,0.04,0.04,2.07,0.08,0.25,0.68,0.17,0.08,8.10,0.68,0.00,0.00,0.00,0.00,50.27,50.27,0.00
0.00,0.99,78.01,0.00,0.00,-0.75,-0.00,0.00,0.00,0.00,0.25,4.50,1.03,0.04,1.25,0.04,0.04,2.07,0.08,0.25,0.68,0.17,0.08,8.10,0.68,0.00,0.00,0.00,0.00,66.50,66.50,0.00
0.00,1.00,79.03,0.00,0.00,-7.09,-0.00,0.00,0.00,0.00,0.25,0.95,0.22,0.03,-0.25,-0.01,0.04,2.25,0.09,0.25,1.05,0.26,0.07,8.00,0.60,0.00,0.00,0.00,0.00,60.45,60.45,0.00
0.01,1.00,84.00,0.88,0.00,-7.09,-0.00,0.00,0.00,0.00,0.25,0.95,0.22,0.04,-0.25,-0.01,0.04,2.25,0.09,0.25,1.05,0.26,0.07,8.00,0.60,0.00,0.00,0.00,0.00,51.00,51.00,0.11
0.00,0.98,83.42,0.00,0.00,-7.09,-0.00,0.00,0.00,0.00,0.25,0.95,0.22,0.04,-0.25,-0.01,0.04,2.25,0.09,0.25,1.05,0.26,0.07,8.00,0.60,0.00,0.00,0.00,0.00,51.05,51.05,0.00
0.00,0.98,71.40,0.00,0.00,-7.09,-0.00,0.00,0.00,0.00,0.25,0.95,0.22,0.02,-0.25,-0.01,0.04,2.25,0.09,0.25,1.05,0.26,0.07,8.00,0.60,0.00,0.00,0.00,0.00,51.15,51.15,0.00
0.00,0.99,66.77,0.00,0.00,-5.86,-0.00,0.00,0.00,0.00,0.25,1.62,0.37,0.04,0.35,0.01,0.04,2.01,0.08,0.25,0.51,0.13,0.07,4.57,0.32,0.00,0.00,0.00,0.00,51.16,51.16,0.00
0.00,0.99,67.20,0.00,0.00,-5.86,-0.00,0.00,0.00,0.00,0.25,1.62,0.37,0.04,0.35,0.01,0.04,2.01,0.08,0.25,0.51,0.13,0.07,4.57,0.32,0.00,0.00,0.00,0.00,51.60,51.60,0.00
0.00,0.99,62.39,0.00,0.00,-5.86,-0.00,0.00,0.00,0.00,0.25,1.62,0.37,0.04,0.35,0.01,0.04,2.01,0.08,0.25,0.51,0.13,0.07,4.57,0.32,0.00,0.00,0.00,0.00,51.25,51.25,0.00
0.00,0.99,60.93,0.00,0.00,-5.86,-0.00,0.00,0.00,0.00,0.25,1.62,0.37,0.04,0.35,0.01,0.04,2.01,0.08,0.25,0.51,0.13,0.07,4.57,0.32,0.00,0.00,0.00,0.00,51.25,51.25,0.00
0.00,0.99,65.39,0.00,0.00,-6.91,-0.00,0.00,0.00,0.00,0.25,1.00,0.23,0.03,0.07,0.00,0.04,5.52,0.22,0.25,3.50,0.87,0.07,8.19,0.61,0.00,0.00,0.00,0.00,51.25,51.25,0.00
0.00,1.00,74.01,0.00,0.00,-6.91,-0.00,0.00,0.00,0.00,0.25,1.00,0.23,0.04,0.07,0.00,0.04,5.52,0.22,0.25,3.50,0.87,0.07,8.19,0.61,0.00,0.00,0.00,0.00,128.70,128.70,0.00
0.00,1.00,89.96,0.10,0.00,-6.91,-0.00,0.00,0.00,0.00,0.25,1.00,0.23,0.04,0.07,0.00,0.04,5.52,0.21,0.25,3.50,0.87,0.07,8.19,0.61,0.00,0.00,0.00,1.00,127.40,127.40,0.01
0.45,1.00,97.13,40.30,0.00,-6.91,-0.00,0.00,0.00,0.00,0.25,1.00,0.23,0.04,0.07,0.00,0.04,5.52,0.21,0.25,3.50,0.87,0.07,8.19,0.61,0.00,0.00,0.00,0.00,127.40,127.40,4.09
0.00,0.10,86.90,0.15,0.00,-5.58,-0.00,0.00,0.00,0.00,0.25,1.64,0.38,0.00,-0.57,-0.00,0.04,3.28,0.13,0.25,1.38,0.34,0.07,7.54,0.52,0.00,0.00,0.00,0.00,98.77,98.77,0.01
0.00,0.10,67.06,0.00,0.00,-5.58,-0.00,0.00,0.00,0.00,0.25,1.64,0.38,0.00,-0.57,-0.00,0.04,3.28,0.13,0.25,1.38,0.34,0.07,7.54,0.52,0.00,0.00,0.00,0.00,94.95,94.95,0.00
0.00,0.10,67.13,0.00,0.00,-5.58,-0.00,0.00,0.00,0.00,0.25,1.64,0.38,0.00,-0.57,-0.00,0.04,3.28,0.13,0.25,1.38,0.34,0.07,7.54,0.52,0.00,0.00,0.00,0.00,89.25,89.25,0.00
0.00,0.11,59.68,0.00,0.00,-5.58,-0.00,0.00,0.00,0.00,0.25,1.64,0.38,0.00,-0.57,-0.00,0.04,3.28,0.13,0.25,1.38,0.34,0.07,7.54,0.52,0.00,0.00,0.00,0.00,94.99,94.99,0.00
0.00,0.11,66.95,0.00,0.00,-4.00,-0.00,0.00,0.00,0.00,0.25,3.50,0.80,0.04,2.00,0.07,0.04,3.18,0.12,0.25,0.91,0.23,0.08,6.00,0.50,0.00,0.00,0.00,0.00,82.32,82.32,0.00
0.00,0.11,64.27,0.00,0.00,-4.00,-0.00,0.00,0.00,0.00,0.25,3.50,0.80,0.04,2.00,0.07,0.04,3.18,0.12,0.25,0.91,0.23,0.08,6.00,0.50,0.00,0.00,0.00,0.00,54.70,54.70,0.00
0.00,0.12,62.25,0.00,0.00,-4.00,-0.00,0.00,0.00,0.00,0.25,3.50,0.80,0.04,2.00,0.07,0.04,3.18,0.12,0.25,0.91,0.23,0.08,6.00,0.50,0.00,0.00,0.00,0.00,53.01,53.01,0.00
0.00,0.12,58.26,0.00,0.00,-4.00,-0.00,0.00,0.00,0.00,0.25,3.50,0.80,0.04,2.00,0.07,0.04,3.18,0.12,0.25,0.91,0.23,0.08,6.00,0.50,0.00,0.00,0.00,0.00,53.12,53.12,0.00
-0.47,0.12,57.43,-26.66,0.00,-1.00,-0.00,0.00,0.00,0.00,0.25,4.75,1.09,0.04,1.80,0.06,0.04,3.03,0.12,0.25,1.00,0.25,0.09,6.24,0.53,0.00,0.00,0.00,0.00,72.34,72.34,2.08
0.00,0.98,59.93,0.00,0.00,-1.00,-0.00,0.00,0.00,0.00,0.25,4.75,1.09,0.04,1.80,0.06,0.04,3.03,0.12,0.25,1.00,0.25,0.09,6.24,0.53,0.00,0.00,0.00,0.00,67.75,67.75,0.00
0.00,0.99,70.12,0.00,0.00,-1.00,-0.00,0.00,0.00,0.00,0.25,4.75,1.09,0.04,1.80,0.06,0.04,3.03,0.12,0.25,1.00,0.25,0.09,6.24,0.53,0.00,0.00,0.00,0.00,77.05,77.05,0.00
0.00,0.99,74.48,0.00,0.00,-1.00,-0.00,0.00,0.00,0.00,0.25,4.75,1.09,0.04,1.80,0.06,0.04,3.03,0.12,0.25,1.00,0.25,0.09,6.24,0.53,0.00,0.00,0.00,0.00,102.00,102.00,0.00
0.00,0.99,70.84,0.00,0.00,-5.00,-0.00,0.00,0.00,0.00,0.25,1.99,0.46,0.04,2.33,0.08,0.04,4.60,0.18,0.25,2.10,0.52,0.09,7.00,0.60,0.00,0.00,0.00,0.00,53.05,53.05,0.00
0.00,1.00,80.35,0.00,0.00,-5.00,-0.00,0.00,0.00,0.00,0.25,1.99,0.46,0.04,2.33,0.08,0.04,4.60,0.18,0.25,2.10,0.52,0.09,7.00,0.60,0.00,0.00,0.00,0.00,52.87,52.87,0.00
0.01,1.00,81.35,0.87,0.00,-5.00,-0.00,0.00,0.00,0.00,0.25,1.99,0.46,0.04,2.33,0.08,0.04,4.60,0.18,0.25,2.10,0.52,0.09,7.00,0.60,0.00,0.00,0.00,0.00,53.14,53.14,0.10
0.00,0.98,81.19,0.00,0.00,-5.00,-0.00,0.00,0.00,0.00,0.25,1.99,0.46,0.04,2.33,0.08,0.04,4.60,0.18,0.25,2.10,0.52,0.09,7.00,0.60,0.00,0.00,0.00,0.00,53.10,53.10,0.00
0.00,0.98,79.13,0.00,0.00,-4.50,-0.00,0.00,0.00,0.00,0.25,3.00,0.69,0.04,0.50,0.02,0.04,3.08,0.12,0.25,0.99,0.24,0.09,6.00,0.51,0.00,0.00,0.00,0.00,31.79,31.79,0.00
0.00,0.99,76.98,0.00,0.00,-4.50,-0.00,0.00,0.00,0.00,0.25,3.00,0.69,0.04,0.50,0.02,0.04,3.08,0.12,0.25,0.99,0.24,0.09,6.00,0.51,0.00,0.00,0.00,0.00,53.30,53.30,0.00
0.00,0.99,72.50,0.00,0.00,-4.50,-0.00,0.00,0.00,0.00,0.25,3.00,0.69,0.04,0.50,0.02,0.04,3.08,0.12,0.25,0.99,0.24,0.09,6.00,0.51,0.00,0.00,0.00,0.00,53.58,53.58,0.00
0.00,0.99,67.50,0.00,0.00,-4.50,-0.00,0.00,0.00,0.00,0.25,3.00,0.69,0.04,0.50,0.02,0.04,3.08,0.12,0.25,0.99,0.24,0.09,6.00,0.51,0.00,0.00,0.00,0.00,71.39,71.39,0.00
0.00,0.99,69.92,0.00,0.00,-5.07,-0.00,0.00,0.00,0.00,0.25,2.76,0.63,0.04,2.42,0.09,0.04,6.02,0.23,0.24,4.50,1.08,0.09,7.20,0.62,0.00,0.00,0.00,0.00,94.98,94.98,0.00
0.00,1.00,73.74,0.00,0.00,-5.07,-0.00,0.00,0.00,0.00,0.25,2.76,0.63,0.04,2.42,0.09,0.04,6.02,0.23,0.24,4.50,1.08,0.09,7.20,0.62,0.00,0.00,0.00,0.00,75.70,75.70,0.00
0.00,1.00,88.00,0.11,0.00,-5.07,-0.00,0.00,0.00,0.00,0.25,2.76,0.63,0.04,2.42,0.09,0.04,6.02,0.23,0.24,4.50,1.08,0.09,7.20,0.62,0.00,0.00,0.00,1.00,108.55,108.55,0.01
0.45,1.00,92.57,38.41,0.00,-5.07,-0.00,0.00,0.00,0.00,0.25,2.76,0.63,0.04,2.42,0.09,0.04,6.02,0.23,0.24,4.50,1.08,0.09,7.20,0.62,0.00,0.00,0.00,0.00,117.30,117.30,3.34
0.00,0.10,76.94,0.15,0.00,-3.80,-0.00,0.00,0.00,0.00,0.25,2.17,0.50,0.00,-0.64,-0.00,0.04,4.57,0.18,0.25,2.50,0.62,0.08,7.00,0.54,0.00,0.00,0.00,0.00,97.50,97.50,0.01
0.00,0.10,70.00,0.14,0.00,-3.80,-0.00,0.00,0.00,0.00,0.25,2.17,0.50,0.00,-0.64,-0.00,0.04,4.57,0.18,0.25,2.50,0.62,0.08,7.00,0.54,0.00,0.00,0.00,0.00,69.78,69.78,0.00
0.00,0.10,70.00,0.14,0.00,-3.80,-0.00,0.00,0.00,0.00,0.25,2.17,0.50,0.00,-0.64,-0.00,0.04,4.57,0.18,0.25,2.50,0.62,0.08,7.00,0.54,0.00,0.00,0.00,0.00,55.95,55.95,0.01
0.00,0.10,61.54,0.00,0.00,-3.80,-0.00,0.00,0.00,0.00,0.25,2.17,0.50,0.00,-0.64,-0.00,0.04,4.57,0.18,0.25,2.50,0.62,0.08,7.00,0.54,0.00,0.00,0.00,0.00,45.20,45.20,0.00
0.00,0.10,49.91,0.00,0.00,-4.61,-0.00,0.00,0.00,0.00,0.25,1.38,0.32,0.00,-0.50,-0.00,0.04,2.81,0.11,0.25,1.00,0.25,0.07,5.43,0.39,0.00,0.00,0.00,0.00,76.00,76.00,0.00
0.00,0.11,46.81,0.00,0.00,-4.61,-0.00,0.00,0.00,0.00,0.25,1.38,0.32,0.00,-0.50,-0.00,0.04,2.81,0.11,0.25,1.00,0.25,0.07,5.43,0.39,0.00,0.00,0.00,0.00,76.00,76.00,0.00
0.00,0.11,46.06,0.00,0.00,-4.61,-0.00,0.00,0.00,0.00,0.25,1.38,0.32,0.00,-0.50,-0.00,0.04,2.81,0.11,0.25,1.00,0.25,0.07,5.43,0.39,0.00,0.00,0.00,0.00,44.25,44.25,0.00
0.00,0.12,45.04,0.00,0.00,-4.61,-0.00,0.00,0.00,0.00,0.25,1.38,0.32,0.00,-0.50,-0.00,0.04,2.81,0.11,0.25,1.00,0.25,0.07,5.43,0.39,0.00,0.00,0.00,0.00,12.00,12.00,0.00
-0.47,0.12,43.47,-20.48,0.00,-3.24,-0.00,0.00,0.00,0.00,0.25,2.57,0.59,0.04,2.08,0.07,0.04,2.69,0.10,0.25,1.24,0.31,0.08,6.45,0.53,0.00,0.00,0.00,0.00,43.50,43.50,0.00
0.00,0.99,44.61,0.00,0.00,-3.24,-0.00,0.00,0.00,0.00,0.25,2.57,0.59,0.04,2.08,0.07,0.04,2.69,0.10,0.25,1.24,0.31,0.08,6.45,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,51.72,0.00,0.00,-3.24,-0.00,0.00,0.00,0.00,0.25,2.57,0.59,0.04,2.08,0.07,0.04,2.69,0.10,0.25,1.24,0.31,0.08,6.45,0.53,0.00,0.00,0.00,0.00,80.90,80.90,0.00
0.00,1.00,64.61,0.09,0.00,-3.24,-0.00,0.00,0.00,0.00,0.25,2.57,0.59,0.04,2.08,0.07,0.04,2.69,0.10,0.25,1.24,0.31,0.08,6.45,0.53,0.00,0.00,0.00,0.00,84.00,84.00,0.01
0.00,1.00,69.04,0.18,0.00,-3.00,-0.00,0.00,0.00,0.00,0.25,2.61,0.60,0.04,1.00,0.04,0.04,3.41,0.13,0.25,2.00,0.50,0.08,5.45,0.45,0.00,0.00,0.00,0.00,65.80,65.80,0.00
0.00,1.00,69.01,0.00,0.00,-3.00,-0.00,0.00,0.00,0.00,0.25,2.61,0.60,0.04,1.00,0.04,0.04,3.41,0.13,0.25,2.00,0.50,0.08,5.45,0.45,0.00,0.00,0.00,0.00,94.00,94.00,0.00
0.01,1.00,69.17,0.63,0.00,-3.00,-0.00,0.00,0.00,0.00,0.25,2.61,0.60,0.04,1.00,0.04,0.04,3.41,0.13,0.25,2.00,0.50,0.08,5.45,0.45,0.00,0.00,0.00,0.00,87.00,87.00,0.05
0.00,0.98,60.47,0.00,0.00,-3.00,-0.00,0.00,0.00,0.00,0.25,2.61,0.60,0.04,1.00,0.04,0.04,3.41,0.13,0.25,2.00,0.50,0.08,5.45,0.45,0.00,0.00,0.00,0.00,69.45,69.45,0.00
0.00,0.99,58.99,0.00,0.00,-4.46,-0.00,0.00,0.00,0.00,0.25,2.61,0.60,0.04,1.84,0.07,0.04,2.85,0.11,0.25,0.91,0.23,0.08,4.74,0.38,0.00,0.00,0.00,0.00,81.70,81.70,0.00
0.00,0.99,63.30,0.00,0.00,-4.46,-0.00,0.00,0.00,0.00,0.25,2.61,0.60,0.04,1.84,0.07,0.04,2.85,0.11,0.25,0.91,0.23,0.08,4.74,0.38,0.00,0.00,0.00,0.00,84.90,84.90,0.00
0.00,0.99,58.02,0.00,0.00,-4.46,-0.00,0.00,0.00,0.00,0.25,2.61,0.60,0.04,1.84,0.07,0.04,2.85,0.11,0.25,0.91,0.23,0.08,4.74,0.38,0.00,0.00,0.00,0.00,68.70,68.70,0.00
0.00,0.99,60.00,0.00,0.00,-4.46,-0.00,0.00,0.00,0.00,0.25,2.61,0.60,0.04,1.84,0.07,0.04,2.85,0.11,0.25,0.91,0.23,0.08,4.74,0.38,0.00,0.00,0.00,0.00,14.94,14.94,0.00
0.00,1.00,59.99,0.00,0.00,-2.94,-0.00,0.00,0.00,0.00,0.25,2.34,0.54,0.04,2.02,0.07,0.04,6.67,0.26,0.25,5.51,1.37,0.08,6.47,0.54,0.00,0.00,0.00,0.00,-15.40,-15.40,0.00
0.00,1.00,69.99,0.09,0.00,-2.94,-0.00,0.00,0.00,0.00,0.25,2.34,0.54,0.04,2.02,0.07,0.04,6.67,0.26,0.25,5.51,1.37,0.08,6.47,0.54,0.00,0.00,0.00,1.00,55.02,55.02,0.01
0.00,1.00,84.32,0.11,0.00,-2.94,-0.00,0.00,0.00,0.00,0.25,2.34,0.54,0.04,2.02,0.07,0.04,6.67,0.26,0.25,5.51,1.37,0.08,6.47,0.54,0.00,0.00,0.00,0.00,50.67,50.67,0.01
0.45,1.00,92.94,38.58,0.00,-2.94,-0.00,0.00,0.00,0.00,0.25,2.34,0.54,0.04,2.02,0.07,0.04,6.67,0.26,0.25,5.51,1.37,0.08,6.47,0.53,0.00,0.00,0.00,0.00,71.65,71.65,2.88
0.00,0.10,76.55,0.00,0.00,-5.00,-0.00,0.00,0.00,0.00,0.25,1.28,0.29,0.03,0.19,0.01,0.04,4.16,0.16,0.25,2.00,0.50,0.08,6.83,0.55,0.00,0.00,0.00,0.00,92.00,92.00,0.00
0.00,0.10,69.93,0.00,0.00,-5.00,-0.00,0.00,0.00,0.00,0.25,1.28,0.29,0.04,0.19,0.01,0.04,4.16,0.16,0.25,2.00,0.50,0.08,6.83,0.55,0.00,0.00,0.00,0.00,94.38,94.38,0.00
0.00,0.11,68.00,0.00,0.00,-5.00,-0.00,0.00,0.00,0.00,0.25,1.28,0.29,0.04,0.19,0.01,0.04,4.16,0.16,0.25,2.00,0.50,0.08,6.83,0.55,0.00,0.00,0.00,0.00,92.00,92.00,0.00
0.00,0.11,66.04,0.00,0.00,-5.00,-0.00,0.00,0.00,0.00,0.25,1.28,0.29,0.04,0.19,0.01,0.04,4.16,0.16,0.25,2.00,0.50,0.08,6.83,0.55,0.00,0.00,0.00,0.00,92.00,92.00,0.00
-0.21,0.11,58.67,-12.23,0.00,-4.52,-0.00,0.00,0.00,0.00,0.25,1.57,0.36,0.04,1.00,0.04,0.04,1.00,0.04,0.25,1.22,0.30,0.09,5.50,0.47,0.00,0.00,0.00,0.00,47.70,47.70,0.69
0.00,0.50,60.17,0.00,0.00,-4.52,-0.00,0.00,0.00,0.00,0.25,1.57,0.36,0.04,1.00,0.04,0.04,1.00,0.04,0.25,1.22,0.30,0.09,5.50,0.47,0.00,0.00,0.00,0.00,74.23,74.23,0.00
0.00,0.50,54.01,0.00,0.00,-4.52,-0.00,0.00,0.00,0.00,0.25,1.57,0.36,0.04,1.00,0.04,0.04,1.00,0.04,0.25,1.22,0.30,0.09,5.50,0.47,0.00,0.00,0.00,0.00,95.70,95.70,0.00
0.00,0.51,50.82,0.00,0.00,-4.52,-0.00,0.00,0.00,0.00,0.25,1.57,0.36,0.04,1.00,0.04,0.04,1.00,0.04,0.25,1.22,0.30,0.09,5.50,0.47,0.00,0.00,0.00,0.00,24.08,24.08,0.00
0.00,0.51,47.88,0.00,0.00,-2.00,-0.00,0.00,0.00,0.00,0.25,3.50,0.80,0.04,2.00,0.07,0.04,1.07,0.04,0.25,0.85,0.21,0.09,5.00,0.43,0.00,0.00,0.00,0.00,21.90,21.90,0.00
-0.24,0.51,47.26,-11.43,0.00,-2.00,-0.00,0.00,0.00,0.00,0.25,3.50,0.80,0.04,2.00,0.07,0.04,1.07,0.04,0.25,0.85,0.21,0.09,5.00,0.43,0.00,0.00,0.00,0.00,17.62,17.62,2.15
0.00,0.96,53.32,0.00,0.00,-2.00,-0.00,0.00,0.00,0.00,0.25,3.50,0.80,0.04,2.00,0.07,0.04,1.07,0.04,0.25,0.85,0.21,0.09,5.00,0.43,0.00,0.00,0.00,0.00,-2.50,-2.50,0.00
0.00,0.97,61.95,0.00,0.00,-2.00,-0.00,0.00,0.00,0.00,0.25,3.50,0.80,0.04,2.00,0.07,0.04,1.07,0.04,0.25,0.85,0.21,0.09,5.00,0.43,0.00,0.00,0.00,0.00,25.50,25.50,0.00
0.00,0.97,67.77,0.00,0.00,-4.50,-0.00,0.00,0.00,0.00,0.25,1.39,0.32,0.01,-0.50,-0.01,0.04,3.25,0.13,0.25,1.14,0.28,0.07,4.75,0.34,0.00,0.00,0.00,0.00,49.00,49.00,0.00
0.00,0.97,77.17,0.00,0.00,-4.50,-0.00,0.00,0.00,0.00,0.25,1.39,0.32,0.02,-0.50,-0.01,0.04,3.25,0.13,0.25,1.14,0.28,0.07,4.75,0.34,0.00,0.00,0.00,0.00,59.19,59.19,0.00
0.00,0.98,73.56,0.00,0.00,-4.50,-0.00,0.00,0.00,0.00,0.25,1.39,0.32,0.02,-0.50,-0.01,0.04,3.25,0.13,0.25,1.14,0.28,0.07,4.75,0.34,0.00,0.00,0.00,0.00,90.40,90.40,0.00
0.00,0.98,67.02,0.00,0.00,-4.50,-0.00,0.00,0.00,0.00,0.25,1.39,0.32,0.02,-0.50,-0.01,0.04,3.25,0.13,0.25,1.14,0.28,0.07,4.75,0.34,0.00,0.00,0.00,0.00,87.90,87.90,0.00
0.00,0.98,66.01,0.00,0.00,-1.00,-0.00,0.00,0.00,0.00,0.25,6.00,1.38,0.04,4.10,0.15,0.04,1.80,0.07,0.25,0.89,0.22,0.08,4.00,0.33,0.00,0.00,0.00,0.00,94.50,94.50,0.00
0.00,0.98,61.92,0.00,0.00,-1.00,-0.00,0.00,0.00,0.00,0.25,6.00,1.38,0.04,4.10,0.15,0.04,1.80,0.07,0.25,0.89,0.22,0.08,4.00,0.33,0.00,0.00,0.00,0.00,97.25,97.25,0.00
0.00,0.99,56.06,0.00,0.00,-1.00,-0.00,0.00,0.00,0.00,0.25,6.00,1.38,0.04,4.10,0.15,0.04,1.80,0.07,0.25,0.89,0.22,0.08,4.00,0.33,0.00,0.00,0.00,0.00,80.45,80.45,0.00
0.00,0.99,48.01,0.00,0.00,-1.00,-0.00,0.00,0.00,0.00,0.25,6.00,1.38,0.04,4.10,0.15,0.04,1.80,0.07,0.25,0.89,0.22,0.08,4.00,0.33,0.00,0.00,0.00,0.00,63.58,63.58,0.00
0.00,0.99,57.04,0.00,0.00,-3.44,-0.00,0.00,0.00,0.00,0.25,4.00,0.92,0.04,4.20,0.15,0.04,5.55,0.21,0.25,3.00,0.75,0.07,9.64,0.67,0.00,0.00,0.00,0.00,80.35,80.35,0.00
0.00,1.00,62.03,0.00,0.00,-3.44,-0.00,0.00,0.00,0.00,0.25,4.00,0.92,0.04,4.20,0.15,0.04,5.55,0.21,0.25,3.00,0.75,0.07,9.64,0.67,0.00,0.00,0.00,0.00,84.47,84.47,0.00
0.00,1.00,71.84,0.00,0.00,-3.44,-0.00,0.00,0.00,0.00,0.25,4.00,0.92,0.04,4.20,0.15,0.04,5.55,0.21,0.25,3.00,0.75,0.07,9.64,0.67,0.00,0.00,0.00,0.00,99.25,99.25,0.00
0.00,1.00,85.10,0.09,0.00,-3.44,-0.00,0.00,0.00,0.00,0.25,4.00,0.92,0.04,4.20,0.15,0.04,5.55,0.21,0.25,3.00,0.75,0.07,9.64,0.67,0.00,0.00,0.00,1.00,102.10,102.10,0.01
0.45,1.00,87.55,36.33,0.00,-2.74,-0.00,0.00,0.00,0.00,0.25,2.75,0.63,0.04,0.75,0.03,0.04,4.39,0.17,0.25,2.61,0.65,0.08,6.47,0.49,0.00,0.00,0.00,0.00,101.25,101.25,1.85
