BattSchedule_MW,SOC_percent,EnergyPriceDA_USDperMWh,EnergyProfit_USD,DRHCapacity,DRHPrice_USDperMW,DRHRev_USD,DCHCapacity,DCHPrice_USDperMW,DCHRev_USD,LFSCapacity,LFSPrice_USDperMW,LFSRev_USD,DMLCapacity,DMLPrice_USDperMW,DMLRev_USD,DLCapacity,DLPrice_USDperMW,DLRev_USD,DMHCapacity,DMHPrice_USDperMW,DMHRev_USD,DCLCapacity,DCLPrice_USDperMW,DCLRev_USD,DRLCapacity,DRLPrice_USDperMW,DRLRev_USD,DHCapacity,DHPrice_USDperMW,DHRev_USD,CapacityObligation,BMBuyPrice,BMSellPrice,BMBuyBackValue_USD
0.00,1.00,156.00,0.00,0.00,0.00,0.00,0.21,0.53,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,7.50,0.24,0.25,1.28,0.31,0.01,17.40,0.19,0.00,0.00,0.00,0.00,213.00,213.00,0.00
-0.00,1.00,151.48,-0.13,0.00,0.00,0.00,0.21,0.53,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,7.50,0.24,0.25,1.28,0.31,0.01,17.40,0.19,0.00,0.00,0.00,0.00,213.50,213.50,0.00
0.00,1.00,155.43,0.00,0.05,0.00,0.00,0.21,0.53,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,7.50,0.24,0.26,1.28,0.33,0.01,17.40,0.19,0.00,0.00,0.00,1.00,221.75,221.75,0.00
0.82,1.00,159.94,120.74,0.03,25.00,0.75,0.11,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.50,0.22,0.15,2.55,0.38,0.01,15.00,0.12,0.00,0.00,0.00,1.00,143.30,143.30,1.36
0.00,0.79,157.22,0.00,0.03,25.00,0.75,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.50,0.22,0.30,2.55,0.76,0.01,15.00,0.12,0.00,0.00,0.00,1.00,38.50,38.50,0.00
0.93,0.79,162.24,139.24,0.03,25.00,0.75,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.50,0.22,0.30,2.55,0.76,0.01,15.00,0.12,0.00,0.00,0.00,1.00,132.50,132.50,2.77
0.93,0.56,160.30,137.58,0.03,25.00,0.75,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.50,0.22,0.30,2.55,0.76,0.01,15.00,0.12,0.00,0.00,0.00,-0.00,225.00,225.00,6.02
0.00,0.33,143.06,0.00,0.03,22.00,0.67,0.31,0.80,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.50,0.22,0.38,3.38,1.29,0.01,13.00,0.13,0.00,0.00,0.00,-0.00,127.75,127.75,0.00
0.93,0.33,160.00,137.25,0.03,22.00,0.67,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.50,0.22,0.38,3.38,1.29,0.01,13.00,0.13,0.00,0.00,0.00,0.00,153.39,153.39,0.62
0.00,0.10,151.01,0.00,0.03,22.00,0.67,0.31,0.80,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.50,0.22,0.38,3.38,1.29,0.01,13.00,0.13,0.00,0.00,0.00,0.00,143.84,143.84,0.00
-0.75,0.10,115.50,-86.15,0.03,22.00,0.67,0.20,0.80,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.50,0.22,0.24,3.38,0.83,0.01,13.00,0.13,0.00,0.00,0.00,0.00,120.14,120.14,0.35
-1.00,0.27,88.82,-88.82,0.00,0.79,0.00,0.41,4.41,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,6.95,0.19,0.00,2.05,0.00,-0.00,11.00,-0.00,0.00,0.00,0.00,0.00,3.85,3.85,8.50
1.00,0.50,62.98,58.06,0.00,0.79,0.00,0.00,4.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,6.95,-0.00,0.41,2.05,0.84,0.02,11.00,0.23,0.00,0.00,0.00,0.00,-8.10,-8.10,7.11
0.00,0.25,49.46,0.00,0.05,0.79,0.03,0.41,4.41,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,6.95,0.19,0.41,2.05,0.84,0.02,11.00,0.23,0.00,0.00,0.00,0.00,-21.53,-21.53,0.00
-0.28,0.25,29.48,-8.29,0.05,0.79,0.03,0.41,4.41,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,6.95,0.19,0.41,2.05,0.84,0.02,11.00,0.23,0.00,0.00,0.00,0.00,-39.22,-39.22,1.93
