BattSchedule_MW,SOC_percent,EnergyPriceDA_USDperMWh,EnergyProfit_USD,DRHCapacity,DRHPrice_USDperMW,DRHRev_USD,NQRCapacity,NQRPrice_USDperMW,NQRRev_USD,DCHCapacity,DCHPrice_USDperMW,DCHRev_USD,DMHCapacity,DMHPrice_USDperMW,DMHRev_USD,DMLCapacity,DMLPrice_USDperMW,DMLRev_USD,DCLCapacity,DCLPrice_USDperMW,DCLRev_USD,DRLCapacity,DRLPrice_USDperMW,DRLRev_USD,PQRCapacity,PQRPrice_USDperMW,PQRRev_USD,CapacityObligation,BMBuyPrice,BMSellPrice,BMBuyBackValue_USD
0.00,1.00,58.00,0.00,0.00,-6.03,-0.00,0.00,0.00,0.00,0.28,0.90,0.24,0.00,-1.15,-0.00,0.04,3.15,0.13,0.27,1.14,0.30,0.08,5.50,0.46,0.00,0.00,0.00,0.00,82.12,82.12,0.00
0.00,1.00,56.42,0.00,0.00,-6.03,-0.00,0.00,0.00,0.00,0.28,0.90,0.24,0.00,-1.15,-0.00,0.04,3.15,0.13,0.27,1.14,0.30,0.08,5.50,0.46,0.00,0.00,0.00,0.00,93.75,93.75,0.00
0.00,1.00,55.74,0.00,0.00,-6.03,-0.00,0.00,0.00,0.00,0.28,0.90,0.24,0.00,-1.15,-0.00,0.04,3.15,0.13,0.27,1.14,0.30,0.08,5.50,0.46,0.00,0.00,0.00,0.00,93.03,93.03,0.00
0.00,1.00,57.98,0.00,0.00,-6.38,-0.00,0.00,0.00,0.00,0.28,0.41,0.11,0.00,-1.04,-0.00,0.04,4.00,0.16,0.27,2.20,0.58,0.09,6.90,0.61,0.00,0.00,0.00,0.00,93.50,93.50,0.00
0.00,1.00,63.84,0.00,0.00,-6.38,-0.00,0.00,0.00,0.00,0.28,0.41,0.11,0.00,-1.04,-0.00,0.04,4.00,0.16,0.27,2.20,0.58,0.09,6.90,0.61,0.00,0.00,0.00,0.00,72.14,72.14,0.00
0.00,1.00,75.00,0.14,0.00,-6.38,-0.00,0.00,0.00,0.00,0.28,0.41,0.11,0.00,-1.04,-0.00,0.04,4.00,0.16,0.27,2.20,0.58,0.09,6.90,0.61,0.00,0.00,0.00,1.00,93.00,93.00,0.01
0.81,1.00,79.93,59.49,0.00,-6.38,-0.00,0.00,0.00,0.00,0.19,0.41,0.07,0.00,-1.04,-0.00,0.04,4.00,0.16,0.16,2.20,0.36,0.09,6.90,0.61,0.00,0.00,0.00,1.00,96.10,96.10,3.92
1.00,0.60,79.81,73.38,0.00,-6.17,-0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,-0.85,-0.00,0.04,3.00,0.12,0.25,1.37,0.34,0.09,7.64,0.67,0.00,0.00,0.00,0.00,97.25,97.25,5.22
0.00,0.10,67.64,0.00,0.00,-6.17,-0.00,0.00,0.00,0.00,0.27,0.50,0.12,0.00,-0.85,-0.00,0.04,3.00,0.12,0.25,1.37,0.34,0.09,7.64,0.67,0.00,0.00,0.00,0.00,88.95,88.95,0.00
0.00,0.10,62.46,0.00,0.00,-6.17,-0.00,0.00,0.00,0.00,0.27,0.50,0.12,0.00,-0.85,-0.00,0.04,3.00,0.12,0.25,1.37,0.34,0.09,7.64,0.67,0.00,0.00,0.00,0.00,47.23,47.23,0.00
0.00,0.10,60.09,0.00,0.00,-6.17,-0.00,0.00,0.00,0.00,0.27,0.50,0.13,0.00,-0.85,-0.00,0.04,3.00,0.12,0.25,1.37,0.34,0.09,7.64,0.67,0.00,0.00,0.00,0.00,48.80,48.80,0.00
0.00,0.10,61.66,0.00,0.00,-5.58,-0.00,0.00,0.00,0.00,0.28,0.70,0.18,0.00,-0.63,-0.00,0.04,2.63,0.11,0.26,0.70,0.18,0.08,5.25,0.40,0.00,0.00,0.00,0.00,48.33,48.33,0.00
0.00,0.10,62.74,0.00,0.00,-5.58,-0.00,0.00,0.00,0.00,0.28,0.70,0.18,0.00,-0.63,-0.00,0.04,2.63,0.11,0.26,0.70,0.18,0.08,5.25,0.40,0.00,0.00,0.00,0.00,47.60,47.60,0.00
0.00,0.10,60.98,0.00,0.00,-5.58,-0.00,0.00,0.00,0.00,0.28,0.70,0.18,0.00,-0.63,-0.00,0.04,2.63,0.11,0.26,0.70,0.18,0.08,5.25,0.40,0.00,0.00,0.00,0.00,46.83,46.83,0.00
0.00,0.11,57.45,0.00,0.00,-5.58,-0.00,0.00,0.00,0.00,0.28,0.70,0.18,0.00,-0.63,-0.00,0.04,2.63,0.11,0.26,0.70,0.18,0.08,5.25,0.40,0.00,0.00,0.00,0.00,46.52,46.52,0.00
-0.06,0.11,53.94,-3.40,0.00,-5.38,-0.00,0.00,0.00,0.00,0.29,0.78,0.21,0.00,-0.64,-0.00,0.04,2.64,0.11,0.27,0.70,0.19,0.08,5.10,0.43,0.00,0.00,0.00,0.00,45.19,45.19,0.17
-0.61,0.14,53.04,-32.25,0.00,-5.38,-0.00,0.00,0.00,0.00,0.32,0.78,0.23,0.00,-0.64,-0.00,0.04,2.64,0.11,0.27,0.70,0.19,0.08,5.10,0.43,0.00,0.00,0.00,0.00,43.19,43.19,1.80
-0.64,0.42,53.09,-33.97,0.00,-5.38,-0.00,0.00,0.00,0.00,0.32,0.78,0.23,0.00,-0.64,-0.00,0.04,2.64,0.11,0.23,0.70,0.16,0.08,5.10,0.43,0.00,0.00,0.00,0.00,45.52,45.52,1.45
0.00,0.71,57.35,0.00,0.00,-5.38,-0.00,0.00,0.00,0.00,0.32,0.78,0.23,0.00,-0.64,-0.00,0.04,2.64,0.11,0.27,0.70,0.19,0.08,5.10,0.43,0.00,0.00,0.00,0.00,46.05,46.05,0.00
0.00,0.71,61.96,0.00,0.00,-5.75,-0.00,0.00,0.00,0.00,0.31,0.71,0.20,0.00,-0.69,-0.00,0.04,2.69,0.11,0.27,1.29,0.34,0.09,6.02,0.53,0.00,0.00,0.00,0.00,72.62,72.62,0.00
0.00,0.72,64.92,0.00,0.00,-5.75,-0.00,0.00,0.00,0.00,0.31,0.71,0.20,0.00,-0.69,-0.00,0.04,2.69,0.11,0.27,1.29,0.34,0.09,6.02,0.53,0.00,0.00,0.00,0.00,69.35,69.35,0.00
1.00,0.72,70.65,64.96,0.00,-5.75,-0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,-0.69,-0.00,0.04,2.69,0.11,0.27,1.29,0.34,0.09,6.02,0.53,0.00,0.00,0.00,0.00,47.02,47.02,7.07
0.00,0.22,62.78,0.00,0.00,-5.75,-0.00,0.00,0.00,0.00,0.31,0.71,0.20,0.00,-0.69,-0.00,0.04,2.69,0.11,0.27,1.29,0.34,0.09,6.02,0.53,0.00,0.00,0.00,0.00,42.50,42.50,0.00
0.00,0.22,57.47,0.00,0.00,-5.60,-0.00,0.00,0.00,0.00,0.31,0.98,0.28,0.00,-0.67,-0.00,0.04,2.67,0.11,0.27,1.00,0.27,0.09,5.50,0.49,0.00,0.00,0.00,0.00,43.50,43.50,0.00
-0.60,0.22,53.91,-32.37,0.00,-5.60,-0.00,0.00,0.00,0.00,0.31,0.98,0.28,0.00,-0.67,-0.00,0.04,2.67,0.11,0.27,1.00,0.27,0.09,5.50,0.49,0.00,0.00,0.00,0.00,65.27,65.27,2.05
-0.60,0.50,53.08,-31.87,0.00,-5.60,-0.00,0.00,0.00,0.00,0.31,0.98,0.28,0.00,-0.67,-0.00,0.04,2.67,0.11,0.27,1.00,0.27,0.09,5.50,0.49,0.00,0.00,0.00,0.00,42.50,42.50,1.91
-0.48,0.78,53.97,-25.62,0.00,-5.60,-0.00,0.00,0.00,0.00,0.31,0.98,0.28,0.00,-0.67,-0.00,0.04,2.67,0.11,0.27,1.00,0.27,0.09,5.50,0.49,0.00,0.00,0.00,0.00,77.50,77.50,3.35
0.00,1.00,56.88,0.00,0.00,-6.19,-0.00,0.00,0.00,0.00,0.31,0.79,0.23,0.00,-0.60,-0.00,0.04,3.23,0.13,0.26,1.49,0.39,0.09,6.86,0.61,0.00,0.00,0.00,0.00,81.25,81.25,0.00
0.00,1.00,61.44,0.00,0.00,-6.19,-0.00,0.00,0.00,0.00,0.31,0.79,0.23,0.00,-0.60,-0.00,0.04,3.23,0.13,0.26,1.49,0.39,0.09,6.86,0.61,0.00,0.00,0.00,0.00,85.00,85.00,0.00
0.72,1.00,72.67,47.95,0.00,-6.19,-0.00,0.00,0.00,0.00,0.28,0.79,0.21,0.00,-0.60,-0.00,0.04,3.23,0.13,0.26,1.49,0.39,0.09,6.86,0.61,0.00,0.00,0.00,1.00,85.00,85.00,2.65
0.57,0.64,71.55,37.39,0.00,-6.19,-0.00,0.00,0.00,0.00,0.31,0.79,0.23,0.00,-0.60,-0.00,0.04,3.23,0.13,0.26,1.49,0.39,0.09,6.86,0.61,0.00,0.00,0.00,1.00,84.22,84.22,2.16
0.00,0.36,66.09,0.00,0.00,-5.22,-0.00,0.00,0.00,0.00,0.34,1.00,0.31,0.00,-0.31,-0.00,0.04,2.59,0.10,0.26,0.93,0.24,0.07,6.76,0.50,0.00,0.00,0.00,0.00,71.10,71.10,0.00
0.00,0.36,61.91,0.00,0.00,-5.22,-0.00,0.00,0.00,0.00,0.34,1.00,0.31,0.00,-0.31,-0.00,0.04,2.59,0.10,0.26,0.93,0.24,0.07,6.76,0.50,0.00,0.00,0.00,0.00,58.88,58.88,0.00
0.00,0.36,60.08,0.00,0.00,-5.22,-0.00,0.00,0.00,0.00,0.34,1.00,0.31,0.00,-0.31,-0.00,0.04,2.59,0.10,0.26,0.93,0.24,0.07,6.76,0.50,0.00,0.00,0.00,0.00,61.45,61.45,0.00
0.00,0.36,58.01,0.00,0.00,-5.22,-0.00,0.00,0.00,0.00,0.34,1.00,0.31,0.00,-0.31,-0.00,0.04,2.59,0.10,0.26,0.93,0.24,0.07,6.76,0.50,0.00,0.00,0.00,0.00,87.50,87.50,0.00
-0.30,0.36,57.08,-17.26,0.00,-3.59,-0.00,0.00,0.00,0.00,0.34,1.39,0.43,0.00,0.17,0.00,0.04,1.91,0.08,0.27,0.40,0.11,0.07,5.74,0.42,0.00,0.00,0.00,0.00,97.75,97.75,3.69
0.00,0.50,54.01,0.00,0.00,-3.59,-0.00,0.00,0.00,0.00,0.34,1.39,0.43,0.04,0.17,0.01,0.04,1.91,0.08,0.27,0.40,0.11,0.07,5.74,0.42,0.00,0.00,0.00,0.00,58.75,58.75,0.00
0.00,0.50,49.75,0.00,0.00,-3.59,-0.00,0.00,0.00,0.00,0.34,1.39,0.43,0.04,0.17,0.01,0.04,1.91,0.08,0.27,0.40,0.11,0.07,5.74,0.42,0.00,0.00,0.00,0.00,37.69,37.69,0.00
0.00,0.50,46.03,0.00,0.00,-3.59,-0.00,0.00,0.00,0.00,0.34,1.39,0.43,0.04,0.17,0.01,0.04,1.91,0.08,0.27,0.40,0.11,0.07,5.74,0.42,0.00,0.00,0.00,0.00,27.25,27.25,0.00
-0.20,0.50,45.60,-9.21,0.00,-2.34,-0.00,0.00,0.00,0.00,0.34,2.00,0.62,0.04,1.05,0.04,0.04,1.04,0.04,0.28,0.21,0.06,0.07,5.07,0.36,0.00,0.00,0.00,0.00,52.22,52.22,0.40
-0.89,0.59,45.10,-39.94,0.00,-2.34,-0.00,0.00,0.00,0.00,0.34,2.00,0.62,0.04,1.05,0.04,0.04,1.04,0.04,0.00,0.21,0.00,0.07,5.07,0.36,0.00,0.00,0.00,0.00,76.45,76.45,8.33
0.00,1.00,46.11,0.00,0.00,-2.34,-0.00,0.00,0.00,0.00,0.34,2.00,0.62,0.04,1.05,0.04,0.04,1.04,0.04,0.28,0.21,0.06,0.07,5.07,0.36,0.00,0.00,0.00,0.00,55.49,55.49,0.00
0.00,1.00,48.94,0.00,0.00,-2.34,-0.00,0.00,0.00,0.00,0.34,2.00,0.62,0.04,1.05,0.04,0.04,1.04,0.04,0.28,0.21,0.06,0.07,5.07,0.36,0.00,0.00,0.00,0.00,53.99,53.99,0.00
0.00,1.00,48.01,0.00,0.00,-2.95,-0.00,0.00,0.00,0.00,0.34,1.25,0.39,0.04,1.02,0.04,0.04,2.09,0.08,0.27,1.00,0.27,0.08,6.00,0.48,0.00,0.00,0.00,0.00,85.00,85.00,0.00
0.00,1.00,59.30,0.00,0.00,-2.95,-0.00,0.00,0.00,0.00,0.34,1.25,0.39,0.04,1.02,0.04,0.04,2.09,0.08,0.27,1.00,0.27,0.08,6.00,0.48,0.00,0.00,0.00,0.00,82.00,82.00,0.00
0.00,1.00,59.91,0.00,0.00,-2.95,-0.00,0.00,0.00,0.00,0.34,1.25,0.39,0.04,1.02,0.04,0.04,2.09,0.08,0.27,1.00,0.27,0.08,6.00,0.48,0.00,0.00,0.00,0.00,60.88,60.88,0.00
0.00,1.00,65.78,0.01,0.00,-2.95,-0.00,0.00,0.00,0.00,0.34,1.25,0.39,0.04,1.02,0.04,0.04,2.09,0.08,0.27,1.00,0.27,0.08,6.00,0.48,0.00,0.00,0.00,0.00,49.00,49.00,0.00
0.00,1.00,68.01,0.25,0.00,-3.18,-0.00,0.00,0.00,0.00,0.31,1.18,0.34,0.04,1.02,0.04,0.04,0.98,0.04,0.27,0.82,0.22,0.09,6.00,0.52,0.00,0.00,0.00,0.00,78.22,78.22,0.01
0.00,1.00,60.06,0.00,0.00,-3.18,-0.00,0.00,0.00,0.00,0.31,1.18,0.34,0.04,1.02,0.04,0.04,0.98,0.04,0.27,0.82,0.22,0.09,6.00,0.52,0.00,0.00,0.00,0.00,58.05,58.05,0.00
0.00,1.00,54.19,0.00,0.00,-3.18,-0.00,0.00,0.00,0.00,0.31,1.18,0.34,0.04,1.02,0.04,0.04,0.98,0.04,0.27,0.82,0.22,0.09,6.00,0.52,0.00,0.00,0.00,0.00,20.05,20.05,0.00
0.00,1.00,58.67,0.00,0.00,-3.18,-0.00,0.00,0.00,0.00,0.31,1.18,0.34,0.04,1.02,0.04,0.04,0.98,0.04,0.27,0.82,0.22,0.09,6.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,53.67,0.00,0.00,-3.39,-0.00,0.00,0.00,0.00,0.30,1.20,0.33,0.04,0.75,0.03,0.04,3.59,0.14,0.26,2.35,0.61,0.08,6.49,0.50,0.00,0.00,0.00,0.00,40.18,40.18,0.00
0.00,1.00,61.44,0.00,0.00,-3.39,-0.00,0.00,0.00,0.00,0.30,1.20,0.33,0.04,0.75,0.03,0.04,3.59,0.14,0.26,2.35,0.61,0.08,6.49,0.50,0.00,0.00,0.00,0.00,40.23,40.23,0.00
0.81,1.00,74.01,55.06,0.00,-3.39,-0.00,0.00,0.00,0.00,0.19,1.20,0.21,0.00,0.75,0.00,0.04,3.59,0.14,0.17,2.35,0.39,0.08,6.49,0.50,0.00,0.00,0.00,1.00,67.00,67.00,1.70
1.00,0.60,74.10,68.13,0.00,-3.39,-0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.75,0.00,0.04,3.59,0.14,0.26,2.35,0.61,0.08,6.49,0.50,0.00,0.00,0.00,1.00,79.98,79.98,1.76
0.00,0.10,66.76,0.08,0.00,-3.80,-0.00,0.00,0.00,0.00,0.26,0.67,0.16,0.04,0.57,0.02,0.04,1.57,0.06,0.26,1.00,0.26,0.07,6.20,0.45,0.00,0.00,0.00,0.00,77.00,77.00,0.00
0.00,0.10,54.44,0.00,0.00,-3.80,-0.00,0.00,0.00,0.00,0.26,0.67,0.16,0.04,0.57,0.02,0.04,1.57,0.06,0.26,1.00,0.26,0.07,6.20,0.45,0.00,0.00,0.00,0.00,40.50,40.50,0.00
0.00,0.10,59.63,0.00,0.00,-3.80,-0.00,0.00,0.00,0.00,0.26,0.67,0.16,0.04,0.57,0.02,0.04,1.57,0.06,0.26,1.00,0.26,0.07,6.20,0.45,0.00,0.00,0.00,0.00,40.38,40.38,0.00
0.00,0.10,51.95,0.00,0.00,-3.80,-0.00,0.00,0.00,0.00,0.26,0.67,0.16,0.04,0.57,0.02,0.04,1.57,0.06,0.26,1.00,0.26,0.07,6.20,0.45,0.00,0.00,0.00,0.00,40.23,40.23,0.00
0.00,0.10,55.35,0.00,0.00,-4.13,-0.00,0.00,0.00,0.00,0.28,1.28,0.33,0.00,0.47,0.00,0.04,1.53,0.06,0.26,0.52,0.14,0.08,5.74,0.44,0.00,0.00,0.00,0.00,20.18,20.18,0.00
0.00,0.10,54.85,0.00,0.00,-4.13,-0.00,0.00,0.00,0.00,0.28,1.28,0.33,0.00,0.47,0.00,0.04,1.53,0.06,0.26,0.52,0.14,0.08,5.74,0.44,0.00,0.00,0.00,0.00,14.93,14.93,0.00
0.00,0.10,47.10,0.00,0.00,-4.13,-0.00,0.00,0.00,0.00,0.28,1.28,0.33,0.00,0.47,0.00,0.04,1.53,0.06,0.26,0.52,0.14,0.08,5.74,0.44,0.00,0.00,0.00,0.00,13.11,13.11,0.00
-0.92,0.10,40.99,-37.71,0.00,-4.13,-0.00,0.00,0.00,0.00,0.02,1.28,0.03,0.00,0.47,0.00,0.00,1.53,0.00,0.00,0.52,0.00,0.08,5.74,0.44,0.00,0.00,0.00,0.00,6.88,6.88,9.41
-0.91,0.53,41.44,-37.67,0.00,-3.22,-0.00,0.00,0.00,0.00,0.34,1.99,0.61,0.04,0.80,0.03,0.00,1.62,0.00,0.00,0.20,0.00,0.09,5.41,0.48,0.00,0.00,0.00,0.00,13.64,13.64,7.58
-0.11,0.95,44.54,-5.01,0.00,-3.22,-0.00,0.00,0.00,0.00,0.34,1.99,0.61,0.04,0.80,0.03,0.04,1.62,0.07,0.27,0.20,0.05,0.09,5.41,0.48,0.00,0.00,0.00,0.00,16.99,16.99,0.93
0.00,1.00,55.21,0.00,0.00,-3.22,-0.00,0.00,0.00,0.00,0.34,1.99,0.61,0.04,0.80,0.03,0.04,1.62,0.07,0.26,0.20,0.05,0.09,5.41,0.48,0.00,0.00,0.00,0.00,35.18,35.18,0.00
0.00,1.00,64.52,0.00,0.00,-3.22,-0.00,0.00,0.00,0.00,0.34,1.99,0.61,0.04,0.80,0.03,0.04,1.62,0.07,0.00,0.20,0.00,0.09,5.41,0.48,0.00,0.00,0.00,0.00,50.61,50.61,0.00
0.68,1.00,68.20,42.52,0.00,-4.89,-0.00,0.00,0.00,0.00,0.32,1.36,0.40,0.00,0.37,0.00,0.04,2.18,0.09,0.26,1.17,0.30,0.09,7.15,0.63,0.00,0.00,0.00,0.00,61.85,61.85,1.29
0.00,0.66,66.40,0.00,0.00,-4.89,-0.00,0.00,0.00,0.00,0.32,1.36,0.40,0.04,0.37,0.01,0.04,2.18,0.09,0.26,1.17,0.30,0.09,7.15,0.63,0.00,0.00,0.00,0.00,74.00,74.00,0.00
0.00,0.66,62.14,0.00,0.00,-4.89,-0.00,0.00,0.00,0.00,0.32,1.36,0.40,0.04,0.37,0.01,0.04,2.18,0.09,0.26,1.17,0.30,0.09,7.15,0.63,0.00,0.00,0.00,0.00,75.50,75.50,0.00
0.00,0.66,55.01,0.00,0.00,-4.89,-0.00,0.00,0.00,0.00,0.32,1.36,0.40,0.04,0.37,0.01,0.04,2.18,0.09,0.26,1.17,0.30,0.09,7.15,0.63,0.00,0.00,0.00,0.00,57.50,57.50,0.00
0.00,0.66,52.33,0.00,0.00,-3.73,-0.00,0.00,0.00,0.00,0.31,1.99,0.57,0.04,0.76,0.03,0.04,2.74,0.11,0.27,0.91,0.24,0.09,6.36,0.54,0.00,0.00,0.00,0.00,53.66,53.66,0.00
-0.74,0.66,48.92,-35.92,0.00,-3.73,-0.00,0.00,0.00,0.00,0.31,1.99,0.57,0.04,0.76,0.03,0.04,2.74,0.11,0.14,0.91,0.12,0.09,6.36,0.54,0.00,0.00,0.00,0.00,56.36,56.36,1.64
0.00,1.00,49.85,0.00,0.00,-3.73,-0.00,0.00,0.00,0.00,0.31,1.99,0.57,0.04,0.76,0.03,0.04,2.74,0.11,0.27,0.91,0.24,0.09,6.36,0.54,0.00,0.00,0.00,0.00,76.90,76.90,0.00
0.00,1.00,53.47,0.00,0.00,-3.73,-0.00,0.00,0.00,0.00,0.31,1.99,0.57,0.04,0.76,0.03,0.04,2.74,0.11,0.27,0.91,0.24,0.09,6.36,0.54,0.00,0.00,0.00,0.00,40.00,40.00,0.00
0.00,1.00,58.81,0.00,0.00,-4.18,-0.00,0.00,0.00,0.00,0.30,1.20,0.33,0.04,1.22,0.05,0.04,4.93,0.20,0.26,2.16,0.56,0.09,7.11,0.63,0.00,0.00,0.00,0.00,29.82,29.82,0.00
0.00,1.00,64.00,0.00,0.00,-4.18,-0.00,0.00,0.00,0.00,0.30,1.20,0.33,0.04,1.22,0.05,0.04,4.93,0.20,0.26,2.16,0.56,0.09,7.11,0.63,0.00,0.00,0.00,0.00,62.05,62.05,0.00
0.76,1.00,75.28,52.33,0.00,-4.18,-0.00,0.00,0.00,0.00,0.24,1.20,0.27,0.00,1.22,0.00,0.04,4.93,0.20,0.22,2.16,0.48,0.09,7.11,0.63,0.00,0.00,0.00,1.00,83.00,83.00,1.75
1.00,0.62,75.75,69.65,0.00,-4.18,-0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,1.22,0.00,0.04,4.93,0.20,0.26,2.16,0.56,0.09,7.11,0.63,0.00,0.00,0.00,1.00,41.21,41.21,10.33
0.00,0.13,70.04,0.00,0.00,-4.43,-0.00,0.00,0.00,0.00,0.30,1.44,0.40,0.00,0.46,0.00,0.04,2.23,0.09,0.26,1.06,0.27,0.09,6.60,0.58,0.00,0.00,0.00,0.00,46.00,46.00,0.00
0.00,0.13,60.00,0.00,0.00,-4.43,-0.00,0.00,0.00,0.00,0.31,1.44,0.40,0.00,0.46,0.00,0.04,2.23,0.09,0.26,1.06,0.27,0.09,6.60,0.58,0.00,0.00,0.00,0.00,45.60,45.60,0.00
0.00,0.13,60.00,0.00,0.00,-4.43,-0.00,0.00,0.00,0.00,0.31,1.44,0.41,0.00,0.46,0.00,0.04,2.23,0.09,0.26,1.06,0.27,0.09,6.60,0.58,0.00,0.00,0.00,0.00,41.75,41.75,0.00
0.00,0.13,54.00,0.00,0.00,-4.43,-0.00,0.00,0.00,0.00,0.31,1.44,0.41,0.00,0.46,0.00,0.04,2.23,0.09,0.26,1.06,0.27,0.09,6.60,0.58,0.00,0.00,0.00,0.00,40.00,40.00,0.00
0.00,0.13,53.85,0.00,0.00,-4.34,-0.00,0.00,0.00,0.00,0.31,1.50,0.42,0.00,0.36,0.00,0.04,1.72,0.07,0.26,0.50,0.13,0.07,6.00,0.41,0.00,0.00,0.00,0.00,59.90,59.90,0.00
0.00,0.13,50.59,0.00,0.00,-4.34,-0.00,0.00,0.00,0.00,0.31,1.50,0.42,0.00,0.36,0.00,0.04,1.72,0.07,0.26,0.50,0.13,0.07,6.00,0.41,0.00,0.00,0.00,0.00,71.48,71.48,0.00
-0.27,0.13,49.94,-13.37,0.00,-4.34,-0.00,0.00,0.00,0.00,0.31,1.50,0.42,0.00,0.36,0.00,0.04,1.72,0.07,0.26,0.50,0.13,0.07,6.00,0.41,0.00,0.00,0.00,0.00,56.30,56.30,0.51
0.00,0.25,52.01,0.00,0.00,-4.34,-0.00,0.00,0.00,0.00,0.34,1.50,0.46,0.04,0.36,0.01,0.04,1.72,0.07,0.26,0.50,0.13,0.07,6.00,0.41,0.00,0.00,0.00,0.00,36.19,36.19,0.00
-0.72,0.25,48.79,-35.18,0.00,-4.61,-0.00,0.00,0.00,0.00,0.34,1.29,0.40,0.00,-0.01,-0.00,0.04,2.01,0.08,0.16,0.71,0.11,0.08,5.19,0.42,0.00,0.00,0.00,0.00,6.00,6.00,9.26
0.00,0.59,50.08,0.00,0.00,-4.61,-0.00,0.00,0.00,0.00,0.34,1.29,0.40,0.00,-0.01,-0.00,0.04,2.01,0.08,0.27,0.71,0.19,0.08,5.19,0.42,0.00,0.00,0.00,0.00,68.00,68.00,0.00
0.00,0.59,58.05,0.00,0.00,-4.61,-0.00,0.00,0.00,0.00,0.34,1.29,0.40,0.00,-0.01,-0.00,0.04,2.01,0.08,0.27,0.71,0.19,0.08,5.19,0.42,0.00,0.00,0.00,0.00,69.00,69.00,0.00
0.00,0.59,63.67,0.00,0.00,-4.61,-0.00,0.00,0.00,0.00,0.34,1.29,0.40,0.04,-0.01,-0.00,0.04,2.01,0.08,0.27,0.71,0.19,0.08,5.19,0.42,0.00,0.00,0.00,0.00,70.48,70.48,0.00
0.67,0.59,68.53,41.92,0.00,-5.15,-0.00,0.00,0.00,0.00,0.33,1.44,0.44,0.00,0.00,0.00,0.04,2.62,0.11,0.26,1.16,0.31,0.07,7.00,0.50,0.00,0.00,0.00,0.00,72.45,72.45,0.78
0.00,0.26,64.52,0.00,0.00,-5.15,-0.00,0.00,0.00,0.00,0.34,1.44,0.44,0.04,0.00,0.00,0.04,2.62,0.11,0.26,1.16,0.31,0.07,7.00,0.50,0.00,0.00,0.00,0.00,61.80,61.80,0.00
0.00,0.26,61.82,0.00,0.00,-5.15,-0.00,0.00,0.00,0.00,0.34,1.44,0.44,0.04,0.00,0.00,0.04,2.62,0.11,0.26,1.16,0.31,0.07,7.00,0.50,0.00,0.00,0.00,0.00,64.30,64.30,0.00
0.00,0.26,56.25,0.00,0.00,-5.15,-0.00,0.00,0.00,0.00,0.34,1.44,0.44,0.00,0.00,0.00,0.04,2.62,0.11,0.26,1.16,0.31,0.07,7.00,0.50,0.00,0.00,0.00,0.00,69.40,69.40,0.00
0.00,0.26,51.14,0.00,0.00,-4.20,-0.00,0.00,0.00,0.00,0.34,1.99,0.61,0.04,0.50,0.02,0.04,1.71,0.07,0.27,0.90,0.24,0.07,5.50,0.39,0.00,0.00,0.00,0.00,42.38,42.38,0.00
-0.73,0.26,48.06,-35.08,0.00,-4.20,-0.00,0.00,0.00,0.00,0.34,1.99,0.61,0.00,0.50,0.00,0.04,1.71,0.07,0.16,0.90,0.14,0.07,5.50,0.39,0.00,0.00,0.00,0.00,22.95,22.95,5.50
-0.89,0.59,48.26,-42.76,0.00,-4.20,-0.00,0.00,0.00,0.00,0.34,1.99,0.61,0.04,0.50,0.02,0.04,1.71,0.07,0.00,0.90,0.00,0.07,5.50,0.39,0.00,0.00,0.00,0.00,5.69,5.69,11.32
0.00,1.00,51.80,0.00,0.00,-4.20,-0.00,0.00,0.00,0.00,0.34,1.99,0.61,0.04,0.50,0.02,0.04,1.71,0.07,0.27,0.90,0.24,0.07,5.50,0.39,0.00,0.00,0.00,0.00,2.34,2.34,0.00
0.00,1.00,56.35,0.00,0.00,-5.17,-0.00,0.00,0.00,0.00,0.31,1.30,0.38,0.00,-0.04,-0.00,0.04,2.21,0.09,0.26,1.51,0.40,0.07,7.21,0.51,0.00,0.00,0.00,0.00,39.05,39.05,0.00
0.00,1.00,61.01,0.00,0.00,-5.17,-0.00,0.00,0.00,0.00,0.31,1.30,0.38,0.05,-0.04,-0.00,0.04,2.21,0.09,0.26,1.51,0.40,0.07,7.21,0.51,0.00,0.00,0.00,0.00,45.63,45.63,0.00
0.00,1.00,67.81,0.00,0.00,-5.17,-0.00,0.00,0.00,0.00,0.31,1.30,0.38,0.05,-0.04,-0.00,0.04,2.21,0.09,0.26,1.51,0.40,0.07,7.21,0.51,0.00,0.00,0.00,1.00,45.70,45.70,0.00
0.31,1.00,67.92,19.51,0.00,-5.17,-0.00,0.00,0.00,0.00,0.31,1.30,0.38,0.05,-0.04,-0.00,0.04,2.21,0.09,0.26,1.51,0.40,0.07,7.21,0.51,0.00,0.00,0.00,1.00,47.26,47.26,1.93
0.69,0.84,68.25,43.39,0.00,-5.22,-0.00,0.00,0.00,0.00,0.31,1.19,0.34,0.00,-0.15,-0.00,0.04,2.51,0.10,0.26,1.00,0.26,0.07,6.90,0.49,0.00,0.00,0.00,0.00,76.00,76.00,1.60
