BattSchedule_MW,SOC_percent,EnergyPriceDA_USDperMWh,EnergyProfit_USD,DRHCapacity,DRHPrice_USDperMW,DRHRev_USD,DCHCapacity,DCHPrice_USDperMW,DCHRev_USD,LFSCapacity,LFSPrice_USDperMW,LFSRev_USD,DMLCapacity,DMLPrice_USDperMW,DMLRev_USD,DLCapacity,DLPrice_USDperMW,DLRev_USD,DMHCapacity,DMHPrice_USDperMW,DMHRev_USD,DCLCapacity,DCLPrice_USDperMW,DCLRev_USD,DRLCapacity,DRLPrice_USDperMW,DRLRev_USD,DHCapacity,DHPrice_USDperMW,DHRev_USD,CapacityObligation,BMBuyPrice,BMSellPrice,BMBuyBackValue_USD
0.00,0.50,115.95,0.00,0.00,0.00,0.00,0.40,1.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,16.98,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.51,13.51,0.00
0.81,0.50,149.98,111.54,0.00,0.00,0.00,0.19,1.10,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,16.98,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.32,32.32,9.49
0.00,0.10,99.99,0.12,0.00,0.00,0.00,0.40,1.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,16.98,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,1.90,0.01
0.00,0.10,25.05,0.02,0.00,0.00,0.00,0.43,11.99,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,16.98,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.25,-23.25,0.00
0.00,0.10,7.85,0.01,0.00,0.00,0.00,0.43,11.99,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,16.98,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-68.54,-68.54,0.00
0.00,0.10,-10.00,-0.00,0.00,0.00,0.00,0.43,11.99,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,16.98,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.06,-76.06,0.00
-0.45,0.10,-25.00,11.32,0.00,0.00,0.00,0.43,11.99,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,16.98,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-74.51,-74.51,2.24
0.00,0.31,-24.98,-0.00,0.00,0.00,0.00,0.40,2.75,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,16.99,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-75.16,-75.16,0.00
-1.00,0.31,-50.00,50.00,0.00,0.00,0.00,0.21,2.75,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-74.99,-74.99,2.50
-0.50,0.77,-39.19,19.59,0.00,0.00,0.00,0.40,2.75,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,16.99,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.61,-30.61,0.43
0.00,1.00,0.01,0.00,0.00,0.00,0.00,0.40,2.75,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,16.99,7.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.63,9.63,0.00
0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.35,1.20,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,47.58,18.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.10,45.10,0.00
0.00,1.00,58.61,0.00,0.00,0.00,0.00,0.35,1.20,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,47.58,18.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.51,49.51,0.00
0.00,1.00,90.17,0.00,0.00,0.00,0.00,0.35,1.20,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,47.58,18.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.33,28.33,0.00
0.09,1.00,100.00,8.18,0.00,0.00,0.00,0.35,1.20,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,47.58,18.03,0.00,0.00,0.00,0.00,0.00,0.00,1.00,32.60,32.60,0.60
0.00,0.96,102.16,0.08,0.00,0.00,0.00,0.29,11.99,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,47.99,17.53,0.00,0.00,0.00,0.00,0.00,0.00,1.00,12.50,12.50,0.00
0.00,0.96,103.61,0.00,0.00,0.00,0.00,0.29,11.99,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,47.99,17.53,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,41.68,41.68,0.00
0.59,0.96,155.43,84.03,0.00,0.00,0.00,0.29,11.99,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,47.99,17.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.02,42.02,6.65
1.00,0.66,207.68,191.47,0.00,0.00,0.00,-0.00,11.99,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,47.99,17.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.77
0.13,0.17,156.48,19.34,0.00,0.00,0.00,0.33,11.99,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,39.99,15.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.58,42.58,1.53
0.00,0.10,124.92,0.00,0.00,0.00,0.00,0.33,11.99,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,39.99,15.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.50,108.50,0.00
0.00,0.10,127.38,0.17,0.00,0.00,0.00,0.33,11.99,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,39.99,15.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-27.25,-27.25,0.02
0.00,0.10,100.00,0.07,0.00,0.00,0.00,0.33,11.99,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,39.99,15.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,31.00,0.00
0.00,0.10,73.12,0.11,0.00,0.00,0.00,0.38,1.10,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.84,15.84,0.01
0.00,0.10,62.01,0.09,0.00,0.00,0.00,0.38,1.10,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.08,50.08,0.00
0.00,0.10,46.59,0.07,0.00,0.00,0.00,0.38,1.10,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.25,45.25,0.00
0.00,0.10,32.50,0.00,0.00,0.00,0.00,0.38,1.10,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00,0.00
